Date,AC ASIA PACIFIC
2000-12,100.0
2001-01,103.67108533090382
2001-02,100.04350094216583
2001-03,98.02649029458533
2001-04,103.1318769582748
2001-05,107.66809453107446
2001-06,103.11844697384878
2001-07,93.44959359434931
2001-08,88.22863018728584
2001-09,78.09921254445229
2001-10,80.50645579701273
2001-11,84.83466350619454
2001-12,83.37580535615051
2002-01,83.0205495556377
2002-02,84.87207577582102
2002-03,88.97016366286377
2002-04,89.27095192477204
2002-05,89.46666465786032
2002-06,80.30730627172795
2002-07,75.78506191530946
2002-08,75.17110719942451
2002-09,70.0386022280007
2002-10,68.02516958697905
2002-11,70.51340007365626
2002-12,64.6435496373459
2003-01,61.892014943595605
2003-02,61.11751524729579
2003-03,58.32378845468992
2003-04,57.872748275983305
2003-05,57.93675128022295
2003-06,63.22951058055705
2003-07,67.32774529437926
2003-08,74.9529989832031
2003-09,73.76484560707296
2003-10,78.3503132274588
2003-11,74.30379323904987
2003-12,75.49777750899197
2004-01,78.61655801358008
2004-02,79.63986196371019
2004-03,86.75260854753353
2004-04,84.0360756041
2004-05,80.09609860932308
2004-06,82.95035834987915
2004-07,80.29717968096118
2004-08,80.9862507384932
2004-09,79.52684585407096
2004-10,79.67132273221415
2004-11,81.09313943960727
2004-12,82.83266293497896
2005-01,85.38383696005359
2005-02,86.76935995967044
2005-03,85.9092545895665
2005-04,84.68309999239196
2005-05,88.67800242256556
2005-06,91.82373384445793
2005-07,94.01049263250277
2005-08,95.7919858771237
2005-09,106.03341394737303
2005-10,103.17689430908013
2005-11,110.01730633504845
2005-12,117.73034378657653
2006-01,121.04825703283252
2006-02,122.41465102656518
2006-03,123.10258816624774
2006-04,123.83293656628392
2006-05,113.56617475899655
2006-06,113.27046853184328
2006-07,113.33557363018492
2006-08,115.50891518059903
2006-09,116.52443833532404
2006-10,119.07593708904798
2006-11,118.30113086456636
2006-12,122.67348924715158
2007-01,124.66506939074257
2007-02,125.86884930448231
2007-03,125.75775516263003
2007-04,124.0929986072581
2007-05,129.51139921127586
2007-06,131.48333412317282
2007-07,132.50441421080598
2007-08,130.0452462745712
2007-09,134.22572166775382
2007-10,138.48982362373732
2007-11,129.16230399343144
2007-12,126.44846670754961
2008-01,113.6350413091866
2008-02,114.11471488129753
2008-03,103.75775743538752
2008-04,113.80191667927481
2008-05,114.22228092610338
2008-06,102.86368411096642
2008-07,100.72484522705724
2008-08,101.27061273692561
2008-09,91.17164334529201
2008-10,81.14005269308369
2008-11,78.11008231511214
2008-12,77.34273529206799
2009-01,77.88312059433304
2009-02,71.22729627167935
2009-03,73.74274529341419
2009-04,83.11621940035914
2009-05,87.50475724009928
2009-06,89.45243017101915
2009-07,96.08013621207365
2009-08,96.45559606840251
2009-09,98.9235812513335
2009-10,96.75807864992953
2009-11,96.20243362823696
2009-12,103.1036956059074
2010-01,103.26755196810417
2010-02,106.45980344996927
2010-03,114.29256124221436
2010-04,117.12661128578516
2010-05,114.72787718223876
2010-06,114.40784914924409
2010-07,113.79521778520291
2010-08,114.41324542585583
2010-09,116.01650941597028
2010-10,116.73935183858259
2010-11,124.1439368189072
2010-12,129.0304500572245
2011-01,125.31883024032422
2011-02,125.38929540003214
2011-03,121.12043869010202
2011-04,119.13373594181141
2011-05,120.42879473803507
2011-06,118.53803870726689
2011-07,121.40853228856689
2011-08,111.0487685280405
2011-09,108.48040680955067
2011-10,112.35978995265924
2011-11,108.78691651149175
2011-12,113.19780350611093
2012-01,121.23095148114591
2012-02,124.75465220005405
2012-03,123.60010437174822
2012-04,123.20602062379261
2012-05,118.89281612957215
2012-06,120.95521968810644
2012-07,126.43000320996224
2012-08,122.93394156618756
2012-09,125.95426333713056
2012-10,124.57682314861597
2012-11,127.03867145557987
2012-12,130.16665520015934
2013-01,130.25091373168482
2013-02,137.34144881989013
2013-03,140.9400510636369
2013-04,144.02889108844522
2013-05,139.45703487838554
2013-06,135.00987527675292
2013-07,134.1015446720394
2013-08,133.25331092727598
2013-09,138.77731019265724
2013-10,141.97604933890926
2013-11,141.73479916257415
2013-12,139.45042056755221
2014-01,135.96545034559213
2014-02,135.98224526335832
2014-03,137.00770764126182
2014-04,135.65164076711804
2014-05,142.72118111048974
2014-06,146.58299852324916
2014-07,153.5232285543608
2014-08,155.3450279737158
2014-09,154.29760007081546
2014-10,157.31855966387394
2014-11,157.05207079897966
2014-12,158.8056876785946
2015-01,173.40071663058785
2015-02,181.9949602225325
2015-03,190.94070799229084
2015-04,191.99223436780707
2015-05,194.12757470130518
2015-06,185.2327536136966
2015-07,181.64457557577933
2015-08,164.23241853992621
2015-09,157.82046121608542
2015-10,173.23481221338517
2015-11,177.82729147938656
2015-12,173.42412773186564
2016-01,160.17381315920093
2016-02,156.82683103153448
2016-03,162.53932464580217
2016-04,164.68442684517652
2016-05,167.1580949684654
2016-06,167.88824371260188
2016-07,176.700111716071
2016-08,179.88439200771478
2016-09,181.32482810159672
2016-10,185.0113993278564
2016-11,186.78617913471936
2016-12,187.34502695761398
2017-01,191.89379932594247
2017-02,200.04471419992277
2017-03,202.13700026108404
2017-04,201.25387984570108
2017-05,200.34585260439428
2017-06,200.57134143715143
2017-07,201.68514426000013
2017-08,201.22752319036007
2017-09,203.5086670410765
2017-10,215.34511301031515
2017-11,213.6205642595333
2017-12,216.68147794758255
2018-01,221.1725556370637
2018-02,217.99704038722462
2018-03,211.48293407542144
2018-04,217.1446553568996
2018-05,222.75478948539202
2018-06,215.38350905197225
2018-07,216.68511604909017
2018-08,216.56602766193907
2018-09,217.58995661826177
2018-10,201.7358389843192
2018-11,207.64849275586258
2018-12,196.84515806649213
2019-01,209.50564127522568
2019-02,214.13239139372084
2019-03,219.73006698391453
2019-04,223.75286906187148
2019-05,211.84180038462935
2019-06,218.44562154489108
2019-07,221.67515750093028
2019-08,217.0838528884139
2019-09,225.06864002190085
2019-10,229.50287486220594
