Date,AC ASIA PACIFIC
2019-11,233.32360044886752
2019-12,239.27943568782732
2020-01,235.46629386347246
2020-02,223.1819866074207
2020-03,197.585779642163
2020-04,214.10249381587138
2020-05,214.90780061456417
2020-06,223.78896313231198
2020-07,222.2214311181289
2020-08,230.8859803840228
2020-09,232.70419250549423
2020-10,236.64839079730484
2020-11,254.04515831037244
2020-12,262.77520518857824
2021-01,269.9894637777059
2021-02,274.04773337768
2021-03,279.9600991688711
2021-04,277.17176440504886
2021-05,276.9706150272126
2021-06,284.7082864215481
2021-07,270.6137435019964
2021-08,278.53503121176806
2021-09,278.48357929304484
2021-10,278.95728535463206
2021-11,276.2338691571717
2021-12,278.5910427566022
2022-01,270.34722860823405
2022-02,266.7893498701123
2022-03,267.7014079460815
2022-04,264.2308560453541
2022-05,261.8676325356892
2022-06,251.14489726669163
2022-07,261.9928739645401
2022-08,263.1750465814917
2022-09,238.04142551864538
2022-10,231.34384866194682
2022-11,255.3375444537772
2022-12,245.72190767585016
2023-01,260.4569276197865
2023-02,251.12479019566567
2023-03,252.87272111768638
2023-04,246.27774138088319
2023-05,252.52542258459408
2023-06,255.20587251362184
2023-07,264.77106232326906
