Date,EAFE
1998-12,100.0
1999-01,103.09362116300092
1999-02,104.1111423395199
1999-03,110.28029665277263
1999-04,117.0969021431279
1999-05,112.67475724730095
1999-06,118.38445990817806
1999-07,117.46110153814342
1999-08,119.45261420140352
1999-09,119.66930865438661
1999-10,125.7935039098997
1999-11,135.8715103312106
1999-12,148.73830536182166
2000-01,142.7045743617264
2000-02,148.92072236982406
2000-03,155.6391986487024
2000-04,154.8355302198593
2000-05,148.42340161246636
2000-06,149.21604771503183
2000-07,147.88959514421177
2000-08,155.47379354937237
2000-09,149.00967318811738
2000-10,151.47177403137522
2000-11,141.95621783546966
2000-12,136.29986136486207
2001-01,137.53332234164887
2001-02,128.65465901549325
2001-03,124.91417039261313
2001-04,133.21043100981777
2001-05,134.41435164263257
2001-06,129.07730515747807
2001-07,122.61526228730784
2001-08,115.11371512917734
2001-09,103.18724143365567
2001-10,107.00504811375498
2001-11,111.61253209615269
2001-12,112.8997983382444
2002-01,110.56401728457692
2002-02,110.81183992034144
2002-03,115.81509428605492
2002-04,112.86948551613925
2002-05,110.24391923844362
2002-06,100.13726100148818
2002-07,90.91450348882982
2002-08,90.68038756877634
2002-09,80.323528057004
2002-10,84.46534956044044
2002-11,87.90383229781794
2002-12,80.52423961184373
2003-01,75.43024530937352
2003-02,73.40508718636008
2003-03,71.0791024293315
2003-04,76.31137114736546
2003-05,76.79612355035962
2003-06,80.55603434033284
2003-07,84.17731476550377
2003-08,88.3813124605686
2003-09,85.89159380100494
2003-10,91.40602270449571
2003-11,90.61638605960096
2003-12,92.84330716770306
2004-01,95.60002718892913
2004-02,97.7911232013737
2004-03,99.42968928959007
2004-04,99.6247109317879
2004-05,98.12610322588884
2004-06,100.6469680296908
2004-07,98.4078618103706
2004-08,97.91932082738462
2004-09,98.31844434448442
2004-10,99.26927553267562
2004-11,101.5024157555796
2004-12,103.60045634050415
2005-01,106.04527115122232
2005-02,108.64380618014408
2005-03,108.17185176765075
2005-04,106.34053114925662
2005-05,111.23437062270736
2005-06,114.954087325425
2005-07,118.0879323010191
2005-08,119.57519576501048
2005-09,127.408355530083
2005-10,124.50311506813692
2005-11,129.58189616930176
2005-12,135.5428329653941
2006-01,139.74797260274858
2006-02,142.01767573734665
2006-03,144.52848157191804
2006-04,145.48024579550142
2006-05,137.1308622444745
2006-06,137.7437738636949
2006-07,139.37980758258166
2006-08,142.7756860024341
2006-09,144.49777577617374
2006-10,148.98878598155494
2006-11,147.74594443475243
2006-12,153.18143896373235
2007-01,156.49662666003684
2007-02,155.19169486404047
2007-03,157.92808312922918
2007-04,160.88450326271422
2007-05,166.02743127349643
2007-06,165.6271780578706
2007-07,161.00619610200758
2007-08,159.14120563109208
2007-09,160.71160319593102
2007-10,164.18605627990732
2007-11,156.50452990750117
2007-12,153.58887408081947
2008-01,137.65406192133128
2008-02,136.17718934901325
2008-03,129.0936873771835
2008-04,138.51774025753377
2008-05,140.12311560648516
2008-06,126.90697060935256
2008-07,124.03841279438348
2008-08,126.12555001037987
2008-09,113.08132123560634
2008-10,99.98700763407177
2008-11,94.5192779274749
2008-12,91.46884836834656
2009-01,89.48034584517578
2009-02,81.02419524088323
2009-03,82.41807683311998
2009-04,93.15335443697765
2009-05,97.52441006824863
2009-06,97.8546409255127
2009-07,105.65151632535537
2009-08,110.05166636497106
2009-09,112.18204343542438
2009-10,109.74785255033423
2009-11,110.01402744536102
2009-12,116.77884213081211
2010-01,115.23198806705102
2010-02,116.55942957037924
2010-03,124.89704703909624
2010-04,124.79997360110482
2010-05,119.67478528040117
2010-06,118.6892877353856
2010-07,122.17449715657764
2010-08,121.34780930975093
2010-09,124.03983324204613
2010-10,126.2372188588746
2010-11,128.29632809808848
2010-12,134.57081911186205
2011-01,134.78738214376665
2011-02,138.2034307028632
2011-03,131.49772753916034
2011-04,133.29923477298266
2011-05,133.5001838984691
2011-06,130.71478429629101
2011-07,129.7864359794535
2011-08,117.83839113658264
2011-09,114.40478453120463
2011-10,120.66046899110542
2011-11,118.95606462204
2011-12,122.18509880237787
2012-01,127.63144371590417
2012-02,132.06426839506324
2012-03,132.0428783757123
2012-04,130.25551440055958
2012-05,123.42269961340028
2012-06,128.6831956067841
2012-07,134.10536177874755
2012-08,134.54416577808237
2012-09,135.72458088430557
2012-10,135.8719363995602
2012-11,138.64175914875327
2012-12,141.14226006843143
2013-01,144.318075776987
2013-02,148.42176787984118
2013-03,152.34981275337555
2013-04,156.11800361703956
2013-05,154.98134249967066
2013-06,149.03237038800611
2013-07,153.58829278840406
2013-08,152.61977971953084
2013-09,159.6586613694832
2013-10,164.31690433759996
2013-11,165.32597746245727
2013-12,165.80262548971427
2014-01,162.59557417974378
2014-02,167.5834349959592
2014-03,166.8656981312711
2014-04,168.26460381411823
2014-05,173.7542328801301
2014-06,174.84014606365972
2014-07,175.40011481388302
2014-08,177.8958009678382
2014-09,178.36278757286655
2014-10,177.22505082954055
2014-11,180.53620481078968
2014-12,179.5536539583817
2015-01,193.4786680135092
2015-02,206.28809456496353
2015-03,212.16764126250038
2015-04,211.65650089633536
2015-05,215.22110408718154
2015-06,205.77289009981502
2015-07,211.82294069527637
2015-08,193.49974685457616
2015-09,184.37400239585645
2015-10,200.87386415184355
2015-11,206.8298132585771
2015-12,198.37982702560817
2016-01,184.75702906106577
2016-02,180.62099258338728
2016-03,183.4263164744964
2016-04,187.78095165611688
2016-05,191.44049760681472
2016-06,185.39734446820242
2016-07,193.52179708317664
2016-08,194.44165552773043
2016-09,195.0700255965331
2016-10,195.89088529524682
2016-11,198.39640619441428
2016-12,206.3573557675576
2017-01,207.2444738291813
2017-02,213.78858302645884
2017-03,218.24644624926242
2017-04,219.81263478826386
2017-05,220.67642278738504
2017-06,217.18622534080214
2017-07,216.1638563811978
2017-08,214.2830833562027
2017-09,220.85920211807098
2017-10,227.53291695087086
2017-11,224.6360573993821
2017-12,226.63558259691024
2018-01,229.41570112258756
2018-02,223.74861359264264
2018-03,217.8935776088568
2018-04,226.8622973610201
2018-05,229.53306731924712
2018-06,226.68024837462914
2018-07,231.76379255144795
2018-08,228.56740087615194
2018-09,230.94806374894742
2018-10,217.90381210028778
2018-11,217.78300188382556
2018-12,205.23519544039996
