Date,EAFE
2019-01,217.90363409463592
2019-02,225.17539301168964
2019-03,229.79388438147961
2019-04,236.70785467497478
2019-05,226.62381783297803
2019-06,234.9141090305539
2019-07,237.22250179553672
2019-08,233.6264848963493
2019-09,242.75713024740688
2019-10,245.7424802128352
2019-11,251.45409549149568
2019-12,255.02354939267644
2020-01,252.91870381932353
2020-02,232.09742998779222
2020-03,201.33973943722418
2020-04,214.72842662177848
2020-05,220.6440864140026
2020-06,225.96300842712094
2020-07,219.62446197485093
2020-08,228.31860798579297
2020-09,226.80483857956528
2020-10,219.20685765351251
2020-11,246.5513359649974
2020-12,252.2475771362375
2021-01,251.3370114217911
2021-02,257.20720978372094
2021-03,271.7404401435255
2021-04,273.28993525724053
2021-05,277.85138127262894
2021-06,283.23795922838235
2021-07,285.3946652538875
2021-08,291.7450982271562
2021-09,288.53354725171937
2021-10,296.0644220858097
2021-11,290.2218497560222
2021-12,301.97032140242607
2022-01,291.5309319397156
2022-02,285.8153100703148
2022-03,290.3798594328232
2022-04,286.4485154295114
2022-05,284.20472136080656
2022-06,264.1969725240367
2022-07,284.37991638166244
2022-08,274.67164274298386
2022-09,255.55938956346426
2022-10,266.9314534562785
2022-11,285.0847219061915
2022-12,275.26199169992844
2023-01,292.40115810744214
2023-02,293.19740069284046
2023-03,293.28740221878303
2023-04,296.77379921517013
2023-05,294.3187752154087
2023-06,300.69012839601265
2023-07,307.1675480761043
