Date,ACWI ex EM LATIN AMERICA
2015-12,2150.320318491937
2016-01,2028.2140021006007
2016-02,2004.8576135870194
2016-03,2050.2535317818447
2016-04,2068.7213402413304
2016-05,2134.4174764591394
2016-06,2122.60083117455
2016-07,2199.260583052364
2016-08,2215.4583024384615
2016-09,2209.5638933421883
2016-10,2222.950087972547
2016-11,2318.8115937538714
2016-12,2382.9263829394317
2017-01,2387.6981611272918
2017-02,2496.2141573577514
2017-03,2510.5808121190753
2017-04,2504.8555317353957
2017-05,2480.858019483643
2017-06,2457.000511289517
2017-07,2441.4675942335753
2017-08,2428.8957086905784
2017-09,2489.9871421068024
2017-10,2581.5414113157594
2017-11,2572.860893996573
2017-12,2594.9462027441796
2018-01,2639.7710967952225
2018-02,2582.780926779481
2018-03,2506.0672066871925
2018-04,2576.2071872092292
2018-05,2675.4849758815976
2018-06,2661.298609402104
2018-07,2733.6125256011414
2018-08,2773.9697359107995
2018-09,2789.3995184074224
2018-10,2641.1778500819155
2018-11,2683.074656361061
2018-12,2468.0410438701156
2019-01,2650.3964107049496
2019-02,2744.8537159395405
2019-03,2820.1452513076542
2019-04,2922.1329489700097
2019-05,2762.8392795980453
2019-06,2880.702993599942
2019-07,2955.127180475986
2019-08,2919.4058227194955
2019-09,3010.8368313665405
2019-10,3021.972902251281
2019-11,3135.2349418679405
2019-12,3185.3328894940773
2020-01,3192.847811531841
2020-02,2962.74540253102
2020-03,2573.6543169899405
2020-04,2855.5434693523803
2020-05,2933.5036816327306
2020-06,2997.552598030357
2020-07,2996.090563464568
2020-08,3147.5122683404434
2020-09,3107.112155010918
2020-10,3051.5140326447895
2020-11,3335.2100623642536
2020-12,3409.6937067908325
2021-01,3420.641155557982
2021-02,3504.8476889591175
2021-03,3715.67270956831
2021-04,3786.548504799299
2021-05,3783.917249710552
2021-06,3952.041014847713
2021-07,3981.534180270453
2021-08,4100.338370471675
2021-09,4006.3463465648374
2021-10,4220.6928066674
2021-11,4235.074261990908
2021-12,4358.930350829768
2022-01,4200.614037180779
2022-02,4081.427079048417
2022-03,4205.209291588576
2022-04,4082.4453499758756
2022-05,4021.927862008209
2022-06,3777.3822760697303
2022-07,4144.39798362824
2022-08,4045.3694263285297
2022-09,3752.3495287895107
2022-10,3942.406801039383
2022-11,4080.6783588704157
2022-12,3782.035165913328
2023-01,3981.9921811872596
2023-02,3962.396020956862
2023-03,3987.8322130054244
2023-04,3980.385749789445
2023-05,4077.654802524749
2023-06,4213.630626613944
2023-07,4321.516013859051
