Date,WORLD
1998-12,100.0
1999-01,105.64801962739745
1999-02,106.37259685896073
1999-03,112.64854607953235
1999-04,119.46926088010409
1999-05,116.75404258153962
1999-06,123.5576517557777
1999-07,118.68198158082446
1999-08,120.02495367423583
1999-09,117.87388502096218
1999-10,125.62449776025832
1999-11,134.8048851424859
1999-12,146.36084054934489
2000-01,141.34684105276835
2000-02,144.00729364089926
2000-03,154.88417096985967
2000-04,155.74764935105688
2000-05,149.14279388022044
2000-06,149.13694186336187
2000-07,149.9177432328088
2000-08,161.3128838789125
2000-09,153.8587097128341
2000-10,157.4812793428164
2000-11,144.00957127683213
2000-12,135.66760743658767
2001-01,139.60348972628725
2001-02,129.2281101653438
2001-03,125.57982350943303
2001-04,134.44904656953477
2001-05,138.7948910304791
2001-06,134.593494935147
2001-07,128.48408961752463
2001-08,117.8011204507665
2001-09,107.12810547844704
2001-10,110.3858170638428
2001-11,117.59799366865354
2001-12,118.98316011184042
2002-01,119.31963080216265
2002-02,117.7095834497108
2002-03,121.8522392357538
2002-04,113.96148479205546
2002-05,110.10104277529292
2002-06,97.81600882243485
2002-07,90.22025375789909
2002-08,90.34667192101597
2002-09,79.78524619897905
2002-10,85.48681270970052
2002-11,89.67992378881301
2002-12,80.87933298645076
2003-01,76.6542088540192
2003-02,75.01216603903467
2003-03,73.84646722192784
2003-04,78.60417970398898
2003-05,78.83060470954682
2003-06,82.12614487098398
2003-07,85.48149625871169
2003-08,89.51686793193826
2003-09,84.9015250422392
2003-10,90.08984106465046
2003-11,88.68972722928521
2003-12,89.56590499507017
2004-01,92.39854992055196
2004-02,93.93065796745303
2004-03,94.33997250371809
2004-04,94.73193405769587
2004-05,93.84148043432717
2004-06,96.12216840663478
2004-07,93.96461782752121
2004-08,93.49623018648795
2004-09,93.21696611404741
2004-10,93.24204668288819
2004-11,93.93115131592248
2004-12,95.3501462179765
2005-01,97.18594521947047
2005-02,98.46679037707563
2005-03,98.61334014983255
2005-04,97.11471741578569
2005-05,103.33893455901737
2005-06,106.30806193713708
2005-07,109.65927404598376
2005-08,109.12005697596972
2005-09,114.20144431950197
2005-10,112.16576989481696
2005-11,117.75132378345684
2005-12,120.2988363656105
2006-01,122.07421228678136
2006-02,124.14682304140031
2006-03,124.99996004286383
2006-04,123.73383273295907
2006-05,117.19980272076216
2006-06,117.69688733236374
2006-07,118.66344348994386
2006-08,121.37268774254684
2006-09,124.1094095662967
2006-10,127.69682017567162
2006-11,125.96811856973325
2006-12,129.20173888458075
2007-01,132.65854779715954
2007-02,129.8202880181423
2007-03,131.18373158995104
2007-04,133.59842244863083
2007-05,139.2897486466389
2007-06,137.7138922542195
2007-07,132.86372884128292
2007-08,133.30829273251945
2007-09,133.86415963182827
2007-10,135.62399498962796
2007-11,128.2103830639933
2007-12,127.0583610457111
2008-01,115.87839799313679
2008-02,112.3618513157101
2008-03,106.61799732905445
2008-04,114.21463404354999
2008-05,116.1689102162583
2008-06,105.44474842366391
2008-07,103.87703558885875
2008-08,108.53940965296844
2008-09,100.23244849150774
2008-10,89.97855440930134
2008-11,84.0979874750314
2008-12,79.23143782838221
2009-01,78.41369176538693
2009-02,71.02189344164157
2009-03,73.06118514261718
2009-04,81.41658160590936
2009-05,83.12561282583262
2009-06,83.50573714641119
2009-07,89.61370464152552
2009-08,92.18581398327167
2009-09,94.11244113086083
2009-10,91.57661272484718
2009-11,93.67433534811221
2009-12,99.78283770407236
2010-01,98.74193394964037
2010-02,101.98656223373438
2010-03,109.23109311318026
2010-04,111.17313331434059
2010-05,108.92937849534498
2010-06,105.37924704391467
2010-07,107.11074531840345
2010-08,105.695742672352
2010-09,107.57404542382513
2010-10,109.60094683752865
2010-11,114.49627535276895
2010-12,119.2681478040864
2011-01,119.3427962929323
2011-02,122.60912632691728
2011-03,118.15774558369955
2011-04,117.82219964258307
2011-05,119.06977067215838
2011-06,116.19602448029727
2011-07,115.10932956268539
2011-08,106.79097074435165
2011-09,104.70113266015433
2011-10,111.13280529968021
2011-11,112.33773669378017
2011-12,116.42678122721402
2012-01,121.25132853967138
2012-02,124.45057360657964
2012-03,126.6184925610193
2012-04,125.95143644076614
2012-05,123.1853620969015
2012-06,126.13664314563499
2012-07,131.64835425286557
2012-08,131.88563436144324
2012-09,132.77035778069634
2012-10,130.92670644420838
2012-11,132.11383530156618
2012-12,132.78115627634511
2013-01,135.53564880887143
2013-02,140.95677403966278
2013-03,146.8704225989265
2013-04,147.55413234738987
2013-05,150.16113350044174
2013-06,146.0272915188042
2013-07,150.47368001182923
2013-08,148.30395625431294
2013-09,151.68897836860978
2013-10,156.94833817469586
2013-11,159.49704624300014
2013-12,160.93349621134797
2014-01,158.35135785704247
2014-02,162.35383243187783
2014-03,162.93091227301375
2014-04,163.61512257563115
2014-05,169.5240098456791
2014-06,171.97691498165162
2014-07,173.17217371688264
2014-08,179.78289100962553
2014-09,182.37303641117725
2014-10,185.0691079198614
2014-11,189.7244911483996
2014-12,192.31116451745663
