Date,EASEA INDEX (EAFE ex JAPAN)
2005-11,128.4339023192005
2005-12,132.69021094402527
2006-01,137.29544351486135
2006-02,139.82243656182015
2006-03,142.65655050119761
2006-04,144.46934276612572
2006-05,137.293988017604
2006-06,138.40625173728387
2006-07,140.74508885109014
2006-08,144.73519012506083
2006-09,147.31589561153987
2006-10,152.86711079491442
2006-11,152.60313184830252
2006-12,158.5121711194205
2007-01,161.8633566934415
2007-02,159.01580121353953
2007-03,163.6868893060248
2007-04,169.71649475521886
2007-05,175.1944152187235
2007-06,174.97023458900821
2007-07,169.48135468936349
2007-08,168.15883934696564
2007-09,171.1454142378472
2007-10,176.74320935978162
2007-11,167.8396828074134
2007-12,165.44417164169656
2008-01,146.38449789425107
2008-02,145.09481156459742
2008-03,138.63690810329845
2008-04,148.10173482416897
2008-05,149.2218439138817
2008-06,134.61315345971383
2008-07,131.64343527518503
2008-08,133.82966347091246
2008-09,118.75393394889062
2008-10,102.98421584136744
2008-11,96.02800802091845
2008-12,92.31837605321023
2009-01,89.28712322696741
2009-02,81.52659032601503
2009-03,84.05404772268619
2009-04,95.86945239353835
2009-05,100.79623866604472
2009-06,100.41082673366047
2009-07,109.94171996779572
2009-08,115.01078642894716
2009-09,119.08079254400963
2009-10,116.89947919086832
2009-11,118.12079280635892
2009-12,125.60555609979842
2010-01,121.81536886517655
2010-02,122.58264483951419
2010-03,131.80122071815762
2010-04,131.05515177621862
2010-05,124.23658310616538
2010-06,123.5994040392305
2010-07,129.31347352213047
2010-08,128.12674798405533
2010-09,132.7583672071675
2010-10,135.65855224530756
2010-11,135.2427315767378
2010-12,142.03626336438316
2011-01,143.1451727427865
2011-02,146.2751692909643
2011-03,141.96789697785184
2011-04,145.85553052724526
2011-05,145.60180421799154
2011-06,141.6142580531862
2011-07,138.7703426456267
2011-08,125.66437561234808
2011-09,119.11909059359928
2011-10,129.03853551342743
2011-11,127.0616949186037
2011-12,129.88070165885435
2012-01,135.95811390471695
2012-02,140.9313358864664
2012-03,140.2133300248038
2012-04,138.79763254507395
2012-05,130.47366931655898
2012-06,136.70877950969225
2012-07,143.85036342989355
2012-08,145.6004018627874
2012-09,147.10611743137017
2012-10,148.25743544811738
2012-11,151.29577558521353
2012-12,153.25950570475507
2013-01,157.30438843037686
2013-02,160.32346882897716
2013-03,162.84772482020674
2013-04,165.34999740532714
2013-05,165.70318468648605
2013-06,156.96247750800796
2013-07,163.85993545715397
2013-08,163.2055840523929
2013-09,170.31192967312455
2013-10,176.85462652031913
2013-11,177.60060393772534
2013-12,178.4413082310117
2014-01,174.90791053544064
2014-02,183.03920393805294
2014-03,182.55307304687418
2014-04,185.8809556599804
2014-05,190.8687650510954
2014-06,190.1070605578995
2014-07,189.4596065572918
2014-08,193.17605395221491
2014-09,192.0645640146638
2014-10,190.76201553426998
2014-11,194.86523046338488
2014-12,192.73379552144115
2015-01,206.6534986430203
2015-02,220.28356303250283
2015-03,224.6227574852264
2015-04,224.41792707497987
2015-05,227.00279391374528
2015-06,216.30682573979897
2015-07,223.70637430538278
2015-08,203.36284495667152
2015-09,194.81486159757574
2015-10,210.94884860964177
2015-11,216.83942395450967
2015-12,206.92410069378286
2016-01,193.3459437836725
2016-02,189.54135775484818
2016-03,193.43103838463279
2016-04,197.0413639982019
2016-05,200.95853015933181
2016-06,194.07459914966168
2016-07,201.75259401717057
2016-08,202.51341869970972
2016-09,202.92759620068247
2016-10,201.57910047117315
2016-11,204.44530157679262
2016-12,214.30206123640187
2017-01,214.67770368858956
2017-02,221.67491312963082
2017-03,228.4827342995913
2017-04,231.1479271696537
2017-05,232.5006602276734
2017-06,227.97235603303207
2017-07,227.48006021561562
2017-08,225.5115945514623
2017-09,232.79339824874637
2017-10,237.6348037695222
2017-11,233.20160478943598
2017-12,235.95010906241365
2018-01,239.15721708501874
2018-02,230.93261192353384
2018-03,225.12385924834663
2018-04,235.59739427372378
2018-05,237.37498230640003
2018-06,235.4166135062951
2018-07,242.228530084393
2018-08,237.27147080180885
2018-09,238.10313521488828
2018-10,225.05420127854433
2018-11,224.54449931657507
2018-12,212.9430479798532
2019-01,226.41795533277667
2019-02,235.9041262201137
2019-03,240.78287766268716
2019-04,249.11090953808142
2019-05,237.83773440711389
2019-06,248.16145631085703
2019-07,249.491317582864
2019-08,244.45244843921557
2019-09,253.06002739755667
2019-10,255.1585121675853
2019-11,261.57416145887413
2019-12,266.2768002075814
2020-01,263.440736164886
2020-02,241.84313369344375
2020-03,204.85859903397287
2020-04,219.26757531056043
2020-05,224.11890636316727
2020-06,232.22517213863077
2020-07,228.6542933001232
2020-08,235.89924564637369
2020-09,231.4654834384105
2020-10,221.76764506472318
2020-11,251.7740778317064
2020-12,258.03015449125684
2021-01,257.0419509319114
2021-02,263.68511413385676
2021-03,279.7147670860996
2021-04,285.40060010540816
2021-05,291.67592322729865
2021-06,296.58038923844794
2021-07,300.6439939925426
2021-08,306.1765325137812
2021-09,297.5493746624222
2021-10,310.85682589984015
2021-11,302.6416300616796
2021-12,317.8185882682612
2022-01,307.055598085212
2022-02,300.457913459249
2022-03,306.28480000742246
2022-04,304.3029139115033
2022-05,301.1839501238107
2022-06,278.78113947574053
2022-07,299.4931034272233
2022-08,287.3368599227288
2022-09,268.21388311815275
2022-10,282.0230969763897
2022-11,302.4219429032202
2022-12,291.8504064250908
2023-01,311.53993737207134
2023-02,313.9267788131139
2023-03,312.8022197521707
2023-04,318.5970376033927
2023-05,310.5749078480967
2023-06,317.69984011828427
2023-07,324.740951837537
