Date,EASEA INDEX (EAFE ex JAPAN)
1998-12,100.0
1999-01,102.82604949584386
1999-02,103.7871989465057
1999-03,107.20392444268894
1999-04,113.79030661094446
1999-05,109.66583420025117
1999-06,113.38030989502194
1999-07,110.08625818809112
1999-08,112.36042067375811
1999-09,110.48322795459772
1999-10,115.89419736173657
1999-11,124.78563357640952
1999-12,137.96598009709416
2000-01,131.28621139450306
2000-02,139.75976853869264
2000-03,143.83714152307746
2000-04,144.4073595317047
2000-05,139.81066045994442
2000-06,139.1394778686805
2000-07,141.7672603193003
2000-08,146.30627050077797
2000-09,140.26896956931935
2000-10,144.3756009873857
2000-11,135.50051252938488
2000-12,134.13176148372258
2001-01,135.79456238042937
2001-02,125.84447965904593
2001-03,120.72550117841486
2001-04,128.8024518768244
2001-05,128.57017803631973
2001-06,124.25376476934987
2001-07,120.21319622333901
2001-08,112.8489153712868
2001-09,100.88883802289983
2001-10,105.47168039559043
2001-11,110.81512084894933
2001-12,114.3628242370318
2002-01,112.74527131038732
2002-02,112.05499397173469
2002-03,117.02572325847528
2002-04,112.55630557023873
2002-05,108.46622240794746
2002-06,98.88105897451774
2002-07,88.95988064824441
2002-08,88.94890976655876
2002-09,77.19417014432511
2002-10,84.1643269116281
2002-11,87.70118259946443
2002-12,80.16298664746928
2003-01,75.0670407114414
2003-02,72.47162465509646
2003-03,70.69380008946413
2003-04,77.88044347206358
2003-05,78.59077093526963
2003-06,81.47230889129158
2003-07,84.78576922586765
2003-08,87.16003141818165
2003-09,84.02468903648398
2003-10,89.8368503974467
2003-11,90.42257900082383
2003-12,92.85232005175679
2004-01,95.50784395564747
2004-02,98.37529355360826
2004-03,96.63370276787875
2004-04,97.79277681493038
2004-05,97.4253899506257
2004-06,98.98290644451997
2004-07,97.62718942882415
2004-08,97.05809942259391
2004-09,98.90731132771347
2004-10,100.08642406462359
2004-11,102.88855280220073
2004-12,104.80760259663533
2005-01,107.43100927624639
2005-02,110.73002251727718
2005-03,110.11032932147056
2005-04,108.31184395253301
2005-05,113.59340076868874
2005-06,117.859519784571
2005-07,121.74936161160312
2005-08,121.8282427348393
2005-09,127.69952585276211
2005-10,124.10198352967134
