Date,EU
2000-12,100.0
2001-01,101.21109905790509
2001-02,93.11447280933125
2001-03,89.86266288053433
2001-04,96.41644500335224
2001-05,95.49269811020149
2001-06,92.03221645294546
2001-07,89.36497537677437
2001-08,83.62961994251523
2001-09,74.56723762751653
2001-10,78.08988233285622
2001-11,81.8818868514362
2001-12,84.4891134729452
2002-01,82.84415975841868
2002-02,82.14478118408424
2002-03,85.75117266588958
2002-04,82.0365255476931
2002-05,78.4664325748724
2002-06,71.69510073827765
2002-07,64.26167455770344
2002-08,64.24840846389328
2002-09,54.83731836046849
2002-10,60.50321368805877
2002-11,63.36250488979955
2002-12,57.79895295834996
2003-01,53.73636153760817
2003-02,51.94502096493449
2003-03,50.47434406041278
2003-04,56.13682414578448
2003-05,56.728644550183574
2003-06,58.74062703368345
2003-07,60.995095868349516
2003-08,62.458718651748114
2003-09,59.93373435635363
2003-10,64.35604353087975
2003-11,64.98912711687524
2003-12,66.8577309720737
2004-01,68.56389669282396
2004-02,70.71717743844897
2004-03,69.20742102221885
2004-04,70.19810735815982
2004-05,70.07581785441768
2004-06,71.37596984715316
2004-07,70.20633072650176
2004-08,69.69538550090019
2004-09,71.02177420183162
2004-10,72.00814690399552
2004-11,73.95777155557768
2004-12,75.4082624503978
2005-01,77.29007789029124
2005-02,79.69650775522409
2005-03,79.29744763399073
2005-04,77.59792198614686
2005-05,81.41861687778264
2005-06,84.35535890937696
2005-07,86.9947411191686
2005-08,87.25421644442402
2005-09,91.13429413319554
2005-10,88.36483632520691
2005-11,91.12867019802279
2005-12,94.42673315486114
2006-01,97.74901397589754
2006-02,99.80107586302675
2006-03,102.16980012313591
2006-04,103.06071860770335
2006-05,98.26891620179333
2006-06,99.13647126787944
2006-07,100.74421564447626
2006-08,103.65107861430097
2006-09,105.65486214281125
2006-10,109.54305421584904
2006-11,109.2479265429278
2006-12,113.48734458238985
2007-01,115.60877006492275
2007-02,113.51561338667699
2007-03,116.89747106459019
2007-04,121.33879807375486
2007-05,125.60741652230598
2007-06,125.44014573337058
2007-07,121.07739955148877
2007-08,120.16994803257792
2007-09,121.05426319257727
2007-10,124.96200187519707
2007-11,118.81803603610426
2007-12,117.43731212625106
2008-01,103.44631587199436
2008-02,102.27625952527835
2008-03,98.34838041644446
2008-04,104.9338008416528
2008-05,105.61060486985936
2008-06,94.71698406815143
2008-07,92.91201935906167
2008-08,94.36463704691013
2008-09,83.6512789453678
2008-10,71.86595907939349
2008-11,67.17220154833686
2008-12,64.23437110117216
2009-01,61.877327571147006
2009-02,56.08757955640692
2009-03,57.31395919426332
2009-04,66.05474850860467
2009-05,69.47755028712892
2009-06,68.74555869646446
2009-07,75.19306600134955
2009-08,78.9864423258169
2009-09,81.15868667724055
2009-10,79.28739832063432
2009-11,80.31005501151509
2009-12,85.2123826057436
2010-01,82.54675458311735
2010-02,81.9663632449085
2010-03,88.17413913585901
2010-04,87.5804456115538
2010-05,83.18563342933119
2010-06,82.08832011779924
2010-07,86.92866795900878
2010-08,85.10035245149838
2010-09,88.56533554351951
2010-10,91.00649993240025
2010-11,89.22766995145254
2010-12,93.66949080027878
2011-01,95.92125670337549
2011-02,98.20750045511002
2011-03,94.94855271564312
2011-04,97.96076084340507
2011-05,97.01219449451071
2011-06,94.72370506547703
2011-07,91.85361850529004
2011-08,81.9474310018684
2011-09,78.27063937507995
2011-10,84.77422309957004
2011-11,83.97483331001816
2011-12,85.25403747986043
2012-01,88.9011118172125
2012-02,92.51651407897849
2012-03,92.04741670263184
2012-04,90.34345600493174
2012-05,84.57825928370075
2012-06,89.22210680812128
2012-07,92.74994736809043
2012-08,94.90182192915951
2012-09,95.75799777973468
2012-10,96.29577794417492
2012-11,98.25862901028458
2012-12,99.9571776686556
2013-01,102.23342042786591
2013-02,102.61266406883553
2013-03,103.90697159551692
2013-04,105.57530589468504
2013-05,108.14135410227638
2013-06,102.13183393417584
2013-07,107.90895476199468
2013-08,107.32665194576524
2013-09,112.17964121834528
2013-10,116.78377834836436
2013-11,118.14397250067215
2013-12,119.47872418285006
2014-01,117.04212779361043
2014-02,122.75227125725654
2014-03,121.5246491522749
2014-04,123.8768646876023
2014-05,126.8879740340968
2014-06,126.39591178109298
2014-07,124.4311159743176
2014-08,126.56737821009071
2014-09,126.8462022465469
2014-10,124.18881499681304
2014-11,128.166681215854
2014-12,126.34845800108963
2015-01,135.14540012018495
2015-02,144.86918065893786
2015-03,146.79316606104942
2015-04,146.88239892231107
2015-05,148.41277647901643
2015-06,141.81372816929132
2015-07,147.1884746494152
2015-08,134.7662852298318
2015-09,128.93130021979678
2015-10,140.1254476131659
2015-11,144.07316595114568
2015-12,135.73566190014893
2016-01,127.45192414688722
2016-02,124.66458995166248
2016-03,126.90880248812921
2016-04,129.12903332220958
2016-05,131.9440025837873
2016-06,125.42485978898237
2016-07,130.2650243092517
2016-08,131.35538097183064
2016-09,131.23843493679212
2016-10,130.71513353955586
2016-11,132.1338076714363
2016-12,140.1230801673858
2017-01,139.15633020195347
2017-02,143.2408900948411
2017-03,148.41507140681333
2017-04,151.10812558215252
2017-05,153.25984108577873
2017-06,149.30731377174013
2017-07,149.1270291052202
2017-08,148.24332247831632
2017-09,154.09961435553504
2017-10,157.6456018662137
2017-11,153.95645131528883
2017-12,155.26721899964903
2018-01,158.06420386701762
2018-02,151.91883619345242
2018-03,148.9453670666671
2018-04,156.4872898716455
2018-05,156.41900376137883
2018-06,154.94775102380143
2018-07,159.20078945236466
2018-08,154.82469215721625
2018-09,155.53384413598891
2018-10,146.36936511981375
2018-11,145.05254375647715
2018-12,137.3254324309755
2019-01,145.8973070808686
2019-02,151.67206959119687
2019-03,154.35820496144984
2019-04,160.6984734550125
2019-05,151.43730486838902
2019-06,158.06333360729747
2019-07,158.19154692692464
2019-08,155.05078700771244
2019-09,161.41837361916197
2019-10,163.3256179651637
2019-11,167.78991173696014
2019-12,171.06275681667827
2020-01,167.91477186967498
2020-02,154.9517494168856
2020-03,129.65037521461787
2020-04,138.4430171512709
2020-05,145.21729538893902
2020-06,151.58938770913977
2020-07,150.64639603408884
2020-08,155.9292616318044
2020-09,153.85430209303706
2020-10,145.711705045354
2020-11,169.24321739110044
2020-12,172.78809888873087
2021-01,170.97060576613708
2021-02,176.4877667830034
2021-03,188.1736216418067
2021-04,192.44514040274998
2021-05,197.3762796601307
2021-06,199.81633996827532
2021-07,203.55022955353655
2021-08,208.29459210243414
2021-09,201.1790993865655
2021-10,210.0512819822252
2021-11,203.01127785709767
2021-12,213.09479023019014
2022-01,203.8099964477608
2022-02,193.1494404795599
2022-03,193.39778706182972
2022-04,189.90885759828538
2022-05,189.61167271237156
2022-06,172.4459750163011
2022-07,186.4488381319072
2022-08,176.146711811174
2022-09,164.46426582743874
2022-10,177.38157309817097
2022-11,191.87226355072747
2022-12,185.97683744028123
2023-01,201.78507333251872
2023-02,206.1569362466375
2023-03,207.4870409752928
2023-04,211.05748737160775
2023-05,205.82441008751775
2023-06,212.7356879579935
2023-07,216.36348455955934
