Date,EFM EMEA
2011-10,802.8068030237
2011-11,816.9090608461242
2011-12,798.3469171484134
2012-01,875.093441987043
2012-02,919.4579171582976
2012-03,892.5237087032764
2012-04,887.9837354858696
2012-05,823.654940412945
2012-06,861.5858616086973
2012-07,908.6376790530469
2012-08,898.8689590887906
2012-09,920.537146553746
2012-10,901.9584859260136
2012-11,897.6760789542773
2012-12,947.9599433754543
2013-01,925.630126537942
2013-02,932.606720125298
2013-03,935.9514957786591
2013-04,912.9369306930222
2013-05,909.1307366391977
2013-06,860.5008763890037
2013-07,866.9942543556264
2013-08,855.3146638655294
2013-09,899.1827921220855
2013-10,936.9126327256782
2013-11,906.9308231844599
2013-12,892.2902267641194
2014-01,841.870999560779
2014-02,860.8601056925967
2014-03,889.188174201355
2014-04,880.6584988176241
2014-05,944.1661032146444
2014-06,946.5587641305877
2014-07,952.1526089362826
2014-08,971.072314381121
2014-09,953.3338146378588
2014-10,967.9593470409143
2014-11,951.7672507047396
2014-12,888.36144761261
2015-01,949.1042934088035
2015-02,998.4929583115057
2015-03,1013.4689615760325
2015-04,1049.5513560579193
2015-05,1007.0177718902471
2015-06,993.9920261138927
2015-07,955.8045281675527
2015-08,875.508933761492
2015-09,839.549193590376
2015-10,888.2424639691677
2015-11,874.4413414029927
2015-12,794.9819239799501
2016-01,760.8344492346977
2016-02,773.6584819341094
2016-03,844.5271758761388
2016-04,870.8813863963913
2016-05,831.5810414146847
2016-06,853.1298357591305
2016-07,890.6293568039526
2016-08,871.7403524843371
2016-09,888.7287053060104
2016-10,910.0007802570886
2016-11,898.0749941913916
2016-12,965.0443451575863
2017-01,964.8320196301975
2017-02,981.151164713048
2017-03,979.6934344269198
2017-04,1000.5872296539518
2017-05,974.7609992831294
2017-06,942.372677491608
2017-07,965.2115501452312
2017-08,996.9528366404496
2017-09,966.3899359142778
2017-10,988.40694266035
2017-11,995.9777366201287
2017-12,1052.4601052781284
2018-01,1076.7429299876287
2018-02,1081.7254301170733
2018-03,1024.6911288266197
2018-04,1018.9508937022574
2018-05,994.8674322395432
2018-06,975.0211769472276
2018-07,1017.4733759968886
2018-08,949.5188512680604
2018-09,965.1539942489061
2018-10,926.0948386678388
2018-11,965.5495925485149
2018-12,941.2005514896472
2019-01,1030.3880841141001
2019-02,1007.5967624187768
2019-03,1013.0996362025871
2019-04,1064.6259218689374
2019-05,1036.2197126133854
2019-06,1070.3979781290222
2019-07,1090.8860687848464
2019-08,1027.817707836112
2019-09,1044.9226932620236
2019-10,1047.9930944225089
2019-11,1061.3453529999038
2019-12,1115.1797598882779
2020-01,1081.1509893554369
2020-02,966.5336519102302
2020-03,762.5219121549083
2020-04,842.4610530891722
2020-05,861.3635248343871
2020-06,881.4873351165671
2020-07,860.5739887285475
2020-08,867.346418264243
2020-09,864.2271509497317
2020-10,837.2790007470031
2020-11,921.1605766279538
2020-12,958.0904577291486
2021-01,975.8564016973967
2021-02,993.1001938781455
2021-03,1073.669734872223
2021-04,1074.466533012762
2021-05,1118.5268390781664
2021-06,1145.5503785208875
2021-07,1147.4061920806253
2021-08,1191.6544055709278
2021-09,1222.0854322234825
2021-10,1256.821727319002
2021-11,1202.2920915550812
2021-12,1217.035542373983
2022-01,1261.9148579940536
2022-02,1133.8323111659329
2022-03,1078.205272511249
2022-04,1102.013024278831
2022-05,1039.0359868711962
2022-06,956.4294641109752
2022-07,1014.8663275650629
2022-08,1021.4939181271423
2022-09,966.6262136966113
2022-10,997.4747885208506
2022-11,1002.4506749045746
2022-12,938.8221593245817
2023-01,943.8505892154549
2023-02,928.3619258569275
2023-03,914.542589733532
2023-04,934.7566780430651
2023-05,913.0719000456626
2023-06,935.1456578968549
2023-07,989.1641175315424
