Date,NORTH AMERICA
2019-08,329.7920077811204
2019-09,339.0015969930749
2019-10,337.95395833877745
2019-11,354.36887506628284
2019-12,358.07470665835456
2020-01,363.16723642227265
2020-02,336.4702197694903
2020-03,292.4486372914597
2020-04,331.2871971881479
2020-05,342.6742791982755
2020-06,347.18807839374796
2020-07,349.2287320408521
2020-08,370.7155457113026
2020-09,363.649468757815
2020-10,356.33608077676155
2020-11,387.30270937584834
2020-12,394.0107046188948
2021-01,392.99851087290875
2021-02,403.9918403128842
2021-03,432.9967707320034
2021-04,445.44025225007556
2021-05,441.5119972371622
2021-06,467.09604787912383
2021-07,477.50442910406747
2021-08,493.03165854734203
2021-09,478.79668793618777
2021-10,512.9630828208594
2021-11,520.9293388323265
2021-12,535.9991421518685
2022-01,514.0150390652208
2022-02,498.5292893441779
2022-03,521.1984634765836
2022-04,500.2343763660877
2022-05,491.71666386002386
2022-06,461.40931570103623
2022-07,516.011605787205
2022-08,502.4716242265187
2022-09,467.9286898900856
2022-10,500.17325599118305
2022-11,506.09297934754846
2022-12,459.59342851508603
2023-01,481.7503210022568
2023-02,480.8645354530466
2023-03,485.04604374548717
2023-04,483.64548017409834
2023-05,502.39633323610684
2023-06,523.4511947372633
2023-07,535.6091469395053
