Date,EM EUROPE & MIDDLE EAST
2000-12,100.0
2001-01,104.31338201460139
2001-02,89.2693320506897
2001-03,82.95519309838781
2001-04,93.46658541624838
2001-05,94.49108735849028
2001-06,91.43097479439113
2001-07,82.930521418531
2001-08,76.34170328469997
2001-09,63.250718635867216
2001-10,72.55593430502772
2001-11,81.32088328945348
2001-12,88.24757452678826
2002-01,94.9633447034767
2002-02,84.79757184593439
2002-03,90.1127299990641
2002-04,86.68881710166133
2002-05,83.61782802240455
2002-06,71.64195475077022
2002-07,69.21343524832409
2002-08,70.77875800974603
2002-09,66.98377130080743
2002-10,71.6939788226376
2002-11,77.94885811495932
2002-12,68.82989007809812
2003-01,65.83705706881857
2003-02,68.36891103916224
2003-03,65.36277460815089
2003-04,75.37578658231598
2003-05,79.6394630689156
2003-06,84.78016690631554
2003-07,83.7607336886658
2003-08,94.00333240794023
2003-09,91.55072820688959
2003-10,92.64468467203737
2003-11,92.27427334805174
2003-12,94.92803077001575
2004-01,100.81242926245301
2004-02,107.8131771342612
2004-03,115.81764105378225
2004-04,108.44289374281956
2004-05,104.21199513839159
2004-06,108.06195234780715
2004-07,103.61271215692484
2004-08,105.13197347777292
2004-09,108.46302766121089
2004-10,111.17386841235025
2004-11,110.71098331187937
2004-12,115.40066062216133
2005-01,121.96699707101185
2005-02,133.10573526316037
2005-03,125.71446285492011
2005-04,122.33658857873378
2005-05,131.91488354190983
2005-06,137.76169502170725
2005-07,149.71443204361984
2005-08,159.20830863652597
2005-09,178.7105547982375
2005-10,169.70642525440576
2005-11,185.7323839259121
2005-12,192.22810997444904
2006-01,207.29872163270002
2006-02,217.63874929449702
2006-03,209.79648077362913
2006-04,219.7321666263905
2006-05,189.89060669474736
2006-06,187.9696870853989
2006-07,197.73636812359825
2006-08,202.11600894983275
2006-09,194.88806375628056
2006-10,202.7354740609541
2006-11,210.1707935298819
2006-12,217.19130156539768
2007-01,216.51554374236463
2007-02,209.97533113502308
2007-03,219.02959708059302
2007-04,218.04463439855735
2007-05,216.08133622893536
2007-06,228.91232316409963
2007-07,235.4031870400259
2007-08,226.83340517340142
2007-09,236.60224579241537
2007-10,254.1053499370722
2007-11,247.57029955134573
2007-12,257.0145396766207
2008-01,216.65983391695568
2008-02,224.02215444001894
2008-03,208.3402527710154
2008-04,220.53824146351303
2008-05,244.88667308247457
2008-06,225.61606754023293
2008-07,211.3328519056878
2008-08,198.10623091346184
2008-09,169.2045043582207
2008-10,127.46319293915931
2008-11,109.93528331460102
2008-12,99.38812379346881
2009-01,95.24883055047164
2009-02,93.15617972426948
2009-03,100.33913449141507
2009-04,118.82179998954997
2009-05,134.3800495388654
2009-06,127.2717397590688
2009-07,142.02307284423338
2009-08,144.00221539162948
2009-09,152.2913392185358
2009-10,155.10599083328427
2009-11,156.62995883122184
2009-12,171.12626715368935
2010-01,179.28298573019273
2010-02,174.4778105790986
2010-03,193.9970301674109
2010-04,195.20161892503984
2010-05,188.91989656100583
2010-06,181.4369502866604
2010-07,193.4507894018313
2010-08,191.4892443226198
2010-09,195.4227393915019
2010-10,201.19209765197732
2010-11,205.05583927796056
2010-12,215.7736066646995
2011-01,215.33864847226428
2011-02,222.12827242904325
2011-03,227.96972908381653
2011-04,226.6342865996924
2011-05,218.03652771184403
2011-06,215.5537460705569
2011-07,217.30809050222018
2011-08,187.91354676322985
2011-09,163.9828637805226
2011-10,180.45987466439917
2011-11,181.8822752699557
2011-12,170.24055110325529
2012-01,194.43440181155796
2012-02,206.11532557448152
2012-03,198.04071624327398
2012-04,193.69510235097746
2012-05,170.2561865832374
2012-06,185.6413390788324
2012-07,195.22718864563134
2012-08,195.55475019042925
2012-09,200.67608014664083
2012-10,198.25504330768965
2012-11,198.46217288010058
2012-12,208.31732350357007
2013-01,209.8045416965425
2013-02,207.96085137986816
2013-03,208.22874040220918
2013-04,201.6552654633245
2013-05,201.5734954334685
2013-06,187.01983837037406
2013-07,187.50116010610125
2013-08,184.44725527091177
2013-09,196.90253147142636
2013-10,205.75094755859175
2013-11,197.89480784669033
2013-12,190.3896712555789
2014-01,176.8282507557326
2014-02,176.1877138559564
2014-03,177.9311550817462
2014-04,171.76835538782663
2014-05,189.00337723997836
2014-06,187.32254575500622
2014-07,183.3937273588886
2014-08,184.6303612497362
2014-09,183.42909865212474
2014-10,181.38709247857548
2014-11,175.81242351982888
2014-12,154.36120745677007
2015-01,159.19231970583556
2015-02,174.75781575906944
2015-03,175.41346102507634
2015-04,187.53171423300196
2015-05,182.2811628389453
2015-06,176.53167252552026
2015-07,171.15439507150123
2015-08,157.0220478292068
2015-09,151.52634739187528
2015-10,159.34798115727804
2015-11,157.5490370482917
2015-12,145.91598865757774
2016-01,140.22008837629767
2016-02,144.04821821396024
2016-03,156.57376973040454
2016-04,160.90682776913306
2016-05,154.22266653798206
2016-06,154.80281857517517
2016-07,157.4618326242897
2016-08,160.9590182595236
2016-09,160.47951612796317
2016-10,165.14176707098252
2016-11,168.059455828072
2016-12,183.62884982104433
2017-01,182.12521316825328
2017-02,182.70686529641122
2017-03,183.8290149211903
2017-04,186.90448727983744
2017-05,178.45204562979512
2017-06,174.17056483615465
2017-07,177.2234435498179
2017-08,184.24524433992923
2017-09,182.06154656596084
2017-10,184.57102613498432
2017-11,178.5153147031231
2017-12,186.87368998619934
2018-01,196.88097175615965
2018-02,194.86974621354116
2018-03,185.7690809303273
2018-04,182.48411581581001
2018-05,179.73403707562576
2018-06,178.45982723298783
2018-07,186.3524330136418
2018-08,176.31075120246513
2018-09,185.60272761084119
2018-10,183.41871140275126
2018-11,186.514343322378
2018-12,180.71054531950352
2019-01,197.44245897556502
2019-02,194.81293843623945
2019-03,195.3704558042918
2019-04,201.537937414476
2019-05,201.24054189707917
2019-06,207.8176495270603
2019-07,214.14078513059926
2019-08,202.53009140908395
2019-09,208.12640849680426
2019-10,208.61737792480113
2019-11,210.8581470227514
2019-12,219.30236659269008
2020-01,215.42017908604046
2020-02,191.83406681939886
2020-03,154.78513473775726
2020-04,170.61272672306762
2020-05,175.82280711005242
2020-06,175.35813938943846
2020-07,169.8978496864154
2020-08,171.9727765689925
2020-09,169.66936467337138
2020-10,160.4500305556885
2020-11,180.63052969453796
2020-12,185.90834102137103
2021-01,187.99803400101925
2021-02,191.0167428974314
2021-03,206.1933614837788
2021-04,208.1466831490657
2021-05,215.90034322663226
2021-06,227.41974551349568
