Date,EM EUROPE & MIDDLE EAST
2021-07,228.908244016732
2021-08,240.3713453287561
2021-09,250.82595176918923
2021-10,259.5812487408324
2021-11,246.22448824851355
2021-12,247.88978963813489
2022-01,254.94932673211082
2022-02,216.7872734088011
2022-03,194.10046491051236
2022-04,206.76432978815313
2022-05,190.99493789800673
2022-06,176.810148916451
2022-07,189.9174415857463
2022-08,193.45373003989098
2022-09,183.77830225395812
2022-10,190.88150411848784
2022-11,182.15680961546013
2022-12,170.79896048551768
2023-01,170.1822309824175
2023-02,169.40025813173636
2023-03,165.71145562392252
2023-04,171.5420305451108
2023-05,172.3592321752877
2023-06,174.54678569477593
2023-07,181.48306777657612
