Date,EAFE ex UK
1998-12,100.0
1999-01,103.28286066250482
1999-02,102.9360450669576
1999-03,109.35774045241074
1999-04,116.16477179077316
1999-05,111.91528457147805
1999-06,118.77795468919886
1999-07,118.32996551437732
1999-08,120.59019999578088
1999-09,121.64730496786136
1999-10,128.13720251228955
1999-11,139.17137602639627
1999-12,153.48112309699448
2000-01,148.30170027171948
2000-02,156.75152128728215
2000-03,162.52412274734414
2000-04,161.22113116214115
2000-05,154.92257846900335
2000-06,156.8820239076199
2000-07,153.58092113576126
2000-08,161.37695829616442
2000-09,153.77296476242998
2000-10,155.01635567833586
2000-11,146.15266372027298
2000-12,139.1676533203998
2001-01,141.0346353513069
2001-02,131.59501807266446
2001-03,126.97749834510375
2001-04,135.64512316406203
2001-05,136.7878102285527
2001-06,131.10007363716224
2001-07,123.86038823188696
2001-08,115.74467971972732
2001-09,102.55517635289415
2001-10,106.55167317399693
2001-11,111.63096362484293
2001-12,112.25690692514972
2002-01,109.50283333091011
2002-02,110.19034060497292
2002-03,115.45475198436573
2002-04,112.64660576863047
2002-05,111.07199483127506
2002-06,100.98180622887111
2002-07,90.52430951395984
2002-08,90.5716309325637
2002-09,80.0971197244023
2002-10,83.48825031546224
2002-11,87.37731480210637
2002-12,79.66651006675436
2003-01,75.4847082520804
2003-02,73.26963055090157
2003-03,70.44962786474201
2003-04,75.4780906677297
2003-05,75.93625018968984
2003-06,80.11640339349653
2003-07,84.26673645998689
2003-08,89.44411717616563
2003-09,86.79276092807294
2003-10,92.19588090851082
2003-11,91.1658222998936
2003-12,93.50326263621272
2004-01,96.84799150469541
2004-02,98.32102034984896
2004-03,100.97165252234427
2004-04,100.63551895342222
2004-05,98.50431981962221
2004-06,101.76905250960081
2004-07,98.7375714222145
2004-08,98.20264132179537
2004-09,98.4063222651686
2004-10,99.67790689004141
2004-11,102.0383358801875
2004-12,104.5305203857049
2005-01,106.59015104150532
2005-02,109.01112418999324
2005-03,108.58647939973211
2005-04,106.27061808405665
2005-05,111.54044333760788
2005-06,115.17080259814753
2005-07,118.96515994304956
2005-08,120.27583659003707
2005-09,129.3023702453647
2005-10,126.4084527645039
2005-11,132.4283440217533
2005-12,139.27669382242442
2006-01,143.6742289245172
2006-02,146.2082807239804
2006-03,148.97664928106005
2006-04,149.44952614090275
2006-05,139.9850775032723
2006-06,140.15723988403394
2006-07,141.24078457319877
2006-08,144.830297083365
2006-09,146.88192571741192
2006-10,150.94163275024056
2006-11,149.93867130910684
2006-12,155.73786339238006
2007-01,159.51731724982935
2007-02,158.64334132876616
2007-03,161.0772083245455
2007-04,164.08961026522616
2007-05,169.3669624336867
2007-06,168.36733185087027
2007-07,164.184156577622
2007-08,161.93195540761005
2007-09,164.32205370550508
2007-10,166.89890015835735
2007-11,160.11807312885426
2007-12,157.3374876285404
2008-01,140.87648499121477
2008-02,139.7643694406513
2008-03,132.8993120100367
2008-04,142.21254363485065
2008-05,144.4823365809641
2008-06,130.11482239804826
2008-07,127.50133924991837
2008-08,129.33856261231622
2008-09,116.10811318188621
2008-10,102.22639431944307
2008-11,96.94134453631223
2008-12,95.99419379748748
2009-01,92.98002591547449
2009-02,83.6903918649631
2009-03,85.68021970027648
2009-04,96.88362282569184
2009-05,100.95045245901883
2009-06,101.48474630838145
2009-07,109.53367955082402
2009-08,114.06832311048746
2009-09,116.58433112414653
2009-10,113.28803094789207
2009-11,113.29530705787843
2009-12,119.8774668196273
2010-01,118.42874796209404
2010-02,120.04710018478256
2010-03,128.7236910696453
2010-04,128.3845354831503
2010-05,122.87933382105167
2010-06,122.27628143510658
2010-07,125.05281890259
2010-08,123.81223629907082
2010-09,126.8237927099331
2010-10,128.95612066864237
2010-11,131.09694280800082
2010-12,137.78659962407528
2011-01,138.14849852238754
2011-02,141.2759243977264
2011-03,134.49343910033033
2011-04,135.95344522118532
2011-05,135.85921815658884
2011-06,133.6296246801122
2011-07,132.07693036804378
2011-08,119.29564189859408
2011-09,115.55303112289981
2011-10,121.10941384549665
2011-11,118.61594516822949
2011-12,121.45906612531223
2012-01,127.53210393060479
2012-02,132.15429931269168
2012-03,132.41346619068983
2012-04,129.37140523973332
2012-05,122.58058284420765
2012-06,127.77080352246846
2012-07,133.14106895676892
2012-08,133.30427030100284
2012-09,134.71247076215053
2012-10,134.9379216734225
2012-11,138.09217474757423
2012-12,141.03855972398966
2013-01,144.7726496360155
2013-02,149.55473279358353
2013-03,153.3572361546943
2013-04,158.0420473110098
2013-05,155.77409832753736
2013-06,150.5168872232606
2013-07,154.58378822884592
2013-08,153.22317292944848
2013-09,161.05817853980818
2013-10,165.69592750709234
2013-11,166.60353437737822
2013-12,166.51932770673804
