Date,WORLD WITH USA GROSS
2001-09,1000.0
2001-10,1030.563029186061
2001-11,1098.1650041906164
2001-12,1111.3321151124906
2002-01,1114.6759552577528
2002-02,1099.9204743697176
2002-03,1138.7884840642814
2002-04,1065.1939931038908
2002-05,1029.3788226385275
2002-06,914.7289107498889
2002-07,843.8560206366817
2002-08,845.261458791521
2002-09,746.6552616581018
2002-10,800.200187644123
2002-11,839.7008444244524
2002-12,757.520906787986
2003-01,718.0907797368131
2003-02,702.9638290546175
2003-03,692.1999013654957
2003-04,736.950230034447
2003-05,739.295285951202
2003-06,770.3906922082874
2003-07,802.0541947915702
2003-08,840.1476724235134
2003-09,797.0172465236159
2003-10,845.9350204197617
2003-11,833.019841668501
2003-12,841.5219636190299
2004-01,868.29123670865
2004-02,882.9295616891192
2004-03,886.9669729966703
2004-04,890.8187342225045
2004-05,882.677537649844
2004-06,904.3491136848819
2004-07,884.2318362745197
2004-08,880.0786974931577
2004-09,877.6620532087074
2004-10,878.0777151131695
2004-11,884.827499422914
2004-12,898.422777210692
2005-01,915.8604930947245
2005-02,928.2391611058654
2005-03,929.8351827463387
2005-04,915.8777877225232
2005-05,974.8510829316799
2005-06,1003.1108230979747
2005-07,1034.9227260336654
2005-08,1030.1690225289367
2005-09,1078.3373128045023
2005-10,1059.2915568715703
2005-11,1112.479680388794
2005-12,1136.7815244821536
2006-01,1153.732730570559
2006-02,1173.7134055198549
2006-03,1182.0228505990392
2006-04,1170.2599312279926
2006-05,1108.8127120001338
2006-06,1113.7272827360425
2006-07,1123.0433090202941
2006-08,1149.0915499848825
2006-09,1175.209043818653
2006-10,1209.358547635833
2006-11,1193.4193186759294
2006-12,1224.3171823148289
2007-01,1257.2618573632842
2007-02,1230.7715095933427
2007-03,1243.915233921132
2007-04,1266.9803269053386
2007-05,1321.3693719065545
2007-06,1306.6515851867878
2007-07,1260.8163165593924
2007-08,1265.4145528997312
2007-09,1270.9664499345831
2007-10,1287.8624571119526
2007-11,1217.8580800698833
2007-12,1207.204056843362
