Date,WORLD ex EUROPE
2010-02,98.43210927713135
2010-03,105.30246551605926
2010-04,108.41310300345773
2010-05,107.47188706636535
2010-06,102.85026200012649
2010-07,103.16291997090616
2010-08,101.77540067938686
2010-09,102.91934611267357
2010-10,104.59464269595786
2010-11,111.90291961943639
2010-12,116.11124690639491
2011-01,115.40265683296323
2011-02,118.66487733349229
2011-03,114.28356927427762
2011-04,112.25022140504136
2011-05,114.0591598905885
2011-06,111.46743806143695
2011-07,111.17999349142795
2011-08,104.51682934268615
2011-09,103.51563916026804
2011-10,109.20150688576828
2011-11,111.30553918326913
2011-12,116.01216707407521
2012-01,120.96133801504072
2012-02,123.51351614792631
2012-03,126.55188507086127
2012-04,126.43281302042867
2012-05,125.43266069167922
2012-06,127.25434381458713
2012-07,132.8883367617517
2012-08,132.26814702934746
2012-09,133.05863600193754
2012-10,130.18680006312223
2012-11,130.7273373419744
2012-12,130.92880503514863
2013-01,133.2755473354512
2013-02,140.18890285611806
2013-03,147.43581884309373
2013-04,147.50487605927526
2013-05,150.03095699173159
2013-06,147.2027558936739
2013-07,150.60527232553443
2013-08,147.95989624768242
2013-09,150.1656931238201
2013-10,155.1608020612645
2013-11,158.03359442192914
2013-12,159.38469816774864
2014-01,156.9275375657509
2014-02,159.5475879852896
2014-03,160.84340053281014
2014-04,160.61711510573886
2014-05,167.0989770036158
2014-06,170.73595320956792
2014-07,173.36333029787448
2014-08,181.13142999329597
2014-09,184.4459839157133
2014-10,189.33437100187507
2014-11,193.67670372499097
2014-12,198.15286815042262
2015-01,207.36197222069399
2015-02,220.54547201496698
2015-03,227.5840584400941
2015-04,221.77879088962922
2015-05,228.32359439542952
2015-06,220.0114137626318
2015-07,224.86406917613988
2015-08,207.4331638588023
2015-09,201.2390814163024
2015-10,219.99065550465417
2015-11,229.97276300936713
2015-12,220.26212076027406
2016-01,208.33818168571662
2016-02,206.63764347998625
2016-03,210.71839547219193
2016-04,212.39564423842558
2016-05,220.55467118543604
2016-06,220.8788189509785
2016-07,228.73342019219422
2016-08,229.69945283914745
2016-09,228.61567314292228
2016-10,230.77934314268242
2016-11,244.49987456201683
2016-12,249.78037713978327
2017-01,249.90930647957754
2017-02,262.40498921263793
2017-03,261.23915541438896
2017-04,258.7978780693895
2017-05,253.80184334039632
2017-06,252.3667890100105
2017-07,249.52730601158288
2017-08,247.8621951964322
2017-09,254.0296667927063
2017-10,263.8379302186
2017-11,264.9434745281428
2017-12,266.51041692914606
2018-01,270.3589686696776
2018-02,266.18885987548464
2018-03,257.4476983908025
2018-04,263.77012889879705
2018-05,278.04077242836274
2018-06,278.36132076767274
2018-07,286.27454775127063
2018-08,294.86973319399425
2018-09,297.1890923641568
2018-10,282.52865373730083
2018-11,287.5548322939001
2018-12,260.85312444393315
2019-01,280.95907670139076
2019-02,291.3583694788918
2019-03,299.92651179767245
2019-04,311.13234869302204
2019-05,294.60431877837954
2019-06,307.17530929830684
2019-07,317.8158479655459
2019-08,315.1491935969195
2019-09,324.619570389534
2019-10,324.72629210410935
2019-11,338.8559301679164
2019-12,342.02386588881836
2020-01,346.0835018634557
2020-02,320.3889201792838
2020-03,279.2880191734936
2020-04,313.8823895100396
2020-05,324.20671306697864
2020-06,328.49079376823136
2020-07,327.64365828822116
2020-08,347.5993220903369
2020-09,342.1799314391564
2020-10,335.97846072634366
2020-11,365.87537486785527
2020-12,372.4663357833628
2021-01,371.7956169475617
2021-02,381.77184922737683
2021-03,407.61578041150864
2021-04,416.58872650982534
2021-05,413.4586821475736
2021-06,435.5535607978601
2021-07,443.3271726004691
2021-08,457.43985361436063
2021-09,447.25184738157725
2021-10,474.4626455937622
2021-11,480.36415549286664
2021-12,493.3864262187887
2022-01,473.2305572580877
2022-02,460.66835821164136
2022-03,480.73905585155643
2022-04,462.1493734524482
2022-05,454.7980361198638
2022-06,426.9724668284613
2022-07,475.3678556581132
2022-08,463.9436909413481
2022-09,431.35752420719905
2022-10,458.2754938831352
2022-11,466.4910422689357
2022-12,426.8296589786606
2023-01,447.60033907029407
2023-02,445.4834416180547
2023-03,449.0184212093836
2023-04,447.1548488344811
2023-05,463.783521480424
2023-06,481.8745562879204
2023-07,493.1499538281511
