Date,WORLD ex EUROPE
1998-12,100.0
1999-01,107.24011193431784
1999-02,107.89748239004928
1999-03,116.00279869719186
1999-04,123.58266992338929
1999-05,121.47090880977716
1999-06,130.30800717522848
1999-07,124.43246047716205
1999-08,125.1104926202086
1999-09,122.74653441797376
1999-10,131.6792756788103
1999-11,141.36655202311087
1999-12,152.044808949549
2000-01,147.87575212459893
2000-02,147.1457175686319
2000-03,161.64024135479136
2000-04,162.68722883575919
2000-05,154.45972809896946
2000-06,155.32656852561766
2000-07,155.19863566456252
2000-08,170.4526740863567
2000-09,162.08980877976447
2000-10,165.2179248482364
2000-11,149.4991475425775
2000-12,137.39520677676816
2001-01,142.70201601633306
2001-02,132.32404102807118
2001-03,129.1762020556304
2001-04,138.46263369714646
2001-05,145.41449528411673
2001-06,141.43247751144602
2001-07,134.04388940828696
2001-08,121.59082171420476
2001-09,111.23255262561001
2001-10,113.95033921591674
2001-11,122.41885431159378
2001-12,122.83865601608093
2002-01,124.4059897366969
2002-02,122.27302893792475
2002-03,126.04871426139817
2002-04,116.4877217259577
2002-05,112.78063280841516
2002-06,99.02785309635907
2002-07,92.50677547851214
2002-08,92.71093390281456
2002-09,82.69443724320605
2002-10,87.84150039327228
2002-11,92.31863084583415
2002-12,82.81273802962906
2003-01,79.06123547370504
2003-02,77.856621556667
2003-03,77.00631588352913
2003-04,80.58795202937931
2003-05,80.56643735430868
2003-06,84.18756872550028
2003-07,87.62282860353884
2003-08,92.60218344976406
2003-09,87.34104741803559
2003-10,92.4118640581753
2003-11,89.98712302946961
2003-12,90.17891715406464
2004-01,93.20210234096376
2004-02,94.24765255234631
2004-03,95.6744894502603
2004-04,95.57359255371681
2004-05,94.39333659329964
2004-06,96.96776532301185
2004-07,94.58501850593306
2004-08,94.25917399251237
2004-09,93.18094369147187
2004-10,92.76205309165684
2004-11,92.65259792686976
2004-12,93.88303739213602
2005-01,95.51505987481225
2005-02,95.99622330890982
2005-03,96.40091171216102
2005-04,95.09260149697032
2005-05,101.82919017420613
2005-06,104.52528359142546
2005-07,107.75180304829428
2005-08,106.8791188770677
2005-09,111.93880496159056
2005-10,110.301889363531
2005-11,116.5959137615181
2005-12,118.47599913620816
2006-01,119.20012568698813
2006-02,121.1000594058682
2006-03,121.03963836003261
2006-04,118.72048261710923
2006-05,112.09699058361295
2006-06,112.39005630771739
2006-07,112.84473717557233
2006-08,115.12624578372515
2006-09,117.90588583444253
2006-10,120.97427518323657
2006-11,118.72595184041883
2006-12,121.09488059286687
2007-01,124.69103467259927
2007-02,121.92790863105331
2007-03,122.14738028140347
2007-04,123.1725165615639
2007-05,129.0873633049958
2007-06,127.14013109623671
2007-07,122.60773368046506
2007-08,123.66478746186435
2007-09,123.99638348674229
2007-10,124.6496757341817
2007-11,117.27566171342689
2007-12,116.50513542498258
2008-01,107.9112672463752
2008-02,103.50291220691253
2008-03,97.516555245717
2008-04,104.84114270817155
2008-05,107.21243272971195
2008-06,97.69634946955453
2008-07,96.45223019719576
2008-08,102.04063575348096
2008-09,95.83681088622885
2008-10,87.10848197045037
2008-11,81.55349699857196
2008-12,76.18831907270582
2009-01,76.23034819523943
2009-02,69.01996972273311
2009-03,71.17379220318985
2009-04,78.49513459693009
2009-05,79.16940908392093
2009-06,80.06391683605466
2009-07,85.22242670485069
2009-08,86.85289274879251
2009-09,88.41128642347958
2009-10,85.77859235378698
2009-11,88.21230205774611
2009-12,94.08732074933343
2010-01,93.89772432098341
