Date,ACWI ex INDONESIA
2015-12,2156.4245156579427
2016-01,2033.9154644948392
2016-02,2011.179762117183
2016-03,2059.993355494589
2016-04,2079.963975195575
2016-05,2142.8688134400672
2016-06,2133.737032186282
2016-07,2211.075138368261
2016-08,2227.4019318452665
2016-09,2220.91845619135
2016-10,2238.078287532862
2016-11,2331.2748619437375
2016-12,2395.091492172964
2017-01,2401.669763882865
2017-02,2511.126039522721
2017-03,2525.1135155889247
2017-04,2518.6617690503163
2017-05,2492.886094124034
2017-06,2468.839615831689
2017-07,2455.2440741845153
2017-08,2444.183316229911
2017-09,2505.70465342504
2017-10,2595.743672709964
2017-11,2585.341384944008
2017-12,2608.0888862573274
2018-01,2655.988895481791
2018-02,2598.8102666772043
2018-03,2522.421086070775
2018-04,2592.496431050762
2018-05,2686.754907398923
2018-06,2672.068908413784
2018-07,2746.7843395161653
2018-08,2783.9474934254245
2018-09,2801.0012753186916
2018-10,2655.885138078387
2018-11,2695.9818351358326
2018-12,2481.663580132929
2019-01,2667.533576021934
2019-02,2760.468072691665
2019-03,2834.685977399985
2019-04,2936.2107297801676
2019-05,2777.557949575843
2019-06,2895.9728858602634
2019-07,2970.635401856968
2019-08,2932.266023815846
2019-09,3024.6811583525428
2019-10,3036.5706362746137
2019-11,3147.9016352275103
2019-12,3200.732490824922
2020-01,3206.3474142784276
2020-02,2973.832994972552
2020-03,2576.211986323307
2020-04,2857.2005404003003
2020-05,2935.815118159178
2020-06,3000.2986774842702
2020-07,3000.4718620595872
2020-08,3148.494941720629
2020-09,3108.0550657524104
2020-10,3052.2745184295763
2020-11,3338.527715808886
2020-12,3415.38505744498
2021-01,3424.2003320256954
2021-02,3506.7441198590623
2021-03,3718.9126508956506
2021-04,3789.881848855061
2021-05,3789.5336800164946
2021-06,3958.9079223603135
2021-07,3986.667013109203
2021-08,4104.6680562433685
2021-09,4007.6284934669116
2021-10,4218.167931454144
2021-11,4232.377778866732
2021-12,4356.9758431732635
2022-01,4202.473180385821
2022-02,4085.33513101972
2022-03,4213.305526569971
2022-04,4087.0544134711595
2022-05,4029.877055189369
2022-06,3781.3175342566137
2022-07,4148.051706522361
2022-08,4050.596076205994
2022-09,3758.842981997236
2022-10,3951.118611284623
2022-11,4087.4408402485715
2022-12,3788.3046342322696
2023-01,3989.8732798866504
2023-02,3968.7337804954273
2023-03,3993.3370023676403
2023-04,3985.9199944609168
2023-05,4083.6063362742866
2023-06,4222.638160637684
2023-07,4331.56854889144
