Date,ACWI ex GREECE
2015-12,2165.427262966882
2016-01,2042.9814132545175
2016-02,2020.594317953463
2016-03,2069.280321637246
2016-04,2089.1767761477236
2016-05,2152.0272991442353
2016-06,2143.6690517074044
2016-07,2221.440973571635
2016-08,2237.9175610504103
2016-09,2231.5445065077474
2016-10,2248.8602495765604
2016-11,2341.4923342229076
2016-12,2405.7999332117847
2017-01,2412.33033442774
2017-02,2522.240394472849
2017-03,2536.5028915476796
2017-04,2530.0548890401765
2017-05,2504.0641147123474
2017-06,2480.0000224399246
2017-07,2466.1877463606193
2017-08,2455.013401062132
2017-09,2516.800308233575
2017-10,2607.143917689778
2017-11,2596.5642757137475
2017-12,2619.7274042948065
2018-01,2667.6028064501515
2018-02,2610.301609942721
2018-03,2533.310596048252
2018-04,2603.1886601330675
2018-05,2697.9816859395446
2018-06,2682.7532752574475
2018-07,2757.7828729610974
2018-08,2795.2015754624667
2018-09,2812.2848741447438
2018-10,2666.8640850629804
2018-11,2707.8200981282253
2018-12,2493.0839083990486
2019-01,2679.871277617479
2019-02,2772.6728703897566
2019-03,2847.174439331075
2019-04,2948.936471584492
2019-05,2789.7160466436244
2019-06,2908.5690727376436
2019-07,2983.639418927468
2019-08,2945.0306444285206
2019-09,3037.476931852041
2019-10,3049.368499056019
2019-11,3160.790360982511
2019-12,3214.0971301544737
2020-01,3219.6559801352096
2020-02,2986.0315426236466
2020-03,2585.8412310753906
2020-04,2867.95748478117
2020-05,2946.814167795734
2020-06,3011.762246285226
2020-07,3011.879811404723
2020-08,3160.2947960843635
2020-09,3119.1808692409913
2020-10,3063.7927533759243
2020-11,3351.1760998862705
2020-12,3428.38837560892
2021-01,3437.1374569419204
2021-02,3519.9188782006104
2021-03,3732.309440323672
2021-04,3803.254999969093
2021-05,3802.87785972122
2021-06,3972.4297526936434
2021-07,4000.1376296465723
2021-08,4118.814787402345
2021-09,4021.910903684904
2021-10,4233.464606647009
2021-11,4247.73531883689
2021-12,4372.582493308542
2022-01,4217.801760837642
2022-02,4100.81265034021
2022-03,4229.417248318037
2022-04,4103.6191049750405
2022-05,4045.9395073622823
2022-06,3796.381366076828
2022-07,4164.2884747695225
2022-08,4067.204020913674
2022-09,3775.088414223945
2022-10,3967.583523235073
2022-11,4103.830600918275
2022-12,3803.3357631792433
2023-01,4005.3210842505564
2023-02,3984.0763658175706
2023-03,4008.9722728120782
2023-04,4001.909941090974
2023-05,4099.620187504322
2023-06,4238.573003038175
2023-07,4347.671594357788
