Date,KUKJE INDEX (ACWI ex Korea)
1998-12,1000.0
1999-01,1054.29694797854
1999-02,1063.131125594714
1999-03,1129.6855732269682
1999-04,1201.039142238858
1999-05,1175.5997295927862
1999-06,1246.3747680804127
1999-07,1194.8574485330396
1999-08,1209.0296752708073
1999-09,1187.195780729879
1999-10,1263.2279098322556
1999-11,1357.4582638441366
1999-12,1477.7502395869992
2000-01,1430.5766501459077
2000-02,1459.8287846422209
2000-03,1565.0911975715762
2000-04,1570.2200500725364
2000-05,1503.3534030318824
2000-06,1502.1979742791964
2000-07,1509.084837989371
2000-08,1622.6400102597165
2000-09,1545.1545514784848
2000-10,1577.9199543106258
2000-11,1440.7806247835897
2000-12,1357.814470523627
2001-01,1403.7319638716913
2001-02,1299.8099145348535
2001-03,1261.2540419820277
2001-04,1348.2445087847468
2001-05,1392.9713946741483
2001-06,1351.4208977902442
2001-07,1287.4833300211371
2001-08,1182.189091024659
2001-09,1071.6708844457949
2001-10,1105.5774651538131
2001-11,1178.857497049138
2001-12,1195.704394062708
2002-01,1201.5692104927343
2002-02,1185.6498959673925
2002-03,1227.7736411332123
2002-04,1150.1893673357265
2002-05,1110.2237953985245
2002-06,985.5566270895076
2002-07,908.8296949663521
2002-08,910.5566466269997
2002-09,804.466249994579
2002-10,861.8494938273509
2002-11,904.0610587767561
2002-12,816.4950815843083
2003-01,774.7424250446599
2003-02,758.0415275580677
2003-03,746.0597196838328
2003-04,793.8446053621952
2003-05,796.5415543889753
2003-06,830.7276994555071
2003-07,865.5206852055915
2003-08,907.8053685370342
2003-09,861.6102335801895
2003-10,914.8528799509246
2003-11,900.6176724787069
2003-12,910.190575737478
2004-01,939.1053388432013
2004-02,955.7974112959889
2004-03,960.4702937865583
2004-04,961.869735549748
2004-05,952.2001129145489
2004-06,975.0027100264423
2004-07,954.1697674638502
2004-08,950.3438270173859
2004-09,949.0960828941207
2004-10,949.3548929435461
2004-11,957.7425005537566
2004-12,972.7848598052274
2005-01,991.9669131824094
2005-02,1007.2650733146322
2005-03,1006.4398720164385
2005-04,991.146866705646
2005-05,1055.292525194126
2005-06,1087.2476909186216
2005-07,1122.8199039816782
2005-08,1117.8358340709208
2005-09,1173.4764507127034
2005-10,1149.8481135435713
2005-11,1209.657967160476
2005-12,1237.7164775687395
2006-01,1260.8792951188375
2006-02,1282.7828849609432
2006-03,1290.8205800565017
2006-04,1280.821947953215
2006-05,1207.188190697886
2006-06,1212.3968148892732
2006-07,1223.183867370444
2006-08,1251.0817849413024
2006-09,1278.638205419465
2006-10,1317.3297796846336
2006-11,1303.8473774525498
2006-12,1340.3531873220188
2007-01,1374.6801818930628
2007-02,1344.3881996738312
2007-03,1360.6769802454755
2007-04,1385.807416161248
2007-05,1446.293075576862
2007-06,1436.1486030482015
2007-07,1392.7278646087
2007-08,1395.5370586044608
2007-09,1409.0988594622172
2007-10,1438.441626925999
2007-11,1356.2965036042403
2007-12,1346.6910384234188
2008-01,1222.1236750507558
2008-02,1194.3651585840166
2008-03,1128.0224367312421
2008-04,1211.8033035918195
2008-05,1233.644726269636
2008-06,1117.6419483308923
2008-07,1099.1415898391301
2008-08,1141.7702729099042
2008-09,1046.8733284922062
2008-10,930.8544619639322
2008-11,870.3227657048949
2008-12,821.8239397815249
2009-01,814.767042719078
2009-02,742.5170544818578
2009-03,767.175925228469
2009-04,858.3383139093894
2009-05,884.3540652899536
2009-06,887.4907011373903
2009-07,954.0494382516084
2009-08,976.6252984177438
2009-09,1001.6572640493501
2009-10,977.8095847253489
2009-11,1000.988788268598
2009-12,1068.1093920540404
2010-01,1054.9207293768216
2010-02,1088.4724557744198
2010-03,1167.9039554162716
2010-04,1189.4093811355551
2010-05,1167.5242426639986
2010-06,1132.7228438211894
2010-07,1151.7593254058916
2010-08,1139.1594417604153
2010-09,1161.5256675167607
2010-10,1182.5625999252056
2010-11,1234.0240776244864
2010-12,1284.24870229146
2011-01,1276.1437462925671
2011-02,1305.8942034358595
2011-03,1267.0727098075497
2011-04,1260.9696901147001
2011-05,1273.7053332425467
2011-06,1243.1300519510914
2011-07,1232.9605261513243
2011-08,1142.252146231917
2011-09,1110.8870928781703
2011-10,1182.1952436882248
2011-11,1189.0645885892523
2011-12,1230.9092939813818
2012-01,1290.5422710710518
2012-02,1326.4856144431587
2012-03,1341.6316370142415
2012-04,1334.1182210624158
2012-05,1300.7446567620138
2012-06,1330.4280150211603
2012-07,1389.1064372914298
2012-08,1387.5355840431785
2012-09,1401.3197263509398
2012-10,1382.6020556712338
2012-11,1394.749754390246
2012-12,1406.2985136806924
2013-01,1431.163520530508
2013-02,1484.351929646311
2013-03,1540.6791630273285
2013-04,1544.9249048769873
2013-05,1567.1172607284072
2013-06,1518.2594910485566
2013-07,1557.6687057576726
2013-08,1534.379135895716
2013-09,1571.430050815695
2013-10,1627.425210443009
2013-11,1648.0402823842119
2013-12,1657.5126120526797
2014-01,1626.367201387323
2014-02,1665.0852274402546
2014-03,1676.0770438999955
2014-04,1681.6968175633237
2014-05,1744.6774782001764
2014-06,1771.8749052667354
2014-07,1790.1894801417595
2014-08,1859.5963361513675
2014-09,1877.7983108392882
2014-10,1907.8455579881027
2014-11,1950.7544577347667
2014-12,1971.118090918898
2015-01,2079.3215587011305
2015-02,2210.0716801701033
2015-03,2271.352856801861
2015-04,2238.8754055529616
2015-05,2287.4123935945
2015-06,2198.4465384552063
2015-07,2239.36036753855
2015-08,2056.3745752972104
2015-09,1987.816750254752
2015-10,2165.282384696287
2015-11,2246.978065684828
2015-12,2145.227982403074
2016-01,2023.626360023034
2016-02,2001.890747447522
2016-03,2048.3150781047457
2016-04,2068.6579897270685
2016-05,2132.6287891103207
2016-06,2122.609631637483
2016-07,2199.0415652478996
2016-08,2214.3552921619976
2016-09,2207.7323839420037
2016-10,2225.6350889977457
2016-11,2318.6377548963196
2016-12,2382.8992849323877
2017-01,2387.4962093363297
2017-02,2496.170738898419
2017-03,2508.6758791689267
2017-04,2502.613218113397
2017-05,2474.632290042546
2017-06,2450.680689601249
2017-07,2436.8479956260226
2017-08,2427.0632286467144
2017-09,2487.92027608941
2017-10,2574.3764511233658
2017-11,2564.8177225205177
2017-12,2587.3013693952425
2018-01,2635.5571706232445
2018-02,2579.971264368269
2018-03,2501.667158580402
2018-04,2569.954371330517
2018-05,2666.052385440909
2018-06,2654.0570676725624
2018-07,2730.3251474291733
2018-08,2766.7773712769135
2018-09,2783.627559930676
2018-10,2642.953311813618
2018-11,2682.726549238669
2018-12,2467.815053345695
2019-01,2651.7121076849835
2019-02,2745.6288814403856
2019-03,2821.361109755361
2019-04,2923.527236250488
2019-05,2767.2746562659668
2019-06,2884.2952671071143
2019-07,2961.5681927457877
2019-08,2924.3129255993663
2019-09,3014.0922177324223
2019-10,3025.175735723661
2019-11,3137.4392780524568
2019-12,3187.5559299996653
2020-01,3194.9974740428006
2020-02,2962.6824113005678
2020-03,2564.7169014072374
2020-04,2845.458541840478
2020-05,2924.5343394950432
2020-06,2987.018514589347
2020-07,2986.3526533260742
2020-08,3135.2430233685927
2020-09,3091.558517990117
2020-10,3035.149833407626
2020-11,3317.3419099710277
2020-12,3387.40769482187
2021-01,3395.001980368769
2021-02,3478.1122475487646
2021-03,3689.57798765796
2021-04,3760.6261750594
2021-05,3760.994814002066
2021-06,3928.6008559192564
2021-07,3960.3410809269085
2021-08,4080.4945886858814
2021-09,3986.0957321120486
2021-10,4200.248343925517
2021-11,4215.70308402413
2021-12,4338.2351764926425
2022-01,4188.149010269276
2022-02,4070.0889562264133
2022-03,4198.998501016019
2022-04,4073.1328225696825
2022-05,4014.8529008400837
2022-06,3772.4096230773926
2022-07,4138.570818213242
2022-08,4041.901804520255
2022-09,3756.415949432023
2022-10,3947.009367794952
2022-11,4079.2034667693274
2022-12,3781.243620729557
2023-01,3979.6292577086365
2023-02,3960.9851245396976
2023-03,3984.7051939690796
2023-04,3978.9467974026707
2023-05,4073.1367231793083
2023-06,4214.148248587745
2023-07,4321.103337515119
