Date,FM ASIA INDEX
2009-05,1000.0
2009-06,1024.9470252809963
2009-07,1079.11869765363
2009-08,1228.0614048893037
2009-09,1274.1573408878735
2009-10,1256.4452083464867
2009-11,1163.611482985435
2009-12,1225.1433181653088
2010-01,1266.3441097083037
2010-02,1290.1955728602939
2010-03,1356.1090874765648
2010-04,1438.1019724942385
2010-05,1433.9331584054019
2010-06,1494.5876668919066
2010-07,1472.4153056962673
2010-08,1471.7788229578905
2010-09,1423.5540589386278
2010-10,1444.502543108372
2010-11,1582.6110701709438
2010-12,1597.626380025729
2011-01,1520.7135850340903
2011-02,1262.9947538019649
2011-03,1313.9446009656658
2011-04,1253.5184277296744
2011-05,1235.7281439869334
2011-06,1251.8875106685123
2011-07,1268.696146739069
2011-08,1206.0280917102818
2011-09,1277.857831571704
2011-10,1170.3689791896873
2011-11,1148.4403974887307
2011-12,1121.8451812077876
2012-01,1095.9977150255415
2012-02,1159.4513914347776
2012-03,1203.6046169466783
2012-04,1234.5878327438154
2012-05,1231.040319108246
2012-06,1185.450990573462
2012-07,1224.598803638402
2012-08,1233.2706321457779
2012-09,1242.8182936492685
2012-10,1191.4885407668846
2012-11,1170.1029790437171
2012-12,1224.458200642376
2013-01,1257.2030390362402
2013-02,1315.7876449294265
2013-03,1332.7383581236352
2013-04,1295.6893784204406
2013-05,1480.00838515479
2013-06,1378.2115589089917
2013-07,1396.9240134778881
2013-08,1347.33499861343
2013-09,1296.4196430637924
2013-10,1352.7666184268576
2013-11,1355.3274058024904
2013-12,1379.4039754272833
2014-01,1497.1469848363201
2014-02,1463.8723109827022
2014-03,1515.8991651962476
2014-04,1553.3131622303808
2014-05,1588.5739254866596
2014-06,1583.5533092198327
2014-07,1661.7916006870819
2014-08,1674.3815407733612
2014-09,1765.1112204648923
2014-10,1779.2642849289277
2014-11,1722.4164585683159
2014-12,1825.5290485600501
2015-01,1986.6685275999898
2015-02,1981.243199147442
2015-03,1893.0676477717248
2015-04,1905.648545313823
2015-05,1914.398670782713
2015-06,1952.2205962304733
2015-07,2054.7794678238374
2015-08,1863.9834576562662
2015-09,1741.382883392688
2015-10,1818.8209376187738
2015-11,1773.1603482825171
2015-12,1754.461893820468
2016-01,1650.297757605252
2016-02,1652.1900510665123
2016-03,1596.978990232472
2016-04,1672.2004302681976
2016-05,1768.6715652834237
2016-06,1833.691640976594
2016-07,1893.6272260818182
2016-08,1906.590195199076
2016-09,1889.2161531979104
2016-10,1896.749087394306
2016-11,1961.0270431881522
2016-12,2067.495833273561
2017-01,2043.9955204381047
2017-02,2099.823711293141
2017-03,2101.334894277236
2017-04,2090.673150355006
2017-05,2047.3610719944127
2017-06,2081.5620934009075
2017-07,2001.378093063336
2017-08,2022.5095065339424
2017-09,2111.428013385444
2017-10,2254.6971473412495
2017-11,2508.7776745167753
2017-12,2642.6870711851593
2018-01,2774.4162342540158
2018-02,2811.0831781011584
2018-03,2933.8130239581565
2018-04,2786.451250658853
2018-05,2611.7156046721598
2018-06,2618.390691715121
2018-07,2561.6110718195246
2018-08,2599.9873937736793
2018-09,2613.8895483449655
2018-10,2467.498347370517
2018-11,2541.927544193326
2018-12,2416.9538659123314
2019-01,2508.479054548683
2019-02,2715.4665917730576
2019-03,2748.174352221275
2019-04,2712.6697045741057
2019-05,2670.7085741229507
2019-06,2603.057248424201
2019-07,2739.407321941308
2019-08,2743.30302832335
2019-09,2789.6397020010145
2019-10,2700.1207832671357
2019-11,2696.2296458455044
2019-12,2564.589390734121
2020-01,2513.1225716547247
2020-02,2365.4618404798985
2020-03,1841.1498242664486
2020-04,2086.2452125673453
2020-05,2304.5759073466174
2020-06,2215.4636007723857
2020-07,2071.2404029318727
2020-08,2244.545662003547
2020-09,2332.8948272857065
2020-10,2475.2598944110837
2020-11,2533.935782662048
2020-12,2674.477023821016
2021-01,2644.2575583695025
2021-02,2807.9668017930267
2021-03,2881.8727173278744
2021-04,3026.51025115846
2021-05,3081.3533017771106
2021-06,3319.1514658093847
2021-07,3137.279170079025
2021-08,3202.3531060995388
2021-09,3325.625256246785
2021-10,3480.6910375902735
2021-11,3535.6528065014936
2021-12,3515.8003837525152
2022-01,3453.855144463224
2022-02,3342.2756268481016
2022-03,3279.6311267038623
2022-04,3219.08638062734
2022-05,2931.89873361503
2022-06,2777.132982382139
2022-07,2774.2830678554265
2022-08,2950.532159147965
2022-09,2682.3576237545976
2022-10,2328.8196514950146
2022-11,2334.521949789239
2022-12,2161.2592380642686
2023-01,2298.186803401341
2023-02,2128.690992521782
2023-03,2183.793442987056
2023-04,2108.5280282035214
2023-05,2189.573125166628
2023-06,2235.395700379087
2023-07,2400.2351109972724
