Date,EM ex ASIA
2012-10,310.95109945701034
2012-11,306.4820126205068
2012-12,323.8521259026242
2013-01,320.3901221142189
2013-02,322.4139228905425
2013-03,325.74910587059657
2013-04,316.1153364832509
2013-05,304.7474482912418
2013-06,281.97810487694034
2013-07,277.73125825743847
2013-08,272.47360216165447
2013-09,288.35313381394866
2013-10,301.2614486663316
2013-11,288.4332374163269
2013-12,280.0315056807369
2014-01,259.23303839854736
2014-02,261.69703293182965
2014-03,278.1670779223274
2014-04,278.20278900930646
2014-05,289.59430163146
2014-06,295.7139256519401
2014-07,301.1740286367943
2014-08,319.0350492461149
2014-09,299.04850199631426
2014-10,303.5668446477141
2014-11,295.26524194898917
2014-12,275.2155403192052
2015-01,286.4143129559282
2015-02,301.23588530582083
2015-03,298.6507746252514
2015-04,312.8248096258964
2015-05,298.3028240364481
2015-06,295.42522725203116
2015-07,278.8788509859405
2015-08,251.06608024079097
2015-09,236.39716076474681
2015-10,252.46548599540532
2015-11,249.98635122273964
2015-12,228.6295814024099
2016-01,219.49011793653577
2016-02,224.58309389770102
2016-03,251.86122472001546
2016-04,262.44902644027263
2016-05,245.1268836766384
2016-06,262.4983030060217
2016-07,275.13284813772003
2016-08,273.1312905699792
2016-09,273.84834814807334
2016-10,293.11218967929676
2016-11,279.86286583537685
2016-12,293.5305004525762
2017-01,299.5212672996196
2017-02,309.7783857688735
2017-03,309.4169780619491
2017-04,310.87244257595756
2017-05,298.0710586064435
2017-06,291.04119214393205
2017-07,301.23414463998927
2017-08,312.15610083968903
2017-09,309.6313723714521
2017-10,310.4571768973427
2017-11,304.64592531874365
2017-12,320.17559602866
2018-01,337.06458960600503
2018-02,335.2958071895995
2018-03,321.9682337863952
2018-04,321.5694037147166
2018-05,300.8539206538129
2018-06,292.8613449911629
2018-07,311.76221255071295
2018-08,288.43176653926605
2018-09,297.7012426232773
2018-10,298.3984580276023
2018-11,302.66466490245875
2018-12,296.15896730444376
2019-01,332.47933358014217
2019-02,323.0642160878805
2019-03,321.3869653218284
2019-04,331.55177481995247
2019-05,323.6953439171643
2019-06,335.6223046454276
2019-07,342.2685850050929
2019-08,319.29419605170335
2019-09,327.9569626306839
2019-10,331.69082898296153
2019-11,329.2817160196049
2019-12,350.7532477894928
2020-01,336.99812440481816
2020-02,299.0850296787932
2020-03,218.98845848886356
2020-04,239.3355900308994
2020-05,246.97567003356528
2020-06,254.58790269286814
2020-07,256.6974587721356
2020-08,249.4237498460575
2020-09,245.35453309515287
2020-10,239.52009203556446
2020-11,272.8361334998008
2020-12,289.55701223866856
2021-01,285.8554421310746
2021-02,286.32096420997794
2021-03,309.8567827839662
2021-04,311.03533405191615
2021-05,326.4362119138984
2021-06,338.22598683112534
2021-07,333.1511029324746
2021-08,342.9734590506541
2021-09,337.60442532957774
2021-10,337.91280328172337
2021-11,327.57635989092404
2021-12,335.36803101544575
2022-01,354.1907608594342
2022-02,335.04017953548146
2022-03,341.1192836014301
2022-04,333.6504567232606
2022-05,330.50251152113225
2022-06,294.1088461237174
2022-07,312.97923496307465
2022-08,319.20550493881495
2022-09,307.9041290279423
2022-10,324.93275142077397
2022-11,321.0101198517841
2022-12,298.9816197527863
2023-01,309.2380359656918
2023-02,300.6967688256294
2023-03,296.2974166837043
2023-04,301.6984148000151
2023-05,300.18531962255634
2023-06,316.38556239718326
2023-07,332.4362471883018
