Date,ACWI FM ex USA
2010-04,842.4690181024848
2010-05,816.9546859687508
2010-06,807.9153809083929
2010-07,828.0064138928151
2010-08,825.6431125632043
2010-09,844.9565981950032
2010-10,858.253323315273
2010-11,881.2237979726009
2010-12,921.8222050846596
2011-01,910.8299621821399
2011-02,927.2635820258258
2011-03,900.5190049613286
2011-04,903.433465735425
2011-05,905.3909208594649
2011-06,884.7493107013314
2011-07,880.4111426483045
2011-08,803.6023817662484
2011-09,766.7967297291486
2011-10,814.8436349781116
2011-11,801.3330199772088
2011-12,821.6715714122054
2012-01,869.7448287006492
2012-02,898.7490389971879
2012-03,890.6046449324729
2012-04,881.9986994234687
2012-05,837.2999424501103
2012-06,863.5293197333729
2012-07,902.3751298010046
2012-08,900.0804605328577
2012-09,914.8612068958857
2012-10,911.75852198371
2012-11,925.691324343431
2012-12,944.7548705153854
2013-01,955.1256814778135
2013-02,981.2698407386897
2013-03,1001.0649957667448
2013-04,1010.8606747052436
2013-05,1005.057996341605
2013-06,958.5291608410481
2013-07,979.4638876141345
2013-08,972.6640803888957
2013-09,1013.0522059186078
2013-10,1045.6478401866163
2013-11,1045.9813014702088
2013-12,1042.7459369590285
2014-01,1017.4944785983232
2014-02,1043.2620612205442
2014-03,1048.3582507972876
2014-04,1056.2143612781688
2014-05,1094.4769576980086
2014-06,1109.038779884166
2014-07,1123.7689537392923
2014-08,1147.7444691453443
2014-09,1139.177093907552
2014-10,1136.9797892634085
2014-11,1150.5902998046804
2014-12,1142.6241280963488
2015-01,1223.1694099145259
2015-02,1296.2182783202982
2015-03,1331.8297446191837
2015-04,1340.9063097002058
2015-05,1348.963934034017
2015-06,1290.509336326182
2015-07,1297.627812127501
2015-08,1181.8314986744556
2015-09,1131.4760816633757
2015-10,1228.239770540838
2015-11,1257.9653337150323
2015-12,1200.113471931214
2016-01,1122.8684141712667
2016-02,1105.7054040948713
2016-03,1139.6925632449913
2016-04,1163.7900049767109
2016-05,1177.3024275447538
2016-06,1161.5647901616594
2016-07,1210.8191141627344
2016-08,1223.2872101124756
2016-09,1227.3846267218692
2016-10,1240.2685641704497
2016-11,1252.0503497106556
2016-12,1291.45343750473
2017-01,1305.3230565975696
2017-02,1348.5701563668426
2017-03,1373.7681463108186
2017-04,1378.1014770965542
2017-05,1377.9196279334058
2017-06,1362.7707909625356
2017-07,1366.8031635609325
2017-08,1362.7502746522528
2017-09,1395.9288466605528
2017-10,1443.196722590756
2017-11,1421.515036250928
2017-12,1443.1338494991662
2018-01,1468.5514197365935
2018-02,1429.533592458566
2018-03,1392.9035411249647
2018-04,1440.0852287038633
2018-05,1455.5226132616756
2018-06,1427.7221463086896
2018-07,1458.8459057382104
2018-08,1436.0801760805389
2018-09,1445.0666958873517
2018-10,1361.2293897144016
2018-11,1375.178921294054
2018-12,1300.543842477344
2019-01,1393.3526889965485
2019-02,1431.399803937042
2019-03,1460.3033026777314
2019-04,1501.5469670701466
2019-05,1429.6806434362054
2019-06,1482.9636957574905
2019-07,1498.7088481426415
2019-08,1468.5595016942154
2019-09,1521.2730282605323
2019-10,1538.242358192527
2019-11,1570.211403084252
2019-12,1609.1682299789206
2020-01,1586.3700403587034
2020-02,1474.1161666894463
2020-03,1261.4530190066987
2020-04,1359.4111028418097
2020-05,1382.542478388896
2020-06,1430.9321147752664
2020-07,1419.3697824184364
2020-08,1463.7363075320197
2020-09,1456.3488986334037
2020-10,1434.8115182107706
2020-11,1584.4916032534213
2020-12,1632.815643172962
2021-01,1648.0226791990249
2021-02,1682.0839435725602
2021-03,1759.101094685383
2021-04,1768.200089911886
2021-05,1795.4407999123014
2021-06,1839.2897474551282
2021-07,1809.2031420497922
2021-08,1851.983946319429
2021-09,1826.2222530409654
2021-10,1872.6685572609022
2021-11,1838.6254156412465
2021-12,1894.8917417741595
2022-01,1851.4512084991413
2022-02,1811.0789281243035
2022-03,1831.144925999965
2022-04,1810.2827390916948
2022-05,1795.0463272877307
2022-06,1681.3376970306356
2022-07,1782.7486052310276
2022-08,1749.951283847249
2022-09,1616.7732241643982
2022-10,1649.97230070241
2022-11,1770.3935333602226
2022-12,1695.2097996579091
2023-01,1800.787680090288
2023-02,1779.4983576376599
2023-03,1779.3873942488276
2023-04,1781.4571082416921
2023-05,1777.8816906671516
2023-06,1815.1334678902826
2023-07,1869.3049078838058
