Date,SELECT OECD COUNTRIES
2019-06,2774.6622052682
2019-07,2849.9088873152646
2019-08,2823.3811022241002
2019-09,2916.1477429027823
2019-10,2921.7667297084627
2019-11,3037.504943591163
2019-12,3076.3634383646036
2020-01,3096.10079410522
2020-02,2856.6400384826147
2020-03,2480.245997531591
2020-04,2755.8370058782284
2020-05,2848.5592394033456
2020-06,2895.5272705679786
2020-07,2884.7224548087756
2020-08,3039.5764057944325
2020-09,2996.7698573363427
2020-10,2925.4578665620525
2020-11,3216.8276283416208
2020-12,3286.126079106338
2021-01,3276.625748701142
2021-02,3360.9820543701126
2021-03,3585.1256412343937
2021-04,3662.246647370343
2021-05,3658.3816264925176
2021-06,3828.7440927991747
2021-07,3893.763090756443
2021-08,4008.2018180712257
2021-09,3911.120137916765
2021-10,4133.8362814215
2021-11,4156.267047088638
2021-12,4293.372370100675
2022-01,4119.853946229792
2022-02,4009.8833878553937
2022-03,4159.470179666306
2022-04,4022.0093767581234
2022-05,3965.392071802931
2022-06,3701.617259995305
2022-07,4098.424105541468
2022-08,3982.2693185599855
2022-09,3702.7640209011956
2022-10,3942.253115069492
2022-11,4046.8425863978523
2022-12,3734.479219012749
2023-01,3934.022754313805
2023-02,3931.967970799154
2023-03,3957.0048000242336
2023-04,3961.9613601017563
2023-05,4068.2007324878628
2023-06,4213.972583270016
2023-07,4311.95194761883
