Date,SELECT OECD COUNTRIES
1998-12,1000.0
1999-01,1056.862677127952
1999-02,1063.4862235134476
1999-03,1126.0108388666877
1999-04,1191.1615368889823
1999-05,1165.2627465257615
1999-06,1232.3789877823508
1999-07,1183.6303245227682
1999-08,1197.1679079802625
1999-09,1176.1866647536974
1999-10,1252.896530253797
1999-11,1342.6288173789353
1999-12,1456.9679816144119
2000-01,1407.319377553555
2000-02,1433.4489085443386
2000-03,1543.5128943466098
2000-04,1552.4107615948956
2000-05,1490.2157203202337
2000-06,1488.90220405918
2000-07,1494.4658306762067
2000-08,1609.0183472539745
2000-09,1535.23902281292
2000-10,1571.5003872438795
2000-11,1436.27449543108
2000-12,1351.6595558376794
2001-01,1390.8177788648325
2001-02,1286.1716546369169
2001-03,1251.1694398955858
2001-04,1340.8589884785797
2001-05,1384.3780330693712
2001-06,1342.1145664304051
2001-07,1281.4423029445195
2001-08,1174.8579319553107
2001-09,1069.7547139420276
2001-10,1102.1743982091623
2001-11,1173.4061967075913
2001-12,1186.412716679904
2002-01,1188.9458715125902
2002-02,1173.3349710544271
2002-03,1214.4410093398965
2002-04,1134.8898417854207
2002-05,1096.952744850213
2002-06,974.5546911661615
2002-07,898.3721981771433
2002-08,899.96715136809
2002-09,794.5427448709738
2002-10,851.4621103477707
2002-11,893.5162696612034
2002-12,805.9127481562507
2003-01,763.6330259985762
2003-02,747.2471938821949
2003-03,735.916939563754
2003-04,783.960514266204
2003-05,786.0119373791151
2003-06,818.7866989720098
2003-07,851.8685587454333
2003-08,891.4580481526301
2003-09,845.1204901516359
2003-10,896.8695784428363
2003-11,883.1332856910989
2003-12,892.2047389861805
2004-01,919.80475666511
2004-02,934.9649561185794
2004-03,939.4164404705589
2004-04,943.4984470811127
2004-05,934.7580612188087
2004-06,957.6297633804002
2004-07,935.6363509070742
2004-08,930.474554754713
2004-09,927.6010451080692
2004-10,928.0951998492858
2004-11,934.779113846097
2004-12,949.0248119472524
2005-01,967.2934418619358
2005-02,980.1140658616474
2005-03,981.6244707836788
2005-04,966.1444253604774
2005-05,1028.2308488379583
2005-06,1057.514848637228
2005-07,1090.4917718069055
2005-08,1085.483882717619
2005-09,1136.0507264960809
2005-10,1116.2372471775534
2005-11,1171.8305764252032
2005-12,1197.2038328394979
2006-01,1214.7192789337664
2006-02,1235.170356866419
2006-03,1243.7334407102555
2006-04,1230.735162368784
2006-05,1166.1806561731714
2006-06,1170.9844757461444
2006-07,1180.5178778883558
2006-08,1207.3419944439866
2006-09,1234.5047763587881
2006-10,1270.1390327852305
2006-11,1252.3886872589069
2006-12,1283.8538113065363
2007-01,1318.0025187284218
2007-02,1289.9780293123335
2007-03,1303.320736839333
2007-04,1327.5364169456184
2007-05,1384.040530067317
2007-06,1368.0109711247828
2007-07,1318.5478621894006
2007-08,1323.1373096117607
2007-09,1326.9286474711187
2007-10,1343.1791522302622
2007-11,1269.9542842686649
2007-12,1258.218299362294
2008-01,1148.4448618800604
2008-02,1113.5206098053307
2008-03,1057.0690935813677
2008-04,1131.9689915978374
2008-05,1151.6421001603321
2008-06,1044.729757813634
2008-07,1030.0225752438075
2008-08,1073.9670719853818
2008-09,992.6069589183124
2008-10,888.8904203616635
2008-11,828.9210352856904
2008-12,782.4363999150612
2009-01,773.4662796109234
2009-02,699.0033243052709
2009-03,721.3528586100555
2009-04,804.9423887877128
2009-05,820.2260917707046
2009-06,824.2678866813972
2009-07,885.7240916861583
2009-08,912.3646802847013
2009-09,931.9992140790597
2009-10,905.8349440379225
2009-11,926.7264473963708
2009-12,988.265359671601
2010-01,978.4370486266854
2010-02,1009.6218936740183
2010-03,1082.7642238806507
2010-04,1103.2340164306688
2010-05,1079.8099433498858
2010-06,1044.2658193607044
2010-07,1062.3611284229005
2010-08,1047.7655584637503
2010-09,1066.9395052272237
2010-10,1087.2549262668815
2010-11,1135.4654528345766
2010-12,1184.388039641773
2011-01,1184.4765536617545
2011-02,1215.5083585849939
2011-03,1174.4297706002899
2011-04,1172.1632493897282
2011-05,1183.3346296281734
2011-06,1155.2621903020893
2011-07,1144.1167499123114
2011-08,1059.6783845602354
2011-09,1038.3348410218682
2011-10,1103.0463982350666
2011-11,1114.7303442332566
2011-12,1154.2368104270338
2012-01,1202.8648730144532
2012-02,1234.1083714713973
2012-03,1256.2446607721688
2012-04,1249.4339123752102
2012-05,1220.6481778029374
2012-06,1250.5756637467978
2012-07,1304.8878172637908
2012-08,1306.474277404304
2012-09,1315.99007990866
2012-10,1297.151609870978
2012-11,1308.8248484680132
2012-12,1317.0821037211456
2013-01,1341.7939525981046
2013-02,1396.3453962978508
2013-03,1453.593324818458
2013-04,1457.9290397414572
2013-05,1483.6859805382599
2013-06,1441.131899802047
2013-07,1483.8320864586126
2013-08,1463.5466910227158
2013-09,1497.223950024067
2013-10,1549.748810398553
2013-11,1574.8035353380867
2013-12,1587.460546029517
2014-01,1561.1919523275596
2014-02,1599.9093339853382
2014-03,1606.749722016933
2014-04,1613.0956869093018
2014-05,1671.673911460823
2014-06,1695.6878060263182
2014-07,1706.5671836614795
2014-08,1771.6928023544217
2014-09,1795.9764695044796
2014-10,1819.9230966934704
2014-11,1863.8530871874477
2014-12,1887.9449777176292
2015-01,1986.59492749456
2015-02,2115.6867996433093
2015-03,2174.6886540106802
2015-04,2132.898261348166
2015-05,2185.6329692657027
2015-06,2099.9127133066954
2015-07,2152.7046396288133
2015-08,1984.4753087961615
2015-09,1919.9076250017572
2015-10,2094.2292001141
2015-11,2178.4285075267053
2015-12,2079.541441762066
2016-01,1964.5838248902246
2016-02,1941.2086398760114
2016-03,1978.915212661958
2016-04,1999.2873554773557
2016-05,2065.6680842962987
2016-06,2047.6581720227448
2016-07,2119.8908499150543
2016-08,2131.3686506283166
2016-09,2122.360086310863
2016-10,2134.2844552160254
2016-11,2233.8902440244296
2016-12,2302.6386322468175
2017-01,2301.8286433197554
2017-02,2406.536540419302
2017-03,2418.458199970979
2017-04,2410.601914123842
2017-05,2385.7100937394957
2017-06,2362.0536178006428
2017-07,2340.111949893993
2017-08,2323.1032916788217
2017-09,2388.184773553492
2017-10,2471.58957022854
2017-11,2464.0968043164135
2017-12,2481.184511829717
2018-01,2517.778718875417
2018-02,2462.8046673553895
2018-03,2391.3804609689037
2018-04,2461.554937869232
2018-05,2558.3168485915235
2018-06,2556.173847958361
2018-07,2629.3821556950857
2018-08,2676.988038811633
2018-09,2696.881876954835
2018-10,2558.3794819832788
2018-11,2588.2612790300786
2018-12,2369.568605308157
2019-01,2546.064817522438
2019-02,2638.41918673762
2019-03,2707.9066934127427
2019-04,2808.0928283667754
2019-05,2660.27894726345
