Date,ACWI ex EMU
2000-12,100.0
2001-01,103.91298793438773
2001-02,96.53479532283282
2001-03,93.79038135344325
2001-04,100.13323356344733
2001-05,104.62932056022497
2001-06,101.67846634264392
2001-07,96.43324723014395
2001-08,88.4323281625418
2001-09,80.71153440030676
2001-10,82.98118583355298
2001-11,88.76847286632406
2001-12,89.79432202114954
2002-01,90.75856086715477
2002-02,89.60264370031437
2002-03,92.61672747123897
2002-04,86.55081031650677
2002-05,83.60168593906864
2002-06,73.83748590031395
2002-07,68.81079993897002
2002-08,68.87803196317118
2002-09,61.433261513920414
2002-10,65.33119218466543
2002-11,68.46593891845501
2002-12,61.78146534149983
2003-01,58.64639189230781
2003-02,57.567671580351906
2003-03,56.83285768461638
2003-04,59.92163524171391
2003-05,60.025760698785234
2003-06,62.67655941041103
2003-07,65.31568462415872
2003-08,68.75885169636555
2003-09,65.24940067013698
2003-10,69.1778023085666
2003-11,67.7251665544596
2003-12,68.16464117887816
2004-01,70.37485337214328
2004-02,71.62587716963951
2004-03,72.39818929105157
2004-04,72.36297840857256
2004-05,71.52426756177871
2004-06,73.16466969232744
2004-07,71.64461868864085
2004-08,71.501640419377
2004-09,71.1638768898525
2004-10,70.88732518433882
2004-11,71.3238587866173
2004-12,72.2882111183263
2005-01,73.78577709874178
2005-02,74.82296214875353
2005-03,74.76196662291413
2005-04,73.83334863911395
2005-05,78.73385075814096
2005-06,81.02945011250307
2005-07,83.61214096021992
2005-08,83.26260315181914
2005-09,87.5339109251775
2005-10,85.90733264340443
2005-11,90.63406046319075
2005-12,92.60652128081541
2006-01,94.07549584268591
2006-02,95.50722567181265
2006-03,95.72665681859226
2006-04,94.88780746615151
2006-05,89.22922482125581
2006-06,89.57809997678979
2006-07,90.34087002826973
2006-08,92.21646333299418
2006-09,94.19891159255539
2006-10,96.97821957247585
2006-11,95.80279855619094
2006-12,98.2434505720436
2007-01,100.74669805833703
2007-02,98.48296645862565
2007-03,99.38160202951477
2007-04,100.71963587972067
2007-05,105.27212875744999
2007-06,104.60069169645143
2007-07,101.78039310979162
2007-08,102.05731713447805
2007-09,102.9991064381704
2007-10,105.02040592334292
2007-11,98.47051278956828
2007-12,97.7180055783352
2008-01,89.24631741208904
2008-02,87.1199735855787
2008-03,81.77405993905468
2008-04,88.08608163929739
2008-05,89.76431152496505
