Date,ACWI ex EMU
2008-06,81.63346202978236
2008-07,80.27618395288344
2008-08,83.59135290789153
2008-09,77.10472328259928
2008-10,69.06545946517598
2008-11,64.48241409122706
2008-12,60.43401168134538
2009-01,60.55402701829746
2009-02,55.296127405325485
2009-03,57.215747579756744
2009-04,63.759950859284196
2009-05,65.47409215298033
2009-06,65.92064160762442
2009-07,70.7695802994785
2009-08,72.05952040434194
2009-09,73.79734564227795
2009-10,72.21738884368412
2009-11,73.97642533207475
2009-12,79.1468020385394
2010-01,78.6007330376417
2010-02,81.66933322774962
2010-03,87.60793877415927
2010-04,89.86286881457218
2010-05,88.63512967451352
2010-06,85.85225845045794
2010-07,86.76496248635054
2010-08,86.15653177485588
2010-09,87.50393850614738
2010-10,88.82003475613463
2010-11,93.8995345972835
2010-12,97.64466272013281
2011-01,96.39600308707423
2011-02,98.49803290231009
2011-03,95.75102550915065
2011-04,94.7990602118532
2011-05,96.17671749129944
2011-06,93.66272994958915
2011-07,93.60514193445464
2011-08,87.2741178403698
2011-09,85.13354451633587
2011-10,90.4556525063427
2011-11,91.23873884755349
2011-12,94.82703472790557
2012-01,99.4572468144133
2012-02,102.05921820925104
2012-03,103.34499102794678
2012-04,103.33884184717711
2012-05,101.20155140294077
2012-06,103.05381549235562
2012-07,107.81428000058206
2012-08,107.15001292669751
2012-09,108.26906023113997
2012-10,106.40827385031167
2012-11,107.13954105889103
2012-12,107.89896875471473
2013-01,109.4443748219707
2013-02,114.23201240164364
2013-03,118.90089622099194
2013-04,118.74938307751509
2013-05,120.22904093201605
2013-06,116.6868167602765
2013-07,119.19234439363157
2013-08,117.48205623220088
2013-09,119.85107794559316
2013-10,123.8558587855312
2013-11,125.41309425011416
2013-12,126.01063968779071
2014-01,123.65795916590672
2014-02,126.18735500291378
2014-03,127.07397198689263
2014-04,127.39453906019742
2014-05,132.41325612650365
2014-06,134.86551053256807
2014-07,137.10362121527206
2014-08,142.7139608547718
2014-09,143.99549879733746
2014-10,146.9091716690826
2014-11,149.68085144764675
2014-12,151.81663091003855
2015-01,159.93194989681848
2015-02,169.6594494264043
2015-03,174.40211196165902
2015-04,172.02429538477574
2015-05,175.92719455318323
2015-06,169.03741857387567
2015-07,171.36456216421556
2015-08,157.4441113206976
2015-09,152.57789346828702
2015-10,166.15101232667266
2015-11,172.5011142586471
2015-12,164.93548770753384
2016-01,155.72520229352816
2016-02,154.36515753214837
2016-03,158.03198705115366
2016-04,159.5094672924496
2016-05,164.47498163553269
2016-06,164.8741160056313
2016-07,170.5946491903767
2016-08,171.74607340094798
2016-09,171.19643747743066
2016-10,172.42370909285646
2016-11,180.3894039949165
2016-12,184.53383691091017
2017-01,185.2868727830687
2017-02,194.12170118129336
2017-03,194.19730955362616
2017-04,193.1447952624154
2017-05,190.5798377038488
2017-06,189.11575197727595
2017-07,187.86163992462417
2017-08,187.01324001140497
2017-09,191.26969131084797
2017-10,198.40747647327004
2017-11,197.9973945551086
2017-12,200.2041682228829
2018-01,203.547162229442
2018-02,199.5706068721
2018-03,193.47675597295918
2018-04,198.33092568068332
2018-05,206.76552915241757
2018-06,205.67723139244052
2018-07,211.2684017664727
2018-08,215.11300436294587
2018-09,216.63519579374494
2018-10,205.73819496953726
2018-11,209.42227259106676
2018-12,192.37010588624108
2019-01,207.03217280812663
2019-02,214.0983406369811
2019-03,220.16578926544415
2019-04,227.6708887901836
2019-05,215.50451795634137
2019-06,224.49490388348502
2019-07,230.8678785534783
2019-08,227.86134236937016
2019-09,234.8757176211549
2019-10,235.6001898741097
2019-11,244.45745432720037
2019-12,248.72234951033832
2020-01,249.63776803747137
2020-02,231.67948354085541
2020-03,201.51271355686015
2020-04,224.35626415894686
2020-05,230.1163237782921
2020-06,234.6031700094214
2020-07,234.9347789432666
2020-08,246.82716048226703
2020-09,243.73726777656594
2020-10,240.27588786431326
2020-11,261.15384530155256
2020-12,267.25323191497927
2021-01,268.3305760040082
2021-02,274.50079470952517
2021-03,290.9208559128203
2021-04,296.3812922363655
2021-05,295.65560198299653
2021-06,309.8023126085919
2021-07,311.7852212467658
2021-08,321.1889694867677
2021-09,313.9385591117046
2021-10,330.7828566340455
2021-11,332.98652779355604
2021-12,342.1937387598622
2022-01,330.0728654975394
2022-02,321.64084872381994
2022-03,332.79340706727527
2022-04,322.6139076780055
2022-05,317.54815882316353
2022-06,298.770336969591
2022-07,328.30208673857413
2022-08,321.3563567386921
2022-09,298.0587385513998
2022-10,312.60320312061236
2022-11,322.0922029155485
2022-12,297.49709317173375
2023-01,312.1641374696715
2023-02,309.8945868585739
2023-03,311.7948609604954
2023-04,310.7578864590669
2023-05,319.8222023474041
2023-06,330.54994039217297
2023-07,339.2577541871411
