Date,EAFE ex ISRAEL
2010-05,1026.9451595475448
2010-06,1018.5168650319997
2010-07,1049.30106969771
2010-08,1041.721788509125
2010-09,1064.8351652563613
2010-10,1084.0472245119724
2010-11,1101.4518129249827
2010-12,1155.4180032375282
2011-01,1157.746088518145
2011-02,1187.5877062258908
2011-03,1129.5476358745989
2011-04,1145.7564502863493
2011-05,1147.0558950814968
2011-06,1123.3977885345823
2011-07,1115.4620215785574
2011-08,1013.0474583820944
2011-09,983.7876122525008
2011-10,1037.3650831931304
2011-11,1022.8824130125373
2011-12,1050.600991646179
2012-01,1097.1735548137785
2012-02,1135.8649731101796
2012-03,1135.5141043056894
2012-04,1119.9052783347227
2012-05,1061.2163557462288
2012-06,1107.1223834624714
2012-07,1153.5705376660112
2012-08,1157.679233899082
2012-09,1167.74725169534
2012-10,1169.0136375302366
2012-11,1192.9086896309645
2012-12,1215.0891935614645
2013-01,1242.7333708133942
2013-02,1277.8550151360478
2013-03,1311.4554266627292
2013-04,1344.3626227239893
2013-05,1334.5041376206302
2013-06,1283.1462549826147
2013-07,1322.6274271541897
2013-08,1314.3832448184262
2013-09,1375.2130962074766
2013-10,1415.525920885146
2013-11,1423.8862417624946
2013-12,1428.1044177615138
2014-01,1399.9579775866553
2014-02,1442.7941735398897
2014-03,1436.1218687204062
2014-04,1448.4180857624108
2014-05,1495.7284038693397
2014-06,1504.896839723797
2014-07,1509.481320118714
2014-08,1531.1726754070967
2014-09,1534.7024337740177
2014-10,1524.8851671296084
2014-11,1553.2652634627145
2014-12,1544.5237091986346
2015-01,1664.4635273073125
2015-02,1775.234450447966
2015-03,1824.6577896727351
2015-04,1820.7906088285372
2015-05,1851.3863814178267
2015-06,1769.8805445542605
2015-07,1820.7333518842383
2015-08,1663.30113927148
2015-09,1585.3228549722835
2015-10,1727.2632130279676
2015-11,1778.40046322171
2015-12,1705.2724039846375
2016-01,1588.2267536971171
2016-02,1552.7501399762345
2016-03,1577.6213971082325
2016-04,1615.1195213945703
2016-05,1647.0472074004178
2016-06,1594.8191773246315
2016-07,1664.6196288871643
2016-08,1673.0060530686144
2016-09,1679.0567314488994
2016-10,1686.7206761695822
2016-11,1708.6007876078945
2016-12,1777.6089411009934
2017-01,1785.4935420173126
2017-02,1841.5425560831466
2017-03,1880.2301350277176
2017-04,1893.9717792903168
2017-05,1901.9288524987815
2017-06,1871.041324693965
2017-07,1862.8322164868691
2017-08,1848.365483033926
2017-09,1904.954956973408
2017-10,1962.9306348357688
2017-11,1938.15459291463
2017-12,1954.8090431909918
2018-01,1978.854992325825
2018-02,1929.9182405149597
2018-03,1879.7462375884372
2018-04,1957.2403727911296
2018-05,1979.4074132505461
2018-06,1954.4397424320914
2018-07,1998.1032115940654
2018-08,1970.007136965416
2018-09,1990.8489683082757
2018-10,1878.1865174719471
2018-11,1876.687679204373
2018-12,1769.4256022595089
2019-01,1878.1201111547907
2019-02,1941.1549498361157
2019-03,1981.1481624208234
2019-04,2040.7390964567865
2019-05,1954.402367057606
2019-06,2026.1022177375191
2019-07,2045.6422691933421
2019-08,2015.0794953347968
2019-09,2094.07780253267
2019-10,2119.7970378719956
2019-11,2168.5741005904338
2019-12,2199.998202153395
2020-01,2180.980082181363
2020-02,2001.1094069019423
2020-03,1736.2833144044369
2020-04,1851.3172255405482
2020-05,1901.7926547346583
2020-06,1948.088808759373
2020-07,1892.951802068127
2020-08,1968.4053970883663
2020-09,1956.1453829993877
2020-10,1890.1571206367275
2020-11,2126.5981076399157
2020-12,2175.2223692080966
2021-01,2167.00215131324
2021-02,2217.9456882541836
2021-03,2343.847712265655
2021-04,2356.7613958588513
2021-05,2396.9177819336905
2021-06,2443.0284048008607
2021-07,2461.0221659902722
2021-08,2515.956793978212
2021-09,2488.221121025666
2021-10,2552.750965574289
2021-11,2502.015713743427
2021-12,2603.4321399836585
2022-01,2514.135362005157
2022-02,2464.235243729695
2022-03,2503.691581074998
2022-04,2470.1005621990166
2022-05,2451.8128646429764
2022-06,2279.0031676770313
2022-07,2452.8898221432596
2022-08,2367.2717293354667
2022-09,2203.1186754715295
2022-10,2300.5326302771914
2022-11,2459.653006586132
2022-12,2375.8788276593314
2023-01,2524.449091987159
2023-02,2531.7449503305916
2023-03,2532.752944986112
2023-04,2563.6521695689626
2023-05,2542.3981435790142
2023-06,2597.854372976287
2023-07,2653.0398037224277
