Date,ACWI ex CHILE
2015-12,2158.504976158565
2016-01,2036.1205085058837
2016-02,2013.670542351925
2016-03,2062.240883854333
2016-04,2082.054060508161
2016-05,2144.9859265858395
2016-06,2136.2282855975413
2016-07,2213.7835912843384
2016-08,2230.331430643757
2016-09,2223.9612506083527
2016-10,2240.9871910774086
2016-11,2333.548093627672
2016-12,2397.70868551785
2017-01,2404.0667427949343
2017-02,2513.595053407432
2017-03,2527.6085326924076
2017-04,2521.357941314029
2017-05,2495.6275768605815
2017-06,2471.754630850328
2017-07,2457.781166616664
2017-08,2446.4820711071734
2017-09,2507.883807533269
2017-10,2597.7593452435517
2017-11,2587.7181479269084
2017-12,2610.4606280138137
2018-01,2658.167964102822
2018-02,2601.006185622259
2018-03,2524.199887518241
2018-04,2593.9431046115983
2018-05,2688.513783652307
2018-06,2673.5456624090775
2018-07,2748.2354365800416
2018-08,2785.7700734722885
2018-09,2802.6295719574123
2018-10,2657.7316248450848
2018-11,2698.4467909250775
2018-12,2484.35167088492
2019-01,2670.332827088859
2019-02,2763.024279388628
2019-03,2837.4721201870143
2019-04,2939.0939487898386
2019-05,2780.605283284717
2019-06,2899.0928531972404
2019-07,2974.0922984048925
2019-08,2935.7008960383687
2019-09,3027.7861386053382
2019-10,3040.009196104377
2019-11,3151.506247744449
2019-12,3204.456260595762
2020-01,3210.144312164646
2020-02,2977.1673470089363
2020-03,2578.1643050591683
2020-04,2859.329530214764
2020-05,2938.1807178149916
2020-06,3002.848447025258
2020-07,3002.8665755774464
2020-08,3151.1723757513246
2020-09,3110.178957827245
2020-10,3054.8507225569156
2020-11,3341.428695046463
2020-12,3418.2527359722512
2021-01,3426.92325101361
2021-02,3509.3498466472893
2021-03,3720.9672314868476
2021-04,3792.073744111049
2021-05,3791.840408886301
2021-06,3960.940389067748
2021-07,3988.710488862634
2021-08,4107.028147806328
2021-09,4010.4644857552285
2021-10,4221.625399376871
2021-11,4235.651059752738
2021-12,4360.397573819732
2022-01,4205.848159814242
2022-02,4089.0709195253307
2022-03,4217.055875547103
2022-04,4091.810809651961
2022-05,4033.8743356509676
2022-06,3785.282997302628
2022-07,4151.962585171014
2022-08,4055.017996087379
2022-09,3763.805263234504
2022-10,3955.8925355684014
2022-11,4091.783575829631
2022-12,3792.2485157304445
2023-01,3993.6378272984493
2023-02,3972.6707871372023
2023-03,3997.4385917558593
2023-04,3990.518254299658
2023-05,4088.1721848327957
2023-06,4226.76011290193
2023-07,4335.543544893039
