Date,EFM CEEC ex RU
2002-05,278.65994940563235
2002-06,241.47819163128662
2002-07,231.43120360631136
2002-08,249.1158995068943
2002-09,234.6313770238551
2002-10,252.32735387359418
2002-11,270.251182301803
2002-12,257.49807680520223
2003-01,246.09609980385167
2003-02,238.55484483588867
2003-03,234.01461836587626
2003-04,254.95854506702594
2003-05,261.871704316804
2003-06,247.6609583568168
2003-07,269.84320736607486
2003-08,301.3194179443166
2003-09,283.1047082942879
2003-10,295.5041741971698
2003-11,280.64984544876336
2003-12,294.04960174361366
2004-01,308.8227198309649
2004-02,327.25692072279736
2004-03,350.1506832233981
2004-04,351.1072572978946
2004-05,351.0911766385286
2004-06,360.86497484517963
2004-07,365.98740225438416
2004-08,376.8890006396459
2004-09,398.1309397401245
2004-10,423.28021886574476
2004-11,457.4061938962576
2004-12,487.69351431739244
2005-01,499.8477291077269
2005-02,583.153129507765
2005-03,537.1370129019206
2005-04,499.83083514098985
2005-05,523.3696348532708
2005-06,574.0072483521989
2005-07,622.2864414146435
2005-08,657.6411020294445
2005-09,721.3697760546592
2005-10,652.9317411723165
2005-11,678.867026887606
2005-12,698.6516319611616
2006-01,736.0599487583416
2006-02,760.3080969761947
2006-03,739.2237316243913
2006-04,793.932481566136
2006-05,704.2318885339912
2006-06,693.8180229782621
2006-07,765.9536363965432
2006-08,733.425775923002
2006-09,732.4796483895078
2006-10,793.8282103892403
2006-11,833.1449793625192
2006-12,887.0939840464191
2007-01,899.4619632292529
2007-02,860.9216383964506
2007-03,919.0386114737375
2007-04,958.1079516808823
2007-05,983.4959051007431
2007-06,1042.1431512495028
2007-07,1038.764824617949
2007-08,990.0781592980641
2007-09,1016.8013190066225
2007-10,1063.4383520953447
2007-11,999.9999999999997
2007-12,1013.2941312953056
2008-01,877.4624774505257
2008-02,886.8600906552294
2008-03,868.094643902124
2008-04,882.7691214339554
2008-05,931.8408013621594
2008-06,864.7628817433787
2008-07,918.2290080765588
2008-08,858.3045553975895
2008-09,751.0356292973454
2008-10,551.9318306695318
2008-11,498.2780994977218
2008-12,470.9638637771731
2009-01,402.0093231405154
2009-02,341.71311441286747
2009-03,374.4248069070121
2009-04,455.8477745254862
2009-05,482.92927274727487
2009-06,497.72726091383527
2009-07,591.5307777696141
2009-08,622.2643022131294
2009-09,624.9167223971712
2009-10,636.9413443264369
2009-11,658.7618327232037
2009-12,671.5353723919417
2010-01,697.1395545587287
2010-02,677.4681444970433
2010-03,753.4617955922649
2010-04,762.4264931333596
2010-05,692.6240000843007
2010-06,646.8539945535312
2010-07,703.1805821296012
2010-08,693.2871706777045
2010-09,738.0752785357905
2010-10,750.6801659860417
2010-11,716.8711403626899
2010-12,761.3321750781724
2011-01,778.442663277982
2011-02,781.1712671052973
2011-03,795.6886924040938
2011-04,834.5250736554498
2011-05,824.2564526387725
2011-06,799.1499762780583
2011-07,777.6851478890554
2011-08,684.6548751439151
2011-09,586.5003724398014
2011-10,629.9711117308022
2011-11,598.5836268062802
2011-12,576.6149008435461
2012-01,644.1036824090352
2012-02,662.3962457889784
2012-03,653.3074327411059
2012-04,640.4686217516236
2012-05,572.1382856880462
2012-06,633.1430278308139
2012-07,644.8839423998618
2012-08,666.4260836579725
2012-09,695.8139478348504
2012-10,684.6075018035355
2012-11,696.6440654596072
2012-12,729.2573479349726
2013-01,702.5593331040687
2013-02,703.6218512046661
2013-03,678.0019561424057
2013-04,669.9192243936055
2013-05,696.2737614301354
2013-06,647.8309509355174
2013-07,674.0332603450016
2013-08,685.7422250024558
2013-09,702.4893225919574
2013-10,742.7092935933495
2013-11,744.8525732496543
2013-12,711.562790326555
2014-01,689.2862575518304
2014-02,730.8606666484314
2014-03,721.1171857179662
2014-04,719.6747488130662
2014-05,743.915434196111
2014-06,737.7672806208416
2014-07,713.7618166509064
2014-08,736.9959073550325
2014-09,775.657448412461
2014-10,746.6431913000275
2014-11,737.3097995175202
2014-12,696.6275953907619
2015-01,709.0397856429662
2015-02,735.1706856469953
2015-03,765.1154984092489
2015-04,810.5978950705644
2015-05,778.0240416633025
2015-06,743.9090529814721
2015-07,739.406170505506
2015-08,699.8973895650875
2015-09,669.3134526481607
2015-10,674.6847514289436
2015-11,651.4087417147323
2015-12,629.7803953835098
2016-01,598.4439019320694
2016-02,605.5528948656989
2016-03,674.1746456878014
2016-04,639.1033805409871
2016-05,615.9579620701627
2016-06,601.5918043930648
2016-07,625.6235080211306
2016-08,632.6530844370499
2016-09,624.6852647908282
2016-10,659.8608525768469
2016-11,634.4896515723203
2016-12,681.6040139291149
2017-01,721.140360625504
2017-02,758.9753088932277
2017-03,759.0053330709967
2017-04,809.4160719903848
2017-05,807.5884483341956
2017-06,807.206830540055
2017-07,834.2110513182517
2017-08,874.6378389170367
2017-09,848.0039834640436
2017-10,887.0349571176747
2017-11,861.6794923388311
2017-12,886.5370545931827
2018-01,928.9703342275242
2018-02,870.8228986857496
2018-03,832.2833435176983
2018-04,850.5703724210179
2018-05,790.1205988277235
2018-06,781.2723752842282
2018-07,843.5927368403637
2018-08,853.0809563815037
2018-09,847.7510528427622
2018-10,801.7677081243316
2018-11,855.5972486577444
2018-12,837.9461738420374
2019-01,871.7527249611362
2019-02,862.2604505855428
2019-03,864.5767027429939
2019-04,877.488483954257
2019-05,854.6341772533434
2019-06,880.8154958345981
2019-07,875.9125052853901
2019-08,823.0503655411252
2019-09,835.9414620247494
2019-10,866.3632209645807
2019-11,858.4569603810509
2019-12,880.2669672473222
2020-01,840.482897826995
2020-02,740.3972294558096
2020-03,579.0877493771006
2020-04,628.1803857600983
2020-05,666.6532110075086
2020-06,677.433549329854
2020-07,675.1466730334652
2020-08,691.10349636468
2020-09,638.0325580239215
2020-10,572.8122681022363
2020-11,697.7958417992619
2020-12,741.7987981530581
2021-01,750.3932420349056
2021-02,741.4296238288719
2021-03,751.9211613447285
2021-04,789.3594798545531
2021-05,873.5451640976032
2021-06,873.0038686501468
2021-07,885.778555595485
2021-08,947.9353857131351
2021-09,935.5030973446594
2021-10,976.4782163546165
2021-11,912.1917513719349
2021-12,936.9612957172459
2022-01,930.6521777167472
2022-02,800.1083762544924
2022-03,837.4912818281643
2022-04,769.1355373165122
2022-05,754.4927352796979
2022-06,704.9533250345332
2022-07,730.3828036931195
2022-08,687.7537995464702
2022-09,612.017751036305
2022-10,675.0186163746323
2022-11,747.6746180818669
2022-12,751.0437571912043
2023-01,794.7812072340995
2023-02,804.5922591018854
2023-03,773.9367795533752
2023-04,841.0902246034098
2023-05,837.6263008143625
2023-06,903.0010848620727
2023-07,959.8445258595636
