Date,FRONTIER EMERGING MARKETS
2002-11,1000.0
2002-12,934.0358904940086
2003-01,933.4400129944984
2003-02,923.9010911002896
2003-03,900.5294680860836
2003-04,983.8256955640244
2003-05,1003.5385372867262
2003-06,1060.7280323045054
2003-07,1098.6316611820903
2003-08,1182.2701309616145
2003-09,1221.7334090717118
2003-10,1288.7174822347333
2003-11,1267.4210149635
2003-12,1384.3571969919606
2004-01,1405.5213797709744
2004-02,1432.5985149099984
2004-03,1421.955775611021
2004-04,1438.1603468939961
2004-05,1370.3629107314955
2004-06,1398.974401551914
2004-07,1454.9223710410033
2004-08,1446.0920195673232
2004-09,1501.372318323152
2004-10,1502.6320324553058
2004-11,1554.4624799459327
2004-12,1601.9535194436892
2005-01,1790.5974088203975
2005-02,1927.50589705148
2005-03,1923.8667184244082
2005-04,1954.9442766712607
2005-05,2050.8001748169295
2005-06,2289.2336383784764
2005-07,2313.318371852822
2005-08,2387.111567601177
2005-09,2616.431130073371
2005-10,2581.437533155675
2005-11,2715.788374920564
2005-12,2752.405834803991
2006-01,2891.355266490978
2006-02,2878.840564636007
2006-03,2773.759418622609
2006-04,2781.3967026354103
2006-05,2388.3337186551944
2006-06,2329.8653411509376
2006-07,2423.3684931272674
2006-08,2537.7164209444245
2006-09,2593.901120502613
2006-10,2732.2609355484315
2006-11,2612.455804545083
2006-12,2730.525615515705
2007-01,2825.09910143023
2007-02,2834.008881771795
2007-03,2891.3449527997736
2007-04,2969.350772902367
2007-05,3230.506671337459
2007-06,3301.181564868495
2007-07,3450.721124596849
2007-08,3310.995318329229
2007-09,3429.1265957739142
2007-10,3651.6221301636574
2007-11,3475.0105085010673
2007-12,3606.6393034128105
2008-01,3373.306479045239
2008-02,3500.8017202676892
2008-03,3155.676756171816
2008-04,3313.5590211609256
2008-05,3324.777212986683
2008-06,3133.4633214162654
2008-07,3111.411640368213
2008-08,3069.0466110903653
2008-09,2743.7612957757688
2008-10,2142.216025075994
2008-11,1927.9239666291423
2008-12,1679.7186258865434
2009-01,1541.1033329285256
2009-02,1478.5344959055838
2009-03,1539.7386112359054
2009-04,1713.1965876914035
2009-05,1870.9329946116306
2009-06,1926.7108354939055
2009-07,1999.3160619605605
2009-08,2076.856319790967
2009-09,2139.0467414517907
2009-10,2063.499311144662
2009-11,1958.540680908504
2009-12,2044.1801234566808
2010-01,2074.245546152651
2010-02,2219.4280301871154
2010-03,2375.1522686540025
2010-04,2452.2707836003738
2010-05,2468.1079656828956
2010-06,2459.1116484793915
2010-07,2468.725989135968
2010-08,2589.9874303196934
2010-09,2613.8198512544714
2010-10,2698.7808192918674
2010-11,2761.2056444009795
2010-12,2812.4423732235127
2011-01,2637.2322853259443
2011-02,2512.4969724395078
2011-03,2485.022959310614
2011-04,2443.5304066037893
2011-05,2485.7653468963726
2011-06,2414.376544403147
2011-07,2413.6874064369404
2011-08,2338.7074569827428
2011-09,2310.7578954810624
2011-10,2343.0299360614395
2011-11,2323.2279958932186
2011-12,2396.3636958877505
2012-01,2513.4474875379155
2012-02,2558.8131333126416
2012-03,2615.0011628693396
2012-04,2669.170879564426
2012-05,2693.4759544659537
2012-06,2642.3733799419924
2012-07,2747.7153277011407
2012-08,2698.9771061645497
2012-09,2762.891929424406
2012-10,2773.282923038143
2012-11,2779.9941110812088
2012-12,2852.0143614985286
2013-01,2905.4890342040226
2013-02,3000.090821650624
2013-03,3056.5996492646323
2013-04,2987.9863154781747
2013-05,3042.415063406375
2013-06,2844.834102405989
2013-07,2901.487743879226
2013-08,2825.771900675611
2013-09,2852.365031104171
2013-10,2938.7865324707204
2013-11,2864.957973637104
2013-12,2845.4503000476016
2014-01,2868.785012640682
2014-02,2923.713819057583
2014-03,3052.0152464010016
2014-04,3190.119631052576
2014-05,3362.9792863882267
2014-06,3396.6442559631564
2014-07,3524.7744889431156
2014-08,3625.4679598131997
2014-09,3714.0177487151677
2014-10,3621.7995930171273
2014-11,3495.549958367789
2014-12,3473.453459410695
2015-01,3657.275545629493
2015-02,3726.980009912173
2015-03,3818.73956327126
2015-04,3799.3751384013876
2015-05,3715.320987644033
2015-06,3637.418887337133
2015-07,3529.1480207555205
2015-08,3214.584606158247
2015-09,3159.74421453849
2015-10,3309.821221058157
2015-11,3246.345217604986
2015-12,3161.092257686988
2016-01,2991.7605645142203
2016-02,3066.127213017178
2016-03,3164.821575331418
2016-04,3234.126812212485
2016-05,3320.8613639879536
2016-06,3364.818253925709
2016-07,3403.127729702375
2016-08,3398.9813398902133
2016-09,3351.9427231055674
2016-10,3406.739771228284
2016-11,3312.75205504358
2016-12,3418.4554073830573
2017-01,3538.9940032710156
2017-02,3577.835943188043
2017-03,3620.8752589848527
2017-04,3616.4396200572696
2017-05,3648.876620434329
2017-06,3591.979722867666
2017-07,3553.962605393327
2017-08,3591.8810780691347
2017-09,3681.3481408711637
2017-10,3740.7941631285885
2017-11,3696.6379365929474
2017-12,3807.030921757416
2018-01,3841.0923185435972
2018-02,3811.063428068593
2018-03,3776.4821429633935
2018-04,3815.021268410514
2018-05,3657.2611524571776
2018-06,3539.273587558008
2018-07,3655.4799203261646
2018-08,3557.2375786038424
2018-09,3500.902511782581
2018-10,3444.9198749389975
2018-11,3501.6299697316986
2018-12,3415.215506880563
2019-01,3643.234010874008
2019-02,3691.148855925961
2019-03,3805.260154994316
2019-04,3827.9717035150843
2019-05,3829.8103652579757
2019-06,3929.327488966959
2019-07,4033.029052364432
2019-08,3825.5035223632876
2019-09,3827.7798765070597
2019-10,3838.026900711644
2019-11,3863.4950132944186
2019-12,3968.2972340288943
2020-01,3890.681604683911
2020-02,3664.938262123824
2020-03,2778.354250408639
2020-04,3006.7603828215065
2020-05,3077.8386291628053
2020-06,3150.5819171277885
2020-07,2991.6863570524465
2020-08,3122.8348305271857
2020-09,3148.82298697341
2020-10,3238.955193276048
2020-11,3384.575659238293
2020-12,3543.644901102263
2021-01,3404.8358923857936
