Date,FRONTIER EMERGING MARKETS
2021-02,3474.4401645807193
2021-03,3464.8119340223425
2021-04,3454.4996427214214
2021-05,3540.1845552252353
2021-06,3680.521735450056
2021-07,3540.1531462066637
2021-08,3801.2264179500944
2021-09,3827.3160663012673
2021-10,4033.547247083428
2021-11,3989.2523973465773
2021-12,3976.383593378589
2022-01,4064.2037679833575
2022-02,4004.7121844310795
2022-03,4083.840236606696
2022-04,4028.908523937274
2022-05,3891.9669913475213
2022-06,3550.5429784609764
2022-07,3695.6142749920123
2022-08,3792.038511375511
2022-09,3459.9842786615
2022-10,3503.787363209192
2022-11,3661.4418909072565
2022-12,3466.8311630708317
2023-01,3573.5858841495638
2023-02,3517.866136292517
2023-03,3486.864142277603
2023-04,3467.23617250576
2023-05,3501.355881480062
2023-06,3541.6954422351128
2023-07,3728.661163895499
