Date,ACWI ex JAPAN
2009-05,66.43139006970884
2009-06,66.49636022908527
2009-07,71.90705009323703
2009-08,73.55371900456221
2009-09,76.00660292971796
2009-10,74.20458298105268
2009-11,76.28976787256117
2009-12,81.58149853749094
2010-01,80.08969597483966
2010-02,82.62315426096568
2010-03,88.8114388329872
2010-04,90.55780337765437
2010-05,88.69220561237323
2010-06,86.0160702086706
2010-07,87.82440974035666
2010-08,86.77249357548489
2010-09,88.90437425095388
2010-10,90.60693900019685
2010-11,94.21052681840717
2010-12,98.0841198920612
2011-01,97.61490311703155
2011-02,99.56614460113745
2011-03,97.65125819153552
2011-04,97.5246148170147
2011-05,98.439670983845
2011-06,95.82609868722578
2011-07,94.68426569053757
2011-08,87.6675651479061
2011-09,84.54123850411952
2011-10,90.90146795717138
2011-11,91.4829137022771
2011-12,94.59084483144491
2012-01,99.36207292831742
2012-02,102.12495074721146
2012-03,103.20624762668172
2012-04,102.83745731289551
2012-05,100.20768471176518
2012-06,102.43907396001876
2012-07,107.33773273698804
2012-08,107.40032404687292
2012-09,108.61167761337384
2012-10,107.21333660853307
2012-11,108.09432429986359
2012-12,108.7994629123965
2013-01,110.62044802492366
2013-02,114.59225102458632
2013-03,118.50599373742868
2013-04,118.1441364216891
2013-05,120.4400235197062
2013-06,116.09725758345678
2013-07,119.51709422446685
2013-08,117.85515610983977
2013-09,120.41799196094853
2013-10,125.1456591286004
2013-11,126.71927467373277
2013-12,127.47045533240605
2014-01,125.02362136110146
2014-02,128.52309562865776
2014-03,129.54486379977754
2014-04,130.3509533213695
2014-05,135.07806688774912
2014-06,136.8136715469148
2014-07,138.10077376232687
2014-08,143.88024094251764
2014-09,144.86407544822873
2014-10,147.32286107286933
2014-11,150.6961823456217
2014-12,152.19863941235346
2015-01,160.16253711651257
2015-02,170.03880092121565
2015-03,174.3847701298013
2015-04,171.90113852671564
2015-05,175.25312501906373
2015-06,168.29111897635696
2015-07,171.24731257362788
2015-08,157.12886198057421
2015-09,152.44944066717864
2015-10,165.8494802645066
2015-11,172.06030908895454
2015-12,163.96181668358048
2016-01,154.99696781756705
2016-02,153.5652332556471
2016-03,157.60326045463907
2016-04,158.71333378349186
2016-05,163.65658224141745
2016-06,163.25853620862642
2016-07,168.89163986116466
2016-08,170.13725802193966
2016-09,169.50692977131212
2016-10,170.37516163168507
2016-11,177.8949006913568
2016-12,182.96342558848545
2017-01,183.3029700654841
2017-02,191.92513085110883
2017-03,193.2646907668069
2017-04,192.85977709392253
2017-05,190.76399894136924
2017-06,188.84057657641125
2017-07,187.90536886104456
2017-08,187.12242236840493
2017-09,191.81416090465368
2017-10,198.28683392477095
2017-11,197.30612042315286
2017-12,199.23113503424767
2018-01,203.0510091890424
2018-02,198.21209204535867
2018-03,192.3542239621493
2018-04,197.7198461650186
2018-05,205.10090898108302
2018-06,204.2873302432917
2018-07,210.43792473510484
2018-08,213.38120569709488
2018-09,214.23223908868422
2018-10,203.3274170133099
2018-11,206.62296236615254
2018-12,190.18064761163083
2019-01,204.70973429250736
2019-02,212.25373146534693
2019-03,218.07139898139116
2019-04,226.20605949543696
2019-05,213.65668744769775
2019-06,223.21850186606227
2019-07,229.00646980496512
2019-08,225.80096197127574
2019-09,232.54556355185102
2019-10,233.08324331773642
2019-11,241.95429538894092
2019-12,246.30233656514076
2020-01,246.7741097156998
2020-02,229.06002533500322
2020-03,197.24134117137234
2020-04,219.61606604835052
2020-05,225.39219670836226
2020-06,230.91484027371422
2020-07,232.05836418456988
2020-08,243.25290257414548
2020-09,239.34733385939705
2020-10,234.94449215710256
2020-11,256.9601640680002
2020-12,262.9744376807984
2021-01,263.7472578549192
2021-02,270.25433672906127
2021-03,286.88160914538247
2021-04,293.4917340245439
2021-05,293.4674605915565
2021-06,306.86050066146765
2021-07,309.377603311997
2021-08,318.4499577610293
2021-09,309.58158036824125
2021-10,327.59726413751866
2021-11,328.71020810586117
2021-12,338.7824993617378
2022-01,326.8323639790935
2022-02,317.48776290450667
2022-03,327.9517104576107
2022-04,318.3620498653074
2022-05,313.61294223986596
2022-06,294.1649544125366
2022-07,322.89341149062494
2022-08,315.1563280937952
2022-09,292.6663050968139
2022-10,308.1025221933723
2022-11,318.37092117613014
2022-12,294.34207355185544
2023-01,310.1413910152174
2023-02,308.6907582156723
2023-03,310.45445993967695
2023-04,310.10090379666906
2023-05,317.1434997519897
2023-06,328.212529082025
2023-07,336.78503947994716
