Date,ACWI ex NEW ZEALAND
2015-12,2158.236000566064
2016-01,2036.0626835895382
2016-02,2013.606051361672
2016-03,2062.1581165780135
2016-04,2081.988562246436
2016-05,2144.732588854926
2016-06,2136.10090458457
2016-07,2213.531532600324
2016-08,2229.9221972522996
2016-09,2223.5394922725413
2016-10,2240.89423250932
2016-11,2333.326612483109
2016-12,2397.4724572696477
2017-01,2403.8012136299703
2017-02,2513.3690921725847
2017-03,2527.6960227675504
2017-04,2521.365007789716
2017-05,2495.579151456394
2017-06,2471.5853373350465
2017-07,2457.798832277725
2017-08,2446.710029761559
2017-09,2508.1490133729167
2017-10,2598.2558249561666
2017-11,2587.7095299409402
2017-12,2610.837613126537
2018-01,2658.639070224899
2018-02,2601.5286594274753
2018-03,2524.7157054956356
2018-04,2594.5153337230267
2018-05,2688.7196774000936
2018-06,2673.5401957802123
2018-07,2748.3432733926425
2018-08,2785.451222726106
2018-09,2802.439288721073
2018-10,2657.5358525274432
2018-11,2698.268341522075
2018-12,2484.207968146124
2019-01,2670.352259799111
2019-02,2762.8194720752135
2019-03,2836.961466461342
2019-04,2938.436149500033
2019-05,2779.7970225589916
2019-06,2898.2528833356487
2019-07,2972.976168831617
2019-08,2934.575425969238
2019-09,3026.7352964670354
2019-10,3038.654120238421
2019-11,3149.516193251296
2019-12,3202.585231093246
2020-01,3208.0677531778997
2020-02,2975.050892263736
2020-03,2576.167546323352
2020-04,2857.2235947381896
2020-05,2935.817513816991
2020-06,3000.271014193553
2020-07,3000.38925576984
2020-08,3148.358439915879
2020-09,3107.4931165371636
2020-10,3052.1818400621473
2020-11,3338.538711100824
2020-12,3415.586907737843
2021-01,3424.2122425693615
2021-02,3507.0697059307995
2021-03,3718.7927510575278
2021-04,3789.5092389317006
2021-05,3789.3982601608623
2021-06,3958.3597864694575
2021-07,3985.9942492239825
2021-08,4104.233037508024
2021-09,4007.6263814874
2021-10,4218.454569737788
2021-11,4232.725913722276
2021-12,4357.2195142294195
2022-01,4203.326809828585
2022-02,4086.5915248580677
2022-03,4214.698988287945
2022-04,4089.4485081665207
2022-05,4031.9741023186
2022-06,3783.174419659559
2022-07,4149.777845647163
2022-08,4053.0371859753373
2022-09,3761.9793001654284
2022-10,3953.873770005122
2022-11,4089.557257768634
2022-12,3790.108024342559
2023-01,3991.446006880419
2023-02,3970.4632866309034
2023-03,3995.119496429062
2023-04,3988.1366246098737
2023-05,4085.8505740423084
2023-06,4224.49388589801
2023-07,4333.295657363375
