Date,ACFM ASIA
2018-05,1740.9121804529507
2018-06,1673.9499662609053
2018-07,1681.1333084427806
2018-08,1682.353657270993
2018-09,1693.833543069926
2018-10,1566.2830333216489
2018-11,1616.3828951624523
2018-12,1530.1822855964535
2019-01,1627.8504142382558
2019-02,1660.1818765330618
2019-03,1704.483083217527
2019-04,1736.4770247192282
2019-05,1630.3963907877785
2019-06,1681.177528845998
2019-07,1702.8515800649982
2019-08,1670.5451557350664
2019-09,1732.4989720224828
2019-10,1771.9171137178193
2019-11,1799.580113553776
2019-12,1851.1187882596969
2020-01,1815.1974635495944
2020-02,1730.915160723015
2020-03,1557.3669768318339
2020-04,1677.391405840114
2020-05,1679.6575093792587
2020-06,1745.1656281119099
2020-07,1732.7261877973608
2020-08,1799.89842119247
2020-09,1825.4151549902188
2020-10,1858.3611266142525
2020-11,1984.7571469907787
2020-12,2053.1546696509704
2021-01,2113.5767167044805
2021-02,2144.0705395258406
2021-03,2186.3598047735154
2021-04,2156.9916567908335
2021-05,2152.361168164225
2021-06,2215.3097887996546
2021-07,2096.7033587395845
2021-08,2160.2218847274175
2021-09,2163.0880637082346
2021-10,2157.8972447232645
2021-11,2144.1645130277107
2021-12,2155.2338965412114
2022-01,2103.0351488942383
2022-02,2058.772372091842
2022-03,2037.5263309506256
2022-04,2009.7507961351382
2022-05,1995.86497659079
2022-06,1928.8833732160847
2022-07,2000.2022798616806
2022-08,2010.003010139176
2022-09,1817.248098536579
2022-10,1748.7536540288065
2022-11,1935.9810105483734
2022-12,1867.0854937791867
2023-01,1972.3367653535513
2023-02,1903.2211661875692
2023-03,1925.692681634491
2023-04,1872.384087485302
2023-05,1929.7564210924088
2023-06,1946.6401685332157
2023-07,2021.9584826097198
