Date,EMU ex GERMANY
2018-05,184.9772674055256
2018-06,184.52755587562717
2018-07,190.45164952399492
2018-08,185.25453952779765
2018-09,185.70410681598855
2018-10,173.49617957613165
2018-11,172.783352489097
2018-12,163.0924355545011
2019-01,173.38153264387105
2019-02,181.1604550505301
2019-03,184.48945981044014
2019-04,192.68026957762643
2019-05,181.45602447724463
2019-06,190.77366858448875
2019-07,192.0806330222784
2019-08,190.19157655038458
2019-09,197.4164566556234
2019-10,198.14231305345854
2019-11,203.13451258143806
2019-12,206.19558551456183
2020-01,202.70689551957716
2020-02,187.03042823302997
2020-03,154.65117835985407
2020-04,162.75291618048752
2020-05,169.0569955425571
2020-06,177.12570838091256
2020-07,173.79512200796873
2020-08,178.69162804092483
2020-09,174.912110349968
2020-10,168.19184820132224
2020-11,198.96607607108956
2020-12,201.5247529638228
2021-01,198.68821064150768
2021-02,207.048794293619
2021-03,219.9477741258511
2021-04,225.78701176417903
2021-05,232.29933960340293
2021-06,234.52375082251712
2021-07,238.73430316499946
2021-08,245.21307653026233
2021-09,237.40277042736
2021-10,248.75987857212866
2021-11,241.13670859734017
2021-12,253.41720320698414
2022-01,243.4986722492638
2022-02,232.4257344443171
2022-03,231.8127815031945
2022-04,228.3432739329058
2022-05,228.89852526896837
2022-06,209.53987739114413
2022-07,226.5344216560496
2022-08,215.16410189410792
2022-09,201.61934609079992
2022-10,217.2696654146948
2022-11,234.65858536240754
2022-12,226.1801688770994
2023-01,247.29812798753363
2023-02,252.37293305658133
2023-03,253.46735633514456
2023-04,256.94605764675765
2023-05,250.4373733586855
2023-06,260.74263298035413
2023-07,265.6832002697612
