Date,PACIFIC
1998-12,100.0
1999-01,104.14055010133433
1999-02,105.62774936757722
1999-03,120.93700801815191
1999-04,131.65850820577523
1999-05,125.60284732032498
1999-06,138.6984183476682
1999-07,143.81574763282916
1999-08,144.2371050642409
1999-09,149.65485019547904
1999-10,157.49988185716361
1999-11,172.56194218455582
1999-12,184.668716843221
2000-01,180.0664851099266
2000-02,178.96797440065575
2000-03,192.55162513158317
2000-04,188.13862508659759
2000-05,174.11326701957495
2000-06,181.44775657075257
2000-07,169.83584670294502
2000-08,186.64428270892833
2000-09,178.1258286333816
2000-10,174.8024276800506
2000-11,164.28634869261612
2000-12,146.32360416024719
2001-01,147.28458555601887
2001-02,142.58975040218166
2001-03,141.2439725094809
2001-04,150.1075385142524
2001-05,156.4181931933024
2001-06,149.11783579613362
2001-07,134.91217514075913
2001-08,126.88044128480567
2001-09,113.25808581526846
2001-10,115.72191778442057
2001-11,119.75247046327317
2001-12,115.0953595395909
2002-01,112.42601852460206
2002-02,114.88661997516652
2002-03,120.05328974836524
2002-04,121.43433807872391
2002-05,123.27846386814201
2002-06,110.5223693166419
2002-07,103.83396581152279
2002-08,103.05664854078596
2002-09,97.18009163269313
2002-10,93.10924845129904
2002-11,96.04162473716599
2002-12,88.58396406580933
2003-01,84.18795750927696
2003-02,83.918900199079
2003-03,80.3463732124634
2003-04,79.2824601835726
2003-05,78.92252092246285
2003-06,85.93946587819778
2003-07,90.67512607731447
2003-08,101.26169944082679
2003-09,100.7044738459785
2003-10,106.14362760841519
2003-11,100.51010929798682
2003-12,102.05822684008429
2004-01,105.7074509722247
2004-02,106.5433384306311
2004-03,118.08631702875707
2004-04,114.54965856639956
2004-05,109.54635891494192
2004-06,114.47116759090693
2004-07,110.67807630385049
2004-08,111.05050969274419
2004-09,108.20699918527067
2004-10,108.7733235423253
2004-11,110.01784061182896
2004-12,112.67925275046458
2005-01,115.39188289676154
2005-02,116.39968716703426
2005-03,115.90753823832995
2005-04,114.45382819909696
2005-05,118.84870260265082
2005-06,122.68180473297897
2005-07,124.39086090757263
2005-08,128.94853207419553
2005-09,143.45607126657973
2005-10,140.88903415755635
2005-11,148.93253472353578
2005-12,159.24005008796496
2006-01,162.97489397671123
2006-02,164.61264588137507
2006-03,165.6131872766222
2006-04,165.6369739409598
2006-05,152.45474777789602
2006-06,152.08037901732246
2006-07,152.18891613595412
2006-08,154.59528097635754
2006-09,154.1378710638207
2006-10,157.60243979697483
2006-11,154.38672204988973
2006-12,159.8204754455818
2007-01,163.58879729659142
2007-02,166.3846269675984
2007-03,165.54777860675418
2007-04,161.5181135369058
2007-05,166.6538215797816
2007-06,166.79443160820756
2007-07,164.6248404738094
2007-08,161.0183878920471
2007-09,163.61593513632994
2007-10,164.51095093598434
2007-11,156.49180375387843
2007-12,151.7825667865894
2008-01,140.21042072816513
2008-02,138.18013656162645
2008-03,126.65102120667271
2008-04,138.6086269650289
2008-05,141.87558120334225
2008-06,130.11058219591462
2008-07,126.21733557589866
2008-08,128.004119872197
2008-09,116.61168968620362
2008-10,106.06173320014734
2008-11,103.43397230849062
2008-12,101.49828388260704
2009-01,101.89829645874435
2009-02,92.07775633920166
2009-03,92.69496234940695
2009-04,102.80272563691099
2009-05,107.08195388536573
2009-06,110.3090360759154
2009-07,116.353932289607
2009-08,119.31140110737307
2009-09,119.77688986092673
2009-10,116.96759141178048
2009-11,115.19415948535429
2009-12,122.11455525643764
2010-01,124.34615299551277
2010-02,128.9576062214639
2010-03,137.60452965532866
2010-04,139.8266707107699
2010-05,136.1410298167215
2010-06,134.41903299081167
2010-07,133.83220278264727
2010-08,134.2142142239505
2010-09,134.46444531743595
2010-10,135.16497441163034
2010-11,145.00629572998693
2010-12,151.3932976312477
2011-01,147.61377758356474
2011-02,151.57259222121448
2011-03,140.21235626662988
2011-04,137.1363188802739
2011-05,138.1926525158087
2011-06,137.25850584878359
2011-07,141.2538467677827
2011-08,130.97548474891886
2011-09,130.97173148038632
2011-10,132.62143472545827
2011-11,129.94355862023377
2011-12,134.96252687757692
2012-01,142.49339386272808
2012-02,146.14222809173725
2012-03,146.38847096698854
2012-04,145.23301339568354
2012-05,139.82053123437694
2012-06,143.80917979778846
2012-07,149.81738353874798
2012-08,145.87730736025875
2012-09,147.14475847820754
2012-10,145.56969014644423
2012-11,148.05194369326986
2012-12,152.05195518709147
2013-01,153.9659226659217
2013-02,163.91593824460153
2013-03,171.32114778276534
2013-04,178.34168751204888
2013-05,168.8047796633397
2013-06,166.30466466278108
2013-07,165.34112627197072
2013-08,164.18630920637756
2013-09,172.45452868690083
2013-10,174.5349707693002
2013-11,174.0577857207015
2013-12,172.06049594915095
2014-01,167.95945057229642
2014-02,167.22778405967227
2014-03,167.7015200913268
2014-04,165.51150066277467
2014-05,173.59383453966348
2014-06,178.56495664455508
2014-07,185.93481679164964
2014-08,186.53644012964193
2014-09,186.49623747877433
2014-10,189.7681016577564
2014-11,188.48170997583472
2014-12,190.63847058418
2015-01,207.45453730788978
2015-02,220.18575309956654
2015-03,231.13799517984452
2015-04,229.6927893891751
2015-05,234.68054249276108
2015-06,225.33895454757706
2015-07,227.07082996536985
2015-08,206.4378942460987
2015-09,195.20397548055217
2015-10,215.25630370808295
2015-11,222.8221021281287
2015-12,218.64162080241752
2016-01,201.04272385798188
2016-02,196.40601586727598
2016-03,200.5330135015848
2016-04,206.99789054521432
2016-05,209.93674068690473
2016-06,207.4943098111476
2016-07,219.82779465648406
2016-08,220.16985821524293
2016-09,222.47245603082632
2016-10,228.4295597663966
2016-11,232.18898163145323
2016-12,234.58778858179667
2017-01,238.97100028249054
2017-02,247.37192989533537
2017-03,247.35061059549656
2017-04,245.00547216707113
2017-05,241.11548549747607
2017-06,241.03855235721835
2017-07,239.69407062824746
2017-08,237.82739675582144
2017-09,241.55010082998032
2017-10,253.78002497823144
2017-11,254.3373373576724
2017-12,256.8179938124091
2018-01,258.29465899166274
