Date,HONG KONG-LISTED SOUTHBOUND
2010-11,2003.1364553321002
2010-12,1941.1773434311144
2011-01,1920.3642458669349
2011-02,1890.810043456945
2011-03,1874.5914112868072
2011-04,1830.6186630193104
2011-05,1890.4999829636997
2011-06,1797.3570759809306
2011-07,1811.7990371887897
2011-08,1650.6504674631979
2011-09,1494.1591289154032
2011-10,1644.766654038379
2011-11,1543.5899618801918
2011-12,1639.2597215056114
2012-01,1795.2456055194714
2012-02,1882.8667943384735
2012-03,1789.2187701409553
2012-04,1849.5300979011267
2012-05,1769.2841853735224
2012-06,1794.8548390290525
2012-07,1871.0179775908916
2012-08,1807.223151378801
2012-09,1900.067735652162
2012-10,1971.5709850637973
2012-11,2011.7616337770628
2012-12,2053.155876438587
2013-01,2098.617673160137
2013-02,2117.3934810604746
2013-03,2080.665579538695
2013-04,2064.754813264642
2013-05,2089.113943040019
2013-06,1951.9747813057081
2013-07,1999.66922879699
2013-08,2015.7186822637975
2013-09,2063.679362313786
2013-10,2100.614782586481
2013-11,2168.5471972063933
2013-12,2093.038683051929
2014-01,2011.137500970313
2014-02,2024.859558311037
2014-03,1988.741994388697
2014-04,1966.365454774389
2014-05,2093.387712086602
2014-06,2114.699003604393
2014-07,2320.4754784500665
2014-08,2357.1456722673793
2014-09,2298.449475411619
2014-10,2420.1479947644393
2014-11,2451.582962311067
2014-12,2499.2513124630077
2015-01,2749.4725227184063
2015-02,2802.6846009293395
2015-03,2969.326474192856
2015-04,3257.3363919537555
2015-05,3238.27613990584
2015-06,3031.9289369436137
2015-07,2837.420821057488
2015-08,2464.3815344599257
2015-09,2412.4562190961233
2015-10,2650.324014682581
2015-11,2694.749066331498
2015-12,2611.70142009024
2016-01,2318.0509647360855
2016-02,2244.4450989448787
2016-03,2361.779201937667
2016-04,2370.9637263002946
2016-05,2419.4021998584976
2016-06,2451.4023585211094
2016-07,2554.819675675595
2016-08,2712.9555339268836
2016-09,2733.173985044742
2016-10,2772.781665880646
2016-11,2870.3866368901377
2016-12,2778.552637783151
2017-01,2879.461681165877
2017-02,2992.0064465965743
2017-03,3032.862923528555
2017-04,3038.830936429438
2017-05,3078.827902111081
2017-06,3086.443551663667
2017-07,3187.7599067521596
2017-08,3249.868639305873
2017-09,3284.207460527949
2017-10,3434.6402588669075
2017-11,3454.047904708706
2017-12,3520.5879390050577
2018-01,3721.4224711627076
2018-02,3577.439309139985
2018-03,3435.6469839949823
2018-04,3556.905153479894
2018-05,3697.5695093426834
2018-06,3496.68938016237
2018-07,3442.6091420729977
2018-08,3364.7900774631116
2018-09,3365.07066503882
2018-10,3081.2310030082376
2018-11,3309.710279636281
2018-12,3173.93599177759
2019-01,3417.439903846066
2019-02,3540.6929424781656
2019-03,3663.8558561823816
2019-04,3749.955437159895
2019-05,3428.433327638154
2019-06,3576.3985572672404
2019-07,3600.993048969797
2019-08,3380.265804070481
2019-09,3464.25530614888
2019-10,3497.7757718679004
2019-11,3495.672006772264
2019-12,3708.727475998559
2020-01,3529.4890801945357
2020-02,3574.3412729302813
2020-03,3270.5385445283596
2020-04,3452.876585854907
2020-05,3255.071569358897
2020-06,3513.4349500515177
2020-07,3496.2523489527434
2020-08,3581.381997210763
2020-09,3465.422016715745
2020-10,3661.6460593766683
2020-11,3830.7629889819436
2020-12,3897.32281977064
2021-01,4164.829446181884
2021-02,4214.42487945073
2021-03,4232.6046810008465
2021-04,4206.876147976151
2021-05,4258.51613834004
2021-06,4298.5034086518945
2021-07,3850.2346842816396
2021-08,3943.749477807662
2021-09,3845.0556492583505
2021-10,3914.1808255287865
2021-11,3805.8766529908235
2021-12,3753.10715821508
2022-01,3843.8738156744025
2022-02,3664.3837003603917
2022-03,3486.3538913726807
2022-04,3537.838659258595
2022-05,3562.822292548718
2022-06,3741.550853923207
2022-07,3529.4547840214673
2022-08,3548.161012608057
2022-09,3130.3819280416265
2022-10,2660.564719678766
2022-11,3299.9333985103267
2022-12,3399.651184055716
2023-01,3651.0552077650123
2023-02,3415.907083047005
2023-03,3429.2816893788877
2023-04,3324.9131914997124
2023-05,3165.8613857969617
2023-06,3226.753897538885
2023-07,3421.356206395937
