Date,ZHONG HUA
2000-12,100.0
2001-01,106.89353870783236
2001-02,103.58159579358018
2001-03,94.79131915766436
2001-04,96.90497265445666
2001-05,101.2690758082622
2001-06,98.4049094493637
2001-07,91.25985325198569
2001-08,78.39537488776752
2001-09,68.32595211319146
2001-10,71.31840284007694
2001-11,80.55488803443218
2001-12,84.1065226237612
2002-01,83.74895517190791
2002-02,81.05552596427725
2002-03,85.15646817822683
2002-04,86.8519117462842
2002-05,81.50712740793094
2002-06,73.00770502889901
2002-07,70.46181854291926
2002-08,67.5840264447972
2002-09,62.124968239112256
2002-10,63.697757566937945
2002-11,67.00795021344098
2002-12,59.4209189558871
2003-01,59.12559515381785
2003-02,57.95083481116734
2003-03,54.505545892709165
2003-04,53.262796294879315
2003-05,55.49566811846591
2003-06,58.48775738838214
2003-07,64.14166209236028
2003-08,72.64627112117873
2003-09,71.29773132221928
2003-10,76.82566922694747
2003-11,74.47135878529885
2003-12,75.33400663912015
2004-01,80.95534142476274
2004-02,84.40744020491627
2004-03,79.48651270315739
2004-04,75.1229879007482
2004-05,75.65443142383138
2004-06,75.74974020381907
2004-07,77.29858289870289
2004-08,80.06236438060196
2004-09,81.31953101325762
2004-10,78.49861726523824
2004-11,82.24196792430143
2004-12,81.05141985410125
2005-01,81.6124246221332
2005-02,84.02535684477041
2005-03,82.37561525640864
2005-04,85.24647228198934
2005-05,89.5266646795435
2005-06,94.7618255466675
2005-07,100.43085280676534
2005-08,98.77301615692771
2005-09,105.03470345961834
2005-10,97.4173202568046
2005-11,103.44819197439142
2005-12,105.38459148249726
2006-01,111.72758031844883
2006-02,115.51060068244622
2006-03,116.3245514184519
2006-04,117.83446363918402
2006-05,109.29571047973123
2006-06,111.123144551258
2006-07,113.77192658840981
2006-08,116.68456669954766
2006-09,120.62510469169055
2006-10,124.93516749367556
2006-11,130.43632687166289
2006-12,145.1927241966893
2007-01,144.89362412462444
2007-02,139.50055558314045
2007-03,142.32207582216645
2007-04,143.13610893025987
2007-05,152.505190764555
2007-06,163.05068211868615
2007-07,175.37875335435282
2007-08,184.20268233723058
2007-09,208.8148724562031
2007-10,235.26137363387406
2007-11,208.3500883131493
2007-12,203.35025475301262
2008-01,164.84921528130045
2008-02,169.8082408645768
2008-03,146.45261502365622
2008-04,168.14793252785398
2008-05,162.78131432203412
2008-06,141.89624792342764
2008-07,144.64479448781196
2008-08,142.27695547534293
2008-09,120.32223382375314
2008-10,103.70995304772637
2008-11,106.41405511152466
2008-12,105.11054068490114
2009-01,107.83541651555946
2009-02,104.7195206130506
2009-03,110.95043838244545
2009-04,125.4977391413062
2009-05,138.08585135328752
2009-06,142.55444454443693
2009-07,157.558536278189
2009-08,144.68966937364183
2009-09,150.17659015487064
2009-10,156.65735050818697
2009-11,156.02811149265204
2009-12,164.78736510358803
2010-01,156.42147389985644
2010-02,163.61473356044235
2010-03,174.01032883613266
2010-04,175.37157238207462
2010-05,179.1838592301468
2010-06,182.64618019793554
2010-07,179.92699861360515
2010-08,181.35968667838196
2010-09,186.56218661404486
2010-10,189.45096674672598
2010-11,200.13334677015183
2010-12,193.64275971260642
2011-01,189.8344666932065
2011-02,184.1196207674431
2011-03,186.4175095832789
2011-04,181.6469822060332
2011-05,188.20073640871234
2011-06,179.53357391190823
2011-07,181.25409566401962
2011-08,165.89401201769377
2011-09,148.29013536978772
2011-10,163.05573128307304
2011-11,155.31351748409278
2011-12,164.7825054442797
2012-01,180.39460050048393
2012-02,189.17780255729303
2012-03,178.3232100371522
2012-04,184.2254313469408
2012-05,176.8946540819364
2012-06,177.2328966383619
2012-07,186.45969480434772
2012-08,178.79523053055743
2012-09,187.43931800027747
2012-10,194.04582567429864
2012-11,197.8031511940533
2012-12,201.9625735808931
2013-01,205.3511572369389
2013-02,207.15188892798582
2013-03,203.36707860461507
2013-04,201.31670815983867
2013-05,202.40618063676737
2013-06,188.7959637198008
2013-07,192.36350159793562
2013-08,195.91219575876886
2013-09,201.287766175343
2013-10,205.15263898791773
2013-11,212.20162925653713
2013-12,204.9262126359991
2014-01,196.13418571939857
2014-02,197.86756729400417
2014-03,194.5823062044251
2014-04,192.19101376286272
2014-05,204.47547060796768
2014-06,208.51761452658272
2014-07,229.19219081127576
2014-08,232.41873940483046
2014-09,226.11846339813258
2014-10,239.69076046166037
2014-11,243.96228095131403
2014-12,249.85666338798262
2015-01,276.76328637801663
2015-02,284.1148449696684
2015-03,302.4688485094509
2015-04,331.42503350825467
2015-05,329.40111994202096
2015-06,308.60580041655146
2015-07,286.1871733855995
2015-08,248.16524637533544
2015-09,244.11800351472624
2015-10,268.68181915715826
2015-11,271.75564309689895
2015-12,262.38026211705585
2016-01,232.55758398995312
2016-02,227.41755588308564
2016-03,241.19382500421065
2016-04,240.35301895700331
2016-05,245.33109778747433
2016-06,248.34186744061333
2016-07,257.7062012774548
2016-08,273.00964808759477
2016-09,278.2549002115405
2016-10,280.37718459092895
2016-11,285.9099731190379
2016-12,273.9332622172431
2017-01,286.19047293732416
2017-02,300.1428212735066
2017-03,305.42853239199576
2017-04,308.33552474668573
2017-05,312.71655548064365
2017-06,314.02047843287636
2017-07,326.5420963707761
2017-08,335.3761720844487
2017-09,339.58484588280237
2017-10,355.20026408860264
2017-11,353.9758966500961
2017-12,358.91366102139705
2018-01,382.38318036418514
2018-02,368.5044921580065
2018-03,354.0040326621363
2018-04,363.1817136776733
2018-05,381.6383116041553
2018-06,361.9168222775651
2018-07,355.5959761148932
2018-08,345.33023143501697
2018-09,342.02793355112715
2018-10,310.7110028651117
2018-11,333.7401833550298
2018-12,315.3598287823809
2019-01,346.3306841286622
2019-02,363.0853290992736
2019-03,376.1769670094197
2019-04,384.2980139866856
2019-05,341.93696139145715
2019-06,360.64068990593717
2019-07,364.36950310404154
2019-08,349.4196160354897
2019-09,352.3563775361128
2019-10,358.75579761144377
2019-11,366.8439443387775
2019-12,387.20233198793346
2020-01,373.62620832415945
2020-02,378.8529263846451
2020-03,350.19147696528154
2020-04,373.57273351630903
2020-05,360.8029709595908
2020-06,390.60516449425194
2020-07,400.01919135483615
2020-08,419.243381779473
2020-09,414.3566036182224
2020-10,435.29182137615106
2020-11,440.5193561073822
2020-12,443.9918024790217
2021-01,476.5821667611237
2021-02,475.89135129274524
2021-03,465.36714148546747
2021-04,461.8278121463542
2021-05,458.64371463585445
2021-06,471.95754483445694
2021-07,414.2221369755654
2021-08,415.6580323602495
2021-09,401.3870425625497
2021-10,413.5043987630022
2021-11,400.180399267876
2021-12,385.8449357244411
2022-01,382.3156225914888
2022-02,367.372637292592
2022-03,346.04799161469094
2022-04,349.491374134151
2022-05,349.2092742653607
2022-06,378.0450476778024
2022-07,354.56625256705695
2022-08,358.0027370570062
2022-09,316.31287035307815
2022-10,263.30886537955473
2022-11,325.4786211823482
2022-12,331.90919278174863
2023-01,360.04934252738786
2023-02,332.4575766649986
2023-03,337.3740575104841
2023-04,317.9947885068022
2023-05,301.3741575420242
2023-06,305.90887751102076
2023-07,331.31716258357716
