Date,EAFE + CANADA
1998-12,100.0
1999-01,103.41869717557192
1999-02,104.2974617613198
1999-03,110.47510161993455
1999-04,117.56998447883846
1999-05,113.24726623074056
1999-06,118.99820645746301
1999-07,117.96244310497732
1999-08,119.86569310715363
1999-09,120.1700665573743
1999-10,126.46355863561647
1999-11,136.62493726830186
1999-12,149.8645874784108
2000-01,144.21188233369944
2000-02,150.70305931851829
2000-03,157.84745009621147
2000-04,157.157218059647
2000-05,150.67872039020884
2000-06,152.08296899199192
2000-07,151.31292286749158
2000-08,159.76351222898296
2000-09,152.61958257749725
2000-10,154.5636499896196
2000-11,144.4336556658093
2000-12,138.60716304224326
2001-01,140.1912430500928
2001-02,130.5414434059891
2001-03,126.59078265892465
2001-04,135.00854173124537
2001-05,136.56429445794222
2001-06,131.15748029273186
2001-07,124.6717664727443
2001-08,116.88066764694766
2001-09,104.8133609288324
2001-10,108.57281499275153
2001-11,113.5144957213865
2001-12,114.8775346366371
2002-01,112.77058003436139
2002-02,112.92035275245358
2002-03,117.91400736364187
2002-04,114.83257230042908
2002-05,112.20931764023398
2002-06,101.83008183827738
2002-07,92.38046786759196
2002-08,92.20888443783663
2002-09,81.79964641985917
2002-10,85.91828800165575
2002-11,89.47179557210745
2002-12,82.07128194719144
2003-01,77.1718997947333
2003-02,75.34883629406634
2003-03,72.98923261890015
2003-04,78.21624733608019
2003-05,78.81916901272552
2003-06,82.68834705707181
2003-07,86.29881263782869
2003-08,90.7535203591292
2003-09,88.1263753639873
2003-10,93.81005753820459
2003-11,93.03924666388853
2003-12,95.19798351669085
2004-01,98.00364572600392
2004-02,100.24153197862942
2004-03,101.85827328922478
2004-04,101.68679291418104
2004-05,100.28815032378536
2004-06,102.98363346226355
2004-07,100.89627473825757
2004-08,100.36958877266996
2004-09,101.07464768710317
2004-10,102.2334936588276
2004-11,104.35637082796617
2004-12,106.3484845160356
2005-01,108.7095962465497
2005-02,111.50968130276142
2005-03,111.30126932736432
2005-04,109.19422469439078
2005-05,114.37239417281337
2005-06,118.55594502377386
2005-07,121.9817222265434
2005-08,123.80004547063677
2005-09,132.0482538940156
2005-10,128.62425022031522
2005-11,134.13580863196628
2005-12,140.2837773823889
2006-01,144.88819500604762
2006-02,147.07226683236502
2006-03,149.49205461453067
2006-04,150.48496281913316
2006-05,141.97249086483464
2006-06,142.4328743713841
2006-07,144.04901950817242
2006-08,147.69178109826325
2006-09,149.12221551040903
2006-10,153.84960018725053
2006-11,152.55162786409568
2006-12,157.74678639877098
2007-01,161.05418285794914
2007-02,159.70025809148092
2007-03,162.53723383082118
2007-04,165.75190322020555
2007-05,171.83427368416866
2007-06,171.38263168626045
2007-07,166.75399938112986
2007-08,165.01536885701293
2007-09,167.1678868618854
2007-10,171.46875129989786
2007-11,162.39493664249193
2007-12,159.97434865762614
2008-01,143.72727474734165
2008-02,142.7172558468533
2008-03,134.78041163481927
2008-04,144.79897100940838
2008-05,147.2658354213635
2008-06,133.96071269698322
2008-07,130.46044266923965
2008-08,132.91152128081242
2008-09,119.19495156906835
2008-10,104.56925688869389
2008-11,98.83222966546346
2008-12,94.97439551386903
2009-01,93.40681342459922
2009-02,84.70792849673991
2009-03,86.36933387430233
2009-04,97.69871918084834
2009-05,103.02939752430882
2009-06,102.89296315956199
2009-07,111.35559327173932
2009-08,115.28558452121398
2009-09,117.85345140183217
2009-10,114.88086785731463
2009-11,115.69245158972262
2009-12,122.99267671549177
2010-01,121.00587064369222
2010-02,123.12123905577438
2010-03,132.17042561510098
2010-04,132.495959218614
2010-05,127.73120597523513
2010-06,126.10437626067623
2010-07,129.5223708148038
2010-08,128.7997932842827
2010-09,131.41015990262972
2010-10,133.6730407716648
2010-11,136.68059150702157
2010-12,143.30489007460008
2011-01,143.24735381501196
2011-02,147.46180712193248
2011-03,140.64839872576206
2011-04,141.86058718107236
2011-05,142.05988167741737
2011-06,138.85345453073435
2011-07,137.78412618927842
2011-08,125.89012941643846
2011-09,121.52813230834566
2011-10,128.27063525021234
2011-11,126.7643854419004
2011-12,130.01722102681225
2012-01,135.89582794041795
2012-02,140.29663692193682
2012-03,139.88568273596903
2012-04,138.35816948051865
2012-05,131.2200388064359
2012-06,136.22630213672534
2012-07,142.12217750298527
2012-08,142.81983938804512
2012-09,144.18206984203692
2012-10,144.15039817680702
2012-11,146.63923610768302
2012-12,149.0306280745687
2013-01,151.86888344358817
2013-02,156.11149402425508
2013-03,160.19656993648448
2013-04,163.13720655363556
2013-05,162.2398347503631
2013-06,155.70031819491956
2013-07,160.52571448422654
2013-08,159.56944116723957
2013-09,166.42167587878194
2013-10,171.26538818221903
2013-11,172.05547970770544
2013-12,172.56892338354598
2014-01,169.21311153966596
2014-02,174.23539487857693
2014-03,173.81795745123404
2014-04,175.50481580969466
2014-05,181.09115466652577
2014-06,183.0483221513873
2014-07,183.97297739512112
2014-08,187.0270975712724
2014-09,187.00475801207952
2014-10,185.55149388402066
2014-11,188.7746435911233
