Date,AC FAR EAST
2000-12,100.0
2001-01,103.35871680478766
2001-02,99.71766518164489
2001-03,98.50711456506492
2001-04,103.30135711135121
2001-05,107.7017574339166
2001-06,102.40554801327093
2001-07,92.58306526516675
2001-08,87.15053120503096
2001-09,77.3463627802435
2001-10,79.05068271257323
2001-11,82.92067008037272
2001-12,81.09485051942792
2002-01,80.15715996082622
2002-02,82.1235666540599
2002-03,86.47668837318918
2002-04,87.46933122447966
2002-05,87.58233537866603
2002-06,78.49633332005958
2002-07,74.22145926979617
2002-08,73.19219677830638
2002-09,68.10520905057962
2002-10,65.25918464296706
2002-11,67.76788248488717
2002-12,61.84543483941393
2003-01,58.829349447463215
2003-02,58.12807710094527
2003-03,54.80739853334219
2003-04,53.78751810435142
2003-05,54.03047742358844
2003-06,59.183995071390754
2003-07,63.55454501326955
2003-08,71.44584375423176
2003-09,70.35755311907236
2003-10,74.42069634848396
2003-11,70.24979479034985
2003-12,71.08035984660731
2004-01,74.4256508331293
2004-02,75.02242691585538
2004-03,82.67331529815021
2004-04,80.07037563393932
2004-05,76.08402906227631
2004-06,79.22899816609802
2004-07,75.94542993041026
2004-08,76.6299858911917
2004-09,74.36102122073854
2004-10,74.07132084798316
2004-11,75.0268213353325
2004-12,76.61836238961425
2005-01,78.73811699536932
2005-02,79.74678303878457
2005-03,79.13545728719258
2005-04,77.98301081189983
2005-05,81.56705746990754
2005-06,83.71644606792796
2005-07,85.70871803307219
2005-08,87.75310732737324
2005-09,97.3357952695267
2005-10,95.34976514440847
2005-11,101.7922361266563
2005-12,109.66379151137122
2006-01,112.54745946515337
2006-02,113.84839597241138
2006-03,114.53053644924437
2006-04,114.55324923060418
2006-05,105.18543548256443
2006-06,104.63812573804557
2006-07,104.46852383856287
2006-08,106.15073975918062
2006-09,107.00277688742693
2006-10,108.33621146972871
2006-11,107.41192980372638
2006-12,111.34972686551036
2007-01,113.02578115518747
2007-02,114.47050240489672
2007-03,113.38074698998275
2007-04,110.50000207640599
2007-05,115.4504518308933
2007-06,117.09356082706059
2007-07,118.57829958280685
2007-08,116.41606269674963
2007-09,118.32505405374637
2007-10,120.90595530818354
2007-11,113.03598460633837
2007-12,110.24453237406847
2008-01,99.46069448625478
2008-02,100.18730715752736
2008-03,91.5869520929975
2008-04,100.21013620003525
2008-05,100.7778500202664
2008-06,90.84295734907805
2008-07,89.26650637493152
2008-08,89.45244247547001
2008-09,81.29021982687628
2008-10,73.62213458283067
2008-11,71.5302295761758
2008-12,71.06378491377414
2009-01,72.11781071511281
2009-02,65.40486281955866
2009-03,66.70299460860059
2009-04,75.13107968312345
2009-05,78.66240242542047
2009-06,80.07141985754447
2009-07,85.75828081589101
2009-08,85.21540861049056
2009-09,85.95903855702265
2009-10,83.96599563462759
2009-11,82.83607506684125
2009-12,88.85726406069917
2010-01,89.9132834721721
2010-02,92.29744266964637
2010-03,98.58734378953609
2010-04,101.21695862590272
2010-05,100.64047206423625
2010-06,100.39606800180208
2010-07,99.06178267871417
2010-08,99.80350254586729
2010-09,99.94004540934384
2010-10,100.5222416578327
2010-11,107.99019053098719
2010-12,111.52071272836234
2011-01,109.49745763719355
2011-02,108.924311127062
2011-03,103.90201895446336
2011-04,101.81519682046167
2011-05,103.70082891573347
2011-06,101.99498508949937
2011-07,105.46918153295506
2011-08,95.89232791028184
2011-09,94.71145129375135
2011-10,96.46877367954386
2011-11,93.97591657337286
2011-12,98.46714675269946
2012-01,104.69529582094744
2012-02,108.19714227470944
2012-03,107.70719162891405
2012-04,106.98355894082188
2012-05,104.02160716269563
2012-06,105.2116705412236
2012-07,108.80199026015224
2012-08,105.56258225261918
