Date,AC FAR EAST
2012-09,108.0305405408921
2012-10,106.39228478933487
2012-11,108.64435621037582
2012-12,111.7643105481781
2013-01,111.15527983692539
2013-02,117.21290853254634
2013-03,120.64829947611823
2013-04,123.39169135141907
2013-05,121.28152960757343
2013-06,118.4487564022911
2013-07,117.59376158697533
2013-08,116.73174942410446
2013-09,121.37538936243644
2013-10,123.15866785047693
2013-11,124.18215440774841
2013-12,122.29172368149544
2014-01,119.3597106197002
2014-02,118.20791745640022
2014-03,117.89235876590145
2014-04,116.2269912469325
2014-05,122.56258421003085
2014-06,126.60882270509438
2014-07,132.56644306658688
2014-08,133.58990176489567
2014-09,134.24215350337354
2014-10,135.69120027113573
2014-11,136.70565527811587
2014-12,138.6198051816313
2015-01,151.84502105347033
2015-02,158.73762843481404
2015-03,167.7824400957423
2015-04,170.62030510483046
2015-05,172.70133914329207
2015-06,164.95046694329815
2015-07,160.72230873549276
2015-08,146.0994176994819
2015-09,140.00129188359324
2015-10,154.79814076489365
2015-11,158.54864963442358
2015-12,153.8114363323269
2016-01,142.09015340515444
2016-02,139.36368604318145
2016-03,143.32240740590106
2016-04,145.0866245791451
2016-05,147.24738837056228
2016-06,147.8196158986894
2016-07,155.0764089761786
2016-08,158.8543325004328
2016-09,160.20877095546845
2016-10,163.9051761566839
2016-11,165.3210301545009
2016-12,165.1304412708429
2017-01,169.33757646169067
2017-02,175.89903695539408
2017-03,177.1245553597704
2017-04,176.85072713952417
2017-05,177.8926354214488
2017-06,178.01154920346036
2017-07,178.51189188825273
2017-08,178.50191133354585
2017-09,181.39574894722296
2017-10,192.4054090672165
2017-11,191.37203630273484
2017-12,193.14171515054312
2018-01,198.15996464905547
2018-02,195.7086455268396
2018-03,190.84491672631958
2018-04,195.23804257403896
2018-05,199.9942181048318
2018-06,191.95333829459315
2018-07,192.12531764036993
2018-08,192.0847197818146
2018-09,194.5812595418605
2018-10,179.59092836477316
2018-11,184.5694602199617
2018-12,174.22964248946724
2019-01,186.3609323994043
2019-02,190.1637907570741
2019-03,194.3260883531699
2019-04,198.13581042544908
2019-05,185.11467568647487
2019-06,191.63038316220033
2019-07,194.6250051535276
2019-08,190.9186145856271
2019-09,197.95911487526578
2019-10,202.5342141984488
2019-11,205.82046147347933
2019-12,212.18622167366175
2020-01,207.7355695555379
2020-02,198.34611590790442
2020-03,180.44944915658044
2020-04,193.48949049161635
2020-05,194.20322238460102
2020-06,201.61428472520524
2020-07,199.55670167681114
2020-08,207.46168585363256
2020-09,210.24310909564423
2020-10,214.01629831567425
2020-11,228.73008813263573
2020-12,235.93575116310606
2021-01,243.67298609823703
2021-02,246.51949421507481
2021-03,250.73295229019902
2021-04,247.68573647561328
2021-05,245.83431157466566
2021-06,253.10351211520643
2021-07,238.28779545114102
2021-08,243.7901438271656
2021-09,243.5582160075559
2021-10,243.02789707117924
2021-11,241.38845246102224
2021-12,242.13688967885585
2022-01,235.6669668370785
2022-02,231.22250638033339
2022-03,227.54225792834154
2022-04,223.22261523760613
2022-05,223.39323266043465
2022-06,216.16519312521913
2022-07,222.32358416709138
2022-08,222.09482601031365
2022-09,199.30998948947126
2022-10,190.4997079568491
2022-11,213.47894650203276
2022-12,207.29916676281914
2023-01,221.4760336329288
2023-02,213.45661954837095
2023-03,216.51460802992156
2023-04,209.3495896584848
2023-05,214.95865188043805
2023-06,216.47532618938075
2023-07,225.32726556165662
