Date,EUROPE ex EMU
1998-12,100.0
1999-01,102.66959406951234
1999-02,106.36761326827495
1999-03,110.36070842323129
1999-04,116.29390638650366
1999-05,111.91265995206257
1999-06,113.76124856007688
1999-07,112.20347330115892
1999-08,113.39570987914537
1999-09,111.24914706889146
1999-10,116.25781054008664
1999-11,123.30427593160124
1999-12,131.41822611823923
2000-01,123.22667515395008
2000-02,125.1344245837329
2000-03,133.45698811661805
2000-04,134.79323440259276
2000-05,130.35524810126907
2000-06,127.71929328302527
2000-07,132.32419263202763
2000-08,138.40891930775223
2000-09,133.42183854575046
2000-10,138.66754336912675
2000-11,129.3337350004968
2000-12,128.216659297514
2001-01,128.71663673954865
2001-02,120.43469942839712
2001-03,116.11162380545859
2001-04,122.65497262225931
2001-05,124.54669010003869
2001-06,120.14731899764499
2001-07,116.26546760012891
2001-08,110.5671441006351
2001-09,102.54992378247367
2001-10,105.62079735575307
2001-11,109.41786666120933
2001-12,112.56338681086633
2002-01,110.76656002371702
2002-02,110.78240700995602
2002-03,115.30411606908348
2002-04,111.72612048602016
2002-05,107.44143281690422
2002-06,97.60505655895561
2002-07,90.05310485625071
2002-08,89.34830763169357
2002-09,79.82349668703381
2002-10,85.33079129446514
2002-11,87.96168800964048
2002-12,81.15619486228158
2003-01,74.61928305999926
2003-02,72.45868203073432
2003-03,71.46651595688947
2003-04,77.7280877398621
2003-05,78.25555651945457
2003-06,80.64482378027549
2003-07,83.608141490702
2003-08,85.39538164634003
2003-09,83.43301097927076
2003-10,88.62569080947745
2003-11,88.88134765328273
2003-12,90.89065404235156
2004-01,92.88246575287754
2004-02,96.47793034086602
2004-03,95.24414793377318
2004-04,97.31702083925921
2004-05,97.32126465016024
2004-06,98.06445999610477
2004-07,97.38044303783752
2004-08,96.8088025986434
2004-09,98.12092426183091
2004-10,97.89359106925977
2004-11,100.44481480918853
2004-12,101.52056625792244
2005-01,104.22733498082385
2005-02,107.77012567890645
2005-03,107.19122155244814
2005-04,106.67921848996785
2005-05,111.15117933366567
2005-06,114.62763475100203
2005-07,117.12851048593463
2005-08,118.63168810446788
2005-09,123.67730779216207
2005-10,121.43888414809285
2005-11,124.7738474905133
2005-12,128.56972397870695
2006-01,132.3488935046866
2006-02,133.81896231047634
2006-03,136.32291230934445
2006-04,138.7561068509533
2006-05,132.5208935534151
2006-06,133.86856188565443
2006-07,137.01633203950234
2006-08,140.06295579946305
2006-09,141.72026010473368
2006-10,147.24862796887106
2006-11,145.96595413345602
2006-12,151.0438930149315
2007-01,154.08865162097354
2007-02,150.40778081137722
2007-03,154.41779296847469
2007-04,159.02933465283095
2007-05,162.7690748037031
2007-06,162.7738007954421
2007-07,157.51784633804024
2007-08,156.29817973556575
2007-09,156.2032849809825
2007-10,160.36727809263508
2007-11,150.9613681809507
2007-12,147.41965514872007
2008-01,132.58521563807992
2008-02,131.73214602132265
2008-03,125.11974374995398
2008-04,133.55817383308164
2008-05,133.993958513165
2008-06,123.25048137747714
2008-07,120.36612574355368
2008-08,123.30423430211711
2008-09,110.21515362586304
2008-10,99.5729054125265
2008-11,92.39995480272567
2008-12,85.03238956858064
2009-01,85.00577598525952
2009-02,78.37085875600468
2009-03,78.87175540066316
2009-04,88.6960194017231
2009-05,93.44286834764483
2009-06,93.1314957463692
2009-07,101.62635388963008
2009-08,106.17665481008021
2009-09,107.35481267895324
2009-10,107.71778120211722
2009-11,108.45289928542034
2009-12,115.78679181713642
2010-01,114.55500988289616
2010-02,116.18295716111939
2010-03,124.26917936063388
2010-04,124.78684086771639
2010-05,119.96021330172873
2010-06,119.87997233697804
2010-07,124.45772969257328
2010-08,125.71327222416932
2010-09,127.79927055596183
2010-10,129.57880509340444
2010-11,132.05117669928782
2010-12,138.73746285443957
2011-01,137.78424124807833
2011-02,141.96352771781878
2011-03,135.9296172229602
2011-04,140.0002268548495
2011-05,142.39791352761637
2011-06,136.20155315072347
2011-07,136.62487048201243
2011-08,125.91566421958703
2011-09,121.64054780961833
2011-10,130.45709786614378
2011-11,130.45189732039103
2011-12,135.59988215307524
2012-01,139.19529195800024
2012-02,144.648146698493
2012-03,144.40018453278984
2012-04,145.8201211675124
2012-05,137.98525597936626
2012-06,143.98542610569757
2012-07,151.39711189383897
2012-08,152.2351554397087
2012-09,153.1319940730463
2012-10,153.1603400309383
2012-11,155.87636418552424
2012-12,156.94658356671536
2013-01,161.09017671906753
2013-02,164.89591727135644
2013-03,169.45495353497347
2013-04,170.51845085176845
2013-05,172.05365308975425
2013-06,163.74712098691404
2013-07,170.50157510887837
2013-08,170.18084471727946
2013-09,175.5427718439664
2013-10,180.00359650820548
2013-11,181.43563974307355
2013-12,183.60627953587323
2014-01,181.06497447538996
2014-02,189.68711569938995
2014-03,186.31971948400985
2014-04,191.16608531920753
2014-05,195.98371382765347
2014-06,195.79537908353714
2014-07,195.90780889575123
2014-08,200.47314388767558
2014-09,200.4135605842508
2014-10,197.93333549921388
2014-11,201.56661650389142
2014-12,200.23153220418178
2015-01,214.42664173287227
2015-02,228.61922347922666
2015-03,229.74290718812358
2015-04,232.7578854863808
2015-05,238.06699937676137
2015-06,225.6583684727005
2015-07,233.3260628949765
2015-08,213.70523352506459
2015-09,205.1120504107119
2015-10,219.59123143635148
2015-11,224.9346344236832
2015-12,213.9832965006543
2016-01,200.859209149827
2016-02,197.94231073289455
2016-03,198.0891227165024
2016-04,203.2035633786472
2016-05,208.06940148377376
2016-06,202.50925355325134
2016-07,206.80423273572185
2016-08,207.0495536167226
2016-09,206.89675233411313
2016-10,201.081937126897
2016-11,205.99354264730613
2016-12,215.8952573198844
2017-01,216.37220106185893
2017-02,223.27068655721848
2017-03,226.3221929645157
2017-04,228.79103774649485
2017-05,232.23189417508777
2017-06,226.58425923071093
2017-07,224.11646284308353
2017-08,221.65206489639664
2017-09,228.98660516978353
2017-10,232.33668487306767
2017-11,227.38793680373516
2017-12,233.34140392301674
2018-01,233.23879879855588
2018-02,223.979064746689
2018-03,219.6528443811178
2018-04,229.1368283188624
2018-05,233.23699599701928
2018-06,232.08588418298268
2018-07,238.4216195963978
2018-08,234.11263782229997
2018-09,237.3645820570139
2018-10,227.57210541825634
2018-11,225.5971755908904
2018-12,213.99445608082002
2019-01,227.0249682372927
2019-02,236.9531841381877
2019-03,243.50198819788312
2019-04,249.2842529032152
2019-05,239.44297042627724
2019-06,248.38680185646942
2019-07,249.53387897058593
2019-08,245.39537120649933
2019-09,254.74194954355292
2019-10,256.00103534144057
2019-11,263.0147574566368
2019-12,271.0548240748185
2020-01,268.9682382286295
2020-02,244.6636935509305
2020-03,216.9013270791718
2020-04,229.39022261161554
2020-05,232.12333567635858
2020-06,234.91383686086866
2020-07,231.80204187490156
2020-08,237.22599409032378
2020-09,234.92957818780457
2020-10,224.61515153636898
2020-11,248.4814783002341
2020-12,255.42579776948392
2021-01,255.10549178391454
2021-02,258.7369676705508
2021-03,275.10626758616377
2021-04,280.53320435500376
2021-05,287.9647896144875
2021-06,294.8514649653595
2021-07,302.0399539734644
2021-08,306.4357327261386
2021-09,298.389059403315
2021-10,314.0615310054529
2021-11,308.89511838683546
2021-12,327.7991151160245
2022-01,318.2689078346019
2022-02,315.9636503748706
2022-03,323.4507330766673
2022-04,325.69043113693664
2022-05,319.020879083356
2022-06,298.87260363190006
2022-07,322.4146372784673
2022-08,306.9199790260453
2022-09,287.7270006654745
2022-10,301.12131780752486
2022-11,317.62952942078243
2022-12,306.7625392584019
2023-01,319.00526942404315
2023-02,325.0856695878585
2023-03,322.19012535180656
2023-04,333.7615069838956
2023-05,325.1445079774688
2023-06,328.20231100827704
2023-07,334.9675247382621
