Date,AC PACIFIC
2016-03,159.6695886636186
2016-04,161.8771316449974
2016-05,164.06294244383878
2016-06,164.69325028148197
2016-07,173.35835634537253
2016-08,176.5021924717696
2016-09,178.14756778590666
2016-10,181.77154782139337
2016-11,183.99144493081738
2016-12,184.5245272890082
2017-01,189.05631813644817
2017-02,196.7755947061594
2017-03,198.41644022248636
2017-04,197.49265042718596
2017-05,196.70661441327024
2017-06,197.18233240850356
2017-07,197.9169225530943
2017-08,197.63294452382598
2017-09,200.32257452944359
2017-10,211.66513324171498
2017-11,210.2137220868273
2017-12,212.9317868337656
2018-01,217.61180427084474
2018-02,214.85451414390934
2018-03,208.58182304673062
2018-04,213.8275190563729
2018-05,219.6707241425219
2018-06,212.14661453679562
2018-07,212.79831319768766
2018-08,212.49923510404957
2018-09,214.63411471281455
2018-10,198.70422603707055
2018-11,203.75164393797112
2018-12,192.68331281873043
2019-01,206.05645931216355
2019-02,210.76489592045513
2019-03,215.36629397998342
2019-04,219.44343094522915
2019-05,206.98893861144646
2019-06,214.14793425527822
2019-07,217.87412197313404
2019-08,213.33861074018893
2019-09,221.13052239432392
2019-10,225.4862399270276
2019-11,229.36642597644723
2019-12,235.59973192550385
2020-01,231.56290163923936
2020-02,219.65034527490667
2020-03,196.17974964770232
2020-04,211.80826350985072
2020-05,213.12534712453487
2020-06,221.7578021208659
2020-07,219.56555608540137
2020-08,228.31627591765812
2020-09,229.89235424641782
2020-10,233.776189579173
2020-11,251.16306605488467
2020-12,259.13613661254226
2021-01,266.9775775366044
2021-02,270.36709495820594
2021-03,275.59635467696046
2021-04,273.2703605272812
2021-05,271.8074225293341
2021-06,279.485368855889
2021-07,264.4812629540053
2021-08,270.5015389886758
2021-09,269.89575452873447
2021-10,270.54118280477786
2021-11,267.74825699981045
2021-12,269.6090596725064
2022-01,260.9115782608139
2022-02,258.161660283341
2022-03,258.07039709996195
2022-04,253.5345149950361
2022-05,252.83701079482117
2022-06,242.56351716433093
2022-07,251.333138801473
2022-08,251.2057639848234
2022-09,225.75902515497316
2022-10,218.2836908782261
2022-11,243.31885362858074
2022-12,235.47738061838928
2023-01,252.15275639699152
2023-02,242.81866586548963
2023-03,244.94261577721377
2023-04,237.42556087814938
2023-05,242.53585152939874
2023-06,244.80326889653298
2023-07,254.4428331848009
