Date,AC PACIFIC
2000-12,100.0
2001-01,103.51959768331923
2001-02,99.86968081248288
2001-03,98.19884531729505
2001-04,103.50067307656604
2001-05,107.95600830526672
2001-06,103.41669798713197
2001-07,93.6569268706861
2001-08,88.4101953610162
2001-09,78.31886743339491
2001-10,80.62307972458035
2001-11,84.85817799556224
2001-12,83.36239866086667
2002-01,82.89715828670292
2002-02,84.67813442583191
2002-03,88.88320306744434
2002-04,89.32601396393223
2002-05,89.69821909280584
2002-06,80.44036799574485
2002-07,75.914917015391
2002-08,75.23568547650522
2002-09,70.0856712118172
2002-10,68.0426835606163
2002-11,70.48047841233215
2002-12,64.52112613302285
2003-01,61.79731269209874
2003-02,61.005424105900964
2003-03,58.24563121883707
2003-04,57.842873711372434
2003-05,57.88776217427607
2003-06,63.115329607815774
2003-07,67.18022918502432
2003-08,74.74479682128604
2003-09,73.55243260355851
2003-10,78.07932535372083
2003-11,73.98736516192295
2003-12,75.06662611199059
2004-01,78.2360307023402
2004-02,79.28984488836691
2004-03,86.44807944469414
2004-04,83.67721285774499
2004-05,79.94721959514504
2004-06,82.83419925882298
2004-07,80.04136386736427
2004-08,80.75393184219267
2004-09,79.19473952805627
2004-10,79.32538896419621
2004-11,80.6595739967484
2004-12,82.34401563159182
2005-01,84.88524179074193
2005-02,86.26530945322082
2005-03,85.41548719292449
2005-04,84.25269284259224
2005-05,88.0825854382515
2005-06,91.06356670950207
2005-07,93.17978061667249
2005-08,95.00051278820405
2005-09,105.13298456413038
2005-10,102.461222539395
2005-11,109.14278655068674
2005-12,116.7330207691675
2006-01,119.97384560466048
2006-02,121.21351105398108
2006-03,121.6708394038883
2006-04,122.44095606059963
2006-05,112.54218037599851
2006-06,112.16942146172308
2006-07,112.22217430194333
2006-08,114.17741526523207
2006-09,114.92236298356339
2006-10,117.310886802802
2006-11,116.4687854216714
2006-12,120.78741470452971
2007-01,122.63887093791934
2007-02,124.25845902042262
2007-03,124.05980210501151
2007-04,122.02634626922948
2007-05,127.19256235468536
2007-06,129.1691630113578
2007-07,130.00221422522233
2007-08,127.64566943303944
2007-09,131.34931783780624
2007-10,134.91661176327798
2007-11,125.6321374731007
2007-12,122.39830344742221
2008-01,110.32219265988505
2008-02,111.06020062516866
2008-03,101.35834325951313
2008-04,111.03479809343405
2008-05,111.99091069552915
2008-06,101.33511009407137
2008-07,98.88728983125817
2008-08,99.27177498084137
2008-09,89.54720498338759
2008-10,80.0243613068104
2008-11,77.2252523478711
2008-12,76.4796657067164
2009-01,76.87614612793325
2009-02,70.33288873080171
2009-03,72.72819350279617
2009-04,81.79328414831691
2009-05,85.42261365776152
2009-06,87.46034557326557
2009-07,93.92695148831623
2009-08,94.40392703822565
2009-09,96.55420677235226
2009-10,94.56255100320631
2009-11,93.71397144990335
2009-12,100.38547310736097
2010-01,100.66373192814628
2010-02,103.76893397809353
2010-03,111.26287267063788
2010-04,113.9558190429463
2010-05,111.52276445622545
2010-06,110.94264870646116
2010-07,110.62995488918672
2010-08,111.20380383593704
2010-09,112.37231953953224
2010-10,113.12248571211009
2010-11,120.70290852969784
2010-12,125.4237457636489
2011-01,122.61835141388728
2011-02,122.83156054555758
2011-03,118.00742000155307
2011-04,116.29514520438242
2011-05,117.6865176448758
2011-06,115.6964805873294
2011-07,118.72040084524981
2011-08,108.81802172073374
2011-09,106.1700533828437
2011-10,109.9240081847775
2011-11,106.94054849500091
2011-12,111.57718424233909
2012-01,118.92269438582535
2012-02,122.39717878090758
2012-03,121.48114993267288
2012-04,121.29374586573466
2012-05,117.1410092151257
2012-06,119.03433823098804
2012-07,124.51728023908636
2012-08,120.99417070819442
2012-09,123.46309476359363
2012-10,122.30799732457514
2012-11,124.60933631023511
2012-12,127.89656637649166
2013-01,127.87058535782826
2013-02,135.36479358984155
2013-03,138.94829702219602
2013-04,142.03460942373357
2013-05,137.4158823467529
2013-06,133.24762403342444
2013-07,132.5701562077856
2013-08,132.20424922230038
2013-09,137.5880399594001
2013-10,140.39703019563498
2013-11,140.330569251133
2013-12,137.88490667364525
2014-01,134.39737043128773
2014-02,134.36598431170535
2014-03,134.97460117273712
2014-04,133.67695251813421
2014-05,140.31755754059787
2014-06,144.0607680758089
2014-07,150.94845222576805
2014-08,152.55666602114627
2014-09,151.30888285637155
2014-10,154.0860831785542
2014-11,153.6710987135885
2014-12,155.67454053161705
2015-01,169.55020883093255
2015-02,178.14250192045697
2015-03,187.2799828067538
2015-04,189.18844405876834
2015-05,191.00714295172762
2015-06,181.99126010098152
2015-07,178.09913755196496
2015-08,161.06556405167152
2015-09,154.41685565142282
2015-10,170.0453336992903
2015-11,174.79325719497544
2015-12,170.3003322405982
2016-01,157.19973198599064
2016-02,154.33402811305572
