Date,EUROPE & MIDDLE EAST
2010-05,1030.3910616739097
2010-06,1024.4462276709232
2010-07,1073.7095346470892
2010-08,1060.9391028654552
2010-09,1096.0833793123074
2010-10,1122.6116325464925
2010-11,1108.454314143989
2010-12,1165.649325077759
2011-01,1184.6163114006201
2011-02,1213.6991335397836
2011-03,1171.90358962941
2011-04,1209.2492258370191
2011-05,1207.4689276327972
2011-06,1173.9873582464704
2011-07,1144.4928583795188
2011-08,1027.5218233122002
2011-09,981.3833199627928
2011-10,1058.3794507945197
2011-11,1046.842253731032
2011-12,1068.9150829036441
2012-01,1110.1617910834239
2012-02,1154.2171002747723
2012-03,1152.8687961354012
2012-04,1133.7956756820429
2012-05,1064.9141754476288
2012-06,1118.7043492910082
2012-07,1166.056302435524
2012-08,1188.8287869701503
2012-09,1199.3308709926785
2012-10,1207.9640394126097
2012-11,1234.6401609737968
2012-12,1251.2511567825677
2013-01,1285.812475358253
2013-02,1298.6422982144886
2013-03,1319.8674647530513
2013-04,1340.6592055195947
2013-05,1366.183063881433
2013-06,1296.7294529223827
2013-07,1362.2644769045091
2013-08,1354.1624309820597
2013-09,1413.6253883362047
2013-10,1467.460826939637
2013-11,1483.0501762819292
2013-12,1497.945733876873
2014-01,1472.2475160442702
2014-02,1542.4659175106226
2014-03,1530.7387512626362
2014-04,1559.0068148988826
2014-05,1598.3108454617911
2014-06,1591.7084726937278
2014-07,1567.7908702989143
2014-08,1598.8252488164617
2014-09,1605.2637493260072
2014-10,1576.0547506387209
2014-11,1626.0577945365449
2014-12,1603.6909637862495
2015-01,1719.426143045683
2015-02,1837.5226281994978
2015-03,1870.0637058797026
2015-04,1869.3286942469513
2015-05,1896.0164674123325
2015-06,1808.7175863854961
2015-07,1882.6595857021407
2015-08,1724.0280882979428
2015-09,1649.013082816092
2015-10,1785.6438216853678
2015-11,1833.5785865944622
2015-12,1737.782040657566
2016-01,1629.3940766115963
2016-02,1593.44883603381
2016-03,1613.577182987056
2016-04,1644.633970662862
2016-05,1681.3493752243248
2016-06,1610.4647077183517
2016-07,1667.2419374360868
2016-08,1678.1365909340223
2016-09,1676.6876669844778
2016-10,1662.2232104033692
2016-11,1679.8904129092887
2016-12,1777.029587336475
2017-01,1770.1588059042074
2017-02,1822.3759994064774
2017-03,1882.544524918162
2017-04,1913.7144897621056
2017-05,1942.0556111383196
2017-06,1895.2440822037172
2017-07,1887.217545302855
2017-08,1869.854831455849
2017-09,1942.6004633379757
2017-10,1980.1428783345737
2017-11,1938.673572706024
2017-12,1954.9981340636275
2018-01,1986.148022999253
2018-02,1909.6934783707868
2018-03,1870.4687629624702
2018-04,1956.4163387916847
2018-05,1959.9949497333466
2018-06,1946.9238813821974
2018-07,2007.553196609757
2018-08,1963.4470340091386
2018-09,1973.4208122076136
2018-10,1868.8667665233816
2018-11,1853.6016286257852
2018-12,1749.745929018174
2019-01,1858.8511952187978
2019-02,1935.3488028739116
2019-03,1974.3648213388092
2019-04,2048.778098765332
2019-05,1946.7442976042796
2019-06,2032.4500321031599
2019-07,2039.2518510426585
2019-08,2009.1782411386268
2019-09,2084.420908426686
2019-10,2102.374252126446
2019-11,2159.7398495031657
2019-12,2203.1869642439156
2020-01,2176.9327776630844
2020-02,1993.0746117533774
2020-03,1706.7393744524402
2020-04,1811.9367497042024
2020-05,1866.2032481105418
2020-06,1922.587958585745
2020-07,1896.751739328827
2020-08,1951.9724637929667
2020-09,1923.3385858862277
2020-10,1828.030457451891
2020-11,2081.691175907879
2020-12,2131.7344379540186
2021-01,2116.4699632823795
2021-02,2169.622222952863
2021-03,2308.8451358252737
2021-04,2356.9927999224865
2021-05,2415.9169598909925
2021-06,2457.500890359892
2021-07,2503.829979966801
2021-08,2552.9806228448665
2021-09,2476.6125139062333
2021-10,2592.120524737892
2021-11,2528.2375086445422
2021-12,2667.0944882295285
2022-01,2580.6774994539405
2022-02,2504.1125974657325
2022-03,2525.287818288815
2022-04,2509.543586320731
2022-05,2488.206330530421
2022-06,2296.4986810434384
2022-07,2471.487430693183
2022-08,2353.353457847541
2022-09,2204.4170104889145
2022-10,2342.0623540469746
2022-11,2499.169500713555
2022-12,2409.9413200147023
2023-01,2572.5296459965257
2023-02,2617.111374613695
2023-03,2614.8282146733104
2023-04,2678.5725024540616
2023-05,2611.569206815778
2023-06,2673.4777038308825
2023-07,2727.8367482422227
