Date,AC EUROPE
2000-12,100.0
2001-01,101.10683804504035
2001-02,93.11060216981252
2001-03,89.6370134690191
2001-04,95.83589982254925
2001-05,95.39469653785763
2001-06,91.88729985147577
2001-07,89.00174291031774
2001-08,83.52067559552972
2001-09,74.92927367970734
2001-10,78.28144245563459
2001-11,81.98621087696569
2001-12,84.6174167469768
2002-01,83.08806573842976
2002-02,82.57425010742843
2002-03,86.36218270084703
2002-04,83.04971578443732
2002-05,79.8427982212366
2002-06,72.83948121161878
2002-07,65.24104511189651
2002-08,65.23211997334674
2002-09,56.28868636358531
2002-10,61.599022684021655
2002-11,64.35665792212136
2002-12,58.778803133889205
2003-01,54.75520916945742
2003-02,52.81958789588986
2003-03,51.350880128350916
2003-04,57.02081656253974
2003-05,57.650844681095506
2003-06,59.62234504421449
2003-07,62.02671352372167
2003-08,63.58270309606923
2003-09,61.18793585005502
2003-10,65.33048258769763
2003-11,66.03018805755536
2003-12,67.93635071137102
2004-01,69.80643172138751
2004-02,71.8944972194566
2004-03,70.56749275189696
2004-04,71.59617238646456
2004-05,71.37010958122104
2004-06,72.60010189568972
2004-07,71.35246940966044
2004-08,70.79093731036937
2004-09,72.09124573369556
2004-10,72.95710813064179
2004-11,74.88839336140758
2004-12,76.3455576708307
2005-01,78.18543813764111
2005-02,80.75124785824596
2005-03,80.27432244547542
2005-04,78.72859234878989
2005-05,82.63325840109498
2005-06,85.51729502215312
2005-07,88.454133447232
2005-08,88.81834488360668
2005-09,93.0043262236603
2005-10,90.54538302644906
2005-11,93.68886370279677
2005-12,96.94262699818874
2006-01,100.52656642480046
2006-02,102.61351433187575
2006-03,104.82586037198233
2006-04,106.00322622983535
2006-05,100.75176960052914
2006-06,101.54135480844123
2006-07,103.43315939604614
2006-08,106.33687685874355
2006-09,108.09763855856586
2006-10,111.92227922764913
2006-11,111.81360394910166
2006-12,116.02137447143606
2007-01,118.2636705575375
2007-02,115.84505589253958
2007-03,119.21343542530197
2007-04,123.5405689026749
2007-05,127.24747710949619
2007-06,127.13965045064626
2007-07,123.12999074817347
2007-08,122.08210412901195
2007-09,123.15586820925549
2007-10,126.99945927886918
2007-11,121.30255079284902
2007-12,119.96073616681394
2008-01,105.73013251640322
2008-02,105.00860600263647
2008-03,100.87298215730496
2008-04,107.24146087600137
2008-05,108.54071662066883
2008-06,97.82865286827067
2008-07,95.69530748807826
2008-08,96.88932694258878
2008-09,85.95620468131067
2008-10,74.35291344397154
2008-11,68.96254729425968
2008-12,66.07666147468606
2009-01,63.66045309137956
2009-02,57.77424460870308
2009-03,59.297692058286515
2009-04,67.90700852580383
2009-05,71.59746023402668
2009-06,70.63739823127905
2009-07,77.29783130280549
2009-08,81.10948143006586
2009-09,83.49426868950992
2009-10,81.90590996698978
2009-11,82.79405444558067
2009-12,88.04189628216075
2010-01,85.83015377195582
2010-02,85.49578212787156
2010-03,92.00560945206337
2010-04,91.24860478614077
2010-05,86.8284404603377
2010-06,86.17905383480058
2010-07,90.53403710022842
2010-08,89.39996865025348
2010-09,92.31514812536871
2010-10,94.62552094463064
2010-11,93.52097817109038
2010-12,98.36528642466816
2011-01,99.9452918306368
2011-02,102.49753749565036
2011-03,99.2624586149726
2011-04,102.32623719785616
2011-05,101.91524508290543
2011-06,99.20369857827713
2011-07,96.87522238109112
2011-08,86.82057680857012
2011-09,82.54730569721573
2011-10,89.10669200217096
2011-11,88.24441919851425
2011-12,89.70171047462128
2012-01,93.57211696199415
2012-02,97.46369769831985
2012-03,97.1280819470412
2012-04,95.46154225965425
2012-05,89.36304833048166
2012-06,94.14165134152344
2012-07,98.14542850121904
2012-08,100.02951288568268
2012-09,100.98817445554482
2012-10,101.62230052225863
2012-11,103.77001112640976
2012-12,105.43175242539981
2013-01,108.275100378276
2013-02,109.21066812040142
2013-03,110.87759262330032
2013-04,112.41503650252231
2013-05,114.4660232907839
2013-06,108.50707581644392
2013-07,113.8041622225134
2013-08,113.08902654281184
2013-09,118.19303852337207
2013-10,122.75996542890918
2013-11,123.76002423247371
2013-12,124.76007409401628
2014-01,122.27110299394538
2014-02,127.85044397101481
2014-03,126.90090704982315
2014-04,129.01880135493224
2014-05,132.64036313585552
2014-06,132.17972972893708
2014-07,130.01704559984302
2014-08,132.54474336348827
2014-09,132.898336517325
2014-10,130.53143693988832
2014-11,134.3099512032129
2014-12,131.81631503249375
2015-01,141.17634240078493
2015-02,151.10073505989018
2015-03,153.5625302335343
2015-04,153.95703323179768
2015-05,155.9239968244759
2015-06,148.74002026386083
2015-07,154.30425029845773
2015-08,141.30163739431563
2015-09,135.2314341628586
2015-10,146.3717926646597
2015-11,150.19372293637244
2015-12,142.089696180351
2016-01,133.40139815460054
2016-02,130.5977074095628
2016-03,132.72769345615765
2016-04,135.33743252334958
2016-05,138.12294819797586
2016-06,132.4233150844547
2016-07,136.93477108250732
2016-08,137.95954307806323
2016-09,137.94252746135467
2016-10,137.0265851423959
2016-11,138.56930769181994
2016-12,146.87151750649832
2017-01,146.30591056056213
2017-02,150.3977362450114
2017-03,155.29533382778612
2017-04,157.9624639535554
2017-05,160.0406967360564
2017-06,156.09910942009157
2017-07,155.61940065601868
2017-08,154.75652359903776
2017-09,160.50666873816033
2017-10,163.61551116232437
2017-11,160.19739387298722
2017-12,161.6778078762819
2018-01,164.53373575306045
2018-02,158.37522236287052
2018-03,154.95515157889417
2018-04,161.651236756816
2018-05,161.71042169146907
2018-06,160.59642197110477
2018-07,165.60519846936788
2018-08,161.61510277505263
2018-09,162.80548672081667
2018-10,154.2743991962246
2018-11,153.1258497465763
2018-12,144.7692230710761
2019-01,153.99268912351286
2019-02,160.05344725461646
2019-03,163.18266062920145
2019-04,169.27467791889535
2019-05,161.33356340105323
2019-06,168.52839780465405
2019-07,169.17913358361503
2019-08,166.51143406724182
2019-09,172.81525989025369
2019-10,174.50157415127657
2019-11,179.07372580182434
2019-12,182.94866789960076
2020-01,180.57431226460375
2020-02,164.90615847014914
2020-03,140.74248266786535
2020-04,149.55230814437962
2020-05,154.13826882186794
2020-06,158.6324486021359
2020-07,156.38332549281367
2020-08,160.7866767873879
2020-09,158.29204356508342
2020-10,150.15527145378672
2020-11,171.35501177926338
2020-12,175.72826555819935
2021-01,174.36530341688555
2021-02,178.720426963874
2021-03,190.19179224136548
2021-04,193.95089859722754
2021-05,199.27939012420075
2021-06,202.88108545015925
2021-07,206.53024350725133
2021-08,210.83046925475261
2021-09,205.06051865723902
2021-10,214.54679948087065
2021-11,208.73881620126465
2021-12,219.72333249007795
2022-01,212.6228581192377
2022-02,203.5979335225953
2022-03,203.08037848735017
2022-04,201.7750514035762
2022-05,200.14285979311282
2022-06,184.66436447056702
2022-07,198.61883276291758
2022-08,188.9311291235299
2022-09,177.02429365063963
2022-10,188.2009395091925
2022-11,201.26643791747955
2022-12,194.35193368141617
2023-01,207.41792411778712
2023-02,211.18178626841026
2023-03,210.83420238160807
2023-04,216.13091358887885
