Date,ACWI ex GERMANY
2015-12,2165.8978822514937
2016-01,2045.3025139271665
2016-02,2024.0185685798117
2016-03,2071.430558657768
2016-04,2091.613589273697
2016-05,2155.375688215048
2016-06,2150.1326714093548
2016-07,2226.209509054519
2016-08,2241.5970492202086
2016-09,2235.316659280932
2016-10,2252.5724429000775
2016-11,2348.657057465651
2016-12,2409.7847178334205
2017-01,2415.9458140873753
2017-02,2527.680747423325
2017-03,2539.5080531094063
2017-04,2531.9951141281936
2017-05,2504.3532661424865
2017-06,2481.547664308248
2017-07,2468.4599187535164
2017-08,2457.3948627995715
2017-09,2516.1823926083175
2017-10,2606.9298949492104
2017-11,2596.955927168605
2017-12,2621.635833492191
2018-01,2669.3662721413098
2018-02,2614.750454194208
2018-03,2537.338261285231
2018-04,2606.6306992388318
2018-05,2704.541612434059
2018-06,2690.8858938155327
2018-07,2765.0357984772922
2018-08,2805.794414452671
2018-09,2824.687770205885
2018-10,2679.445933442187
2018-11,2723.222247145597
2018-12,2506.330122790409
2019-01,2694.9800318964562
2019-02,2789.027996474834
2019-03,2866.0575796788194
2019-04,2965.8726383668245
2019-05,2806.363924320611
2019-06,2925.346461715339
2019-07,3003.9103572324016
2019-08,2965.4638732141475
2019-09,3058.2781367381535
2019-10,3067.8402074384494
2019-11,3180.4555802158434
2019-12,3235.4099333666095
2020-01,3242.6296195890745
2020-02,3008.149148890533
2020-03,2607.5616880842226
2020-04,2892.6878490441522
2020-05,2969.3167209685444
2020-06,3032.4805255637416
2020-07,3032.8151368513504
2020-08,3182.0256161067787
2020-09,3140.481018729575
2020-10,3091.1882331591887
2020-11,3377.6945802696855
2020-12,3454.341667816212
2021-01,3464.350961909492
2021-02,3548.0777279079975
2021-03,3760.866032368556
2021-04,3833.296776488901
2021-05,3831.4933667392147
2021-06,4005.3554408434347
2021-07,4033.8750308730114
2021-08,4154.743027779367
2021-09,4058.511939399842
2021-10,4274.788132152406
2021-11,4293.312559514527
2021-12,4418.025389455625
2022-01,4260.537566948551
2022-02,4146.5179152744695
2022-03,4281.009574981462
2022-04,4153.923886125948
2022-05,4093.099430774139
2022-06,3844.916660600193
2022-07,4221.040414775717
2022-08,4124.792697913564
2022-09,3827.9334121830548
2022-10,4020.8775632582197
2022-11,4154.376918621887
2022-12,3847.136734062648
2023-01,4047.343089564916
2023-02,4025.170741085924
2023-03,4049.372153623527
2023-04,4040.491670512492
2023-05,4143.6241845800805
2023-06,4284.588253807237
2023-07,4395.45980686226
