Date,ACWI ex USA
2000-12,100.0
2001-01,102.46565873649526
2001-02,95.41085003025293
2001-03,92.19268858976622
2001-04,98.12754422752383
2001-05,99.72724052313868
2001-06,95.98331916217137
2001-07,90.79029188509737
2001-08,85.26074305741038
2001-09,75.99968437604862
2001-10,78.99815785630474
2001-11,83.09853297109537
2001-12,84.63333375066838
2002-01,83.77664540566681
2002-02,83.9734510595933
2002-03,87.74407303301726
2002-04,85.45545207633937
2002-05,83.25444312874923
2002-06,75.32729521194601
2002-07,68.47701127894406
2002-08,68.44463583475459
2002-09,60.70752543478618
2002-10,63.82720402302065
2002-11,66.58897386847292
2002-12,61.0761611472809
2003-01,57.60385747653497
2003-02,56.199995210212236
2003-03,54.39457100807511
2003-04,58.25728037722155
2003-05,58.75229787379023
2003-06,61.80652436106194
2003-07,64.72731793963673
2003-08,68.32212494895468
2003-09,66.20294454652209
2003-10,70.61377130126236
2003-11,69.96405960890507
2003-12,71.56026216035572
2004-01,73.81439060172438
2004-02,75.66509932004074
2004-03,76.94330143447671
2004-04,76.36882188261501
2004-05,75.13945535454825
2004-06,77.021843425647
2004-07,75.5509900689389
2004-08,75.4257122657276
2004-09,76.16587190876314
2004-10,76.94773052428062
2004-11,78.73988938253059
2004-12,80.28937713074555
2005-01,82.26666515799587
2005-02,84.7546651186616
2005-03,84.18099366000719
2005-04,82.57527408582679
2005-05,86.79321813976253
2005-06,90.14903629766235
2005-07,93.15282678205227
2005-08,94.32684253306874
2005-09,101.16371074939428
2005-10,98.11689358883477
2005-11,103.00700756782442
2005-12,107.89768437146155
2006-01,112.10241535590256
2006-02,113.82529612948618
2006-03,115.349521477191
2006-04,116.46098929997234
2006-05,108.83087752427592
2006-06,109.16879645891068
2006-07,110.48003840082615
2006-08,113.23007328388796
2006-09,114.4706667601631
2006-10,118.22515939758495
2006-11,117.93896627979574
2006-12,122.2394082314896
2007-01,124.49123630224302
2007-02,123.19415814874095
2007-03,125.63510446284079
2007-04,128.1547830644058
2007-05,133.36920634362326
2007-06,133.96961801718442
2007-07,131.77790999862611
2007-08,130.25200122857828
2007-09,133.10120040202463
2007-10,138.12553247297862
2007-11,129.9915279026792
2007-12,128.60874207506666
2008-01,114.68960397724585
2008-02,115.06162970160248
2008-03,107.8139358813677
2008-04,116.37061218747282
2008-05,118.43087948121666
2008-06,107.21364608584402
2008-07,104.36658356343833
2008-08,105.42851315174774
2008-09,93.90368587961586
2008-10,81.11567831709661
2008-11,76.37220450415697
2008-12,73.68827904717278
2009-01,72.86649955574644
2009-02,66.66137944469486
2009-03,68.8851127985256
2009-04,78.4261884151472
2009-05,83.35999986049055
2009-06,83.19415427964289
2009-07,90.35639116559007
2009-08,92.57043699091845
2009-09,95.55059813119077
2009-10,93.48754402422398
2009-11,94.50788516793993
2009-12,100.98346645124829
2010-01,99.14440480599592
2010-02,100.97887166675893
2010-03,108.7729047565564
2010-04,109.71733105672843
2010-05,106.37923073499847
2010-06,105.19909300669383
2010-07,107.84022228186568
2010-08,107.50551490800522
2010-09,110.03999160240646
2010-10,111.76622882181816
2010-11,114.72967265255964
2010-12,120.04351986889961
2011-01,118.62104778927184
2011-02,120.84653749778906
2011-03,117.34864361867706
2011-04,117.73058937841617
2011-05,117.99396688881048
2011-06,115.29937722546101
2011-07,114.74313265264557
2011-08,104.70589817377686
2011-09,99.86127825986803
2011-10,106.17893160848858
2011-11,104.40193590056333
2011-12,107.05180418693816
2012-01,113.36289666661216
2012-02,117.1669562269344
2012-03,116.07609264959184
2012-04,114.94945122278213
2012-05,109.07391053829446
2012-06,112.53973976786564
2012-07,117.60533307777588
2012-08,117.30689197564284
2012-09,119.22980823386901
2012-10,118.83416386811385
2012-11,120.65214307470286
2012-12,123.14791651374587
2013-01,124.47258755046118
2013-02,127.87070705246813
2013-03,130.44577930662408
2013-04,131.72268347135986
2013-05,130.89956417489066
2013-06,124.8516220174958
2013-07,127.57119844679605
2013-08,126.6941867508083
2013-09,131.9873835712707
2013-10,136.24573618966798
2013-11,136.27344898415524
2013-12,135.83877589838482
2014-01,132.49214819594127
2014-02,135.86387627066316
2014-03,136.49868456490967
2014-04,137.47370085384205
2014-05,142.40574293569378
2014-06,144.31543219036521
2014-07,146.20938992375594
2014-08,149.34135527131917
2014-09,148.17703831689184
2014-10,147.922320270442
2014-11,149.73938388855817
2014-12,148.70623380961624
2015-01,159.22313194033927
2015-02,168.7524914350216
2015-03,173.39077312500459
2015-04,174.58339958954377
2015-05,175.65065899123437
2015-06,168.01506391499632
2015-07,168.96574738131469
2015-08,153.87129420077466
2015-09,147.29590638981568
2015-10,159.92295937532063
2015-11,163.81395984574985
2015-12,156.26753841206434
2016-01,146.2097277003775
2016-02,143.93996157920898
2016-03,148.40475530374403
2016-04,151.5393903088511
2016-05,153.2772685261483
2016-06,151.2447478524927
2016-07,157.68812990897817
2016-08,159.32648913813378
2016-09,159.84881495652718
2016-10,161.51735475838066
2016-11,163.04671578013745
2016-12,168.17637989243846
2017-01,169.9526335587051
2017-02,175.60382050203884
2017-03,178.8856591308031
2017-04,179.4600496824827
2017-05,179.42590947369584
2017-06,177.4502934112323
2017-07,177.99032670116557
2017-08,177.43186612948372
2017-09,181.74986526327498
2017-10,187.9110750423788
2017-11,185.0842762460279
2017-12,187.8895256531632
2018-01,191.19703161406207
2018-02,186.08017185194137
2018-03,181.2823239209114
2018-04,187.47681651638382
2018-05,189.56519809298368
2018-06,185.96236491957788
2018-07,190.00311689829806
2018-08,187.07356303071333
2018-09,188.24940838704148
2018-10,177.27995421765047
2018-11,179.08436354243435
2018-12,169.34831811210236
2019-01,181.461332414816
2019-02,186.4285746668981
2019-03,190.1862484728656
2019-04,195.5850446744363
2019-05,186.1425196434357
2019-06,193.11391756485256
2019-07,195.12865064998928
2019-08,191.18860512018802
2019-09,198.09634990385103
2019-10,200.3318100803461
2019-11,204.48971789355235
2019-12,209.56295677924294
2020-01,206.56492431667243
2020-02,191.9255564153301
2020-03,164.31556965964162
2020-04,177.082235614341
2020-05,180.0745151247729
2020-06,186.40226492535552
2020-07,184.94018432156759
2020-08,190.68794853243634
2020-09,189.6961146012503
2020-10,186.86084213017034
2020-11,206.44040501729935
2020-12,212.73467714652628
2021-01,214.71496041254107
2021-02,219.16396000148822
2021-03,229.2050483289821
2021-04,230.36593058349771
2021-05,233.9090164290849
2021-06,239.59616022945102
2021-07,235.66646798386228
2021-08,241.23448204117383
2021-09,237.84193517668623
2021-10,243.87703978213753
2021-11,239.44458421321613
2021-12,246.79636903542516
2022-01,241.1370297324008
2022-02,235.90092440584763
2022-03,238.5172690826623
2022-04,235.76649142396934
2022-05,233.845682784149
2022-06,219.00304424334055
2022-07,232.2314053499084
2022-08,227.9139196756121
2022-09,210.56191530570138
2022-10,214.94490256973793
2022-11,230.67926822010577
2022-12,220.88815022499153
2023-01,234.67017158658084
2023-02,231.88815854160046
2023-03,231.8827237618078
2023-04,232.16100348694638
2023-05,231.67334167938864
2023-06,236.54361691171994
2023-07,243.58191072165013
