Date,FAR EAST
1998-12,100.0
1999-01,103.47655697287792
1999-02,105.0066790561455
1999-03,121.42912883607168
1999-04,131.6344630709208
1999-05,126.03231200267443
1999-06,139.81689517537623
1999-07,146.09528106478402
1999-08,147.21399888085563
1999-09,153.370476511764
1999-10,162.2047977584697
1999-11,177.69280856238223
1999-12,190.26775959760818
2000-01,185.4081714640689
2000-02,184.31961746220736
2000-03,199.48886527123358
2000-04,194.2056112858852
2000-05,179.42736941865462
2000-06,185.9945607441031
2000-07,173.4190128628263
2000-08,191.44981368934938
2000-09,182.59179150031954
2000-10,179.31741976258058
2000-11,167.5743204872004
2000-12,148.11602884415308
2001-01,148.3536705630361
2001-02,143.6865581345151
2001-03,143.23611851763997
2001-04,151.45468569610068
2001-05,157.7255142598717
2001-06,148.9613217197419
2001-07,134.48233493831643
2001-08,125.99487961397885
2001-09,112.82259328493834
2001-10,114.18709848742871
2001-11,117.4056941971496
2001-12,111.83533681502564
2002-01,108.09367060685113
2002-02,110.87987101682644
2002-03,116.24182489261813
2002-04,118.65814348260403
2002-05,120.24255392696948
2002-06,107.717846565646
2002-07,101.34904504468244
2002-08,100.01515975976395
2002-09,94.39820917999299
2002-10,88.80012658411214
2002-11,91.79858148307127
2002-12,84.48176873186583
2003-01,79.48867778936989
2003-02,79.48989535615681
2003-03,75.0083010446403
2003-04,72.84528067518704
2003-05,72.74969334769766
2003-06,79.64429932456345
2003-07,84.77708292876937
2003-08,95.96225624535904
2003-09,95.72705238339385
2003-10,100.30950419536596
2003-11,94.52485811686898
2003-12,95.67737609936725
2004-01,99.5303589340234
2004-02,99.52626929333096
2004-03,112.16772816158101
2004-04,108.93461623279323
2004-05,103.50280303803413
2004-06,108.99965618179132
2004-07,104.3842863071878
2004-08,104.63165953040298
2004-09,100.50989579121331
2004-10,100.4322198781343
2004-11,100.98159538415874
2004-12,103.5391426695969
2005-01,105.46715936500765
2005-02,105.75413844279876
2005-03,105.73674849025676
2005-04,104.30964189141464
2005-05,108.21307695221779
2005-06,110.61958383193382
2005-07,112.0003372300913
2005-08,117.18387308176435
2005-09,130.90264141988482
2005-10,129.60981543786647
2005-11,137.17743316149736
2005-12,148.02364187495647
2006-01,151.0960763423024
2006-02,152.84150436547822
2006-03,154.27042658306226
2006-04,152.91009442314063
2006-05,140.59567335506543
2006-06,139.9336994770661
2006-07,139.66161570463106
2006-08,141.5863154814858
2006-09,141.1680410669072
2006-10,142.8530286203001
2006-11,139.2762277770377
2006-12,144.04096309819448
2007-01,147.65302006901914
2007-02,150.2214949952237
2007-03,147.7741128160355
2007-04,142.116469002314
2007-05,146.7212254614318
2007-06,146.01401351731127
2007-07,144.6448678669232
2007-08,141.31864944165187
2007-09,140.54408167535587
2007-10,139.33129896966224
2007-11,134.17521338648186
2007-12,130.18384666394226
2008-01,121.24595429486905
2008-02,118.90335798675963
2008-03,109.38337835984755
2008-04,119.46209331871566
2008-05,122.24701233505401
2008-06,111.89824997484888
2008-07,109.48696198242568
2008-08,111.04835168229341
2008-09,102.51937032084847
2008-10,95.4208387024639
2008-11,94.14842615488419
2008-12,92.61017978789619
2009-01,94.19037506266044
2009-02,83.86022146413727
2009-03,82.23007878500788
2009-04,91.08169054453923
2009-05,95.16955626641057
2009-06,97.32799039549413
2009-07,101.7321278076983
2009-08,103.0919767496978
2009-09,100.7058289710068
2009-10,97.84055722108513
2009-11,95.45692799427886
2009-12,101.0551259698494
2010-01,104.94651601599155
2010-02,108.328158770253
2010-03,114.7157706196628
2010-04,116.70839877931249
2010-05,116.37173976865834
2010-06,115.15900667360114
2010-07,112.646161737252
2010-08,113.30717914753139
2010-09,111.51583373354582
2010-10,111.88323525950123
2010-11,121.60653395076419
2010-12,125.85752903693623
2011-01,123.48982129983266
2011-02,126.37428484393979
2011-03,114.04160427750705
2011-04,110.14415728251484
2011-05,112.07309827988274
2011-06,111.81935730491693
2011-07,116.72101206539276
2011-08,107.1769486883854
2011-09,110.25758418742244
2011-10,107.84739722210577
2011-11,106.17272725791874
2011-12,110.89232730806648
2012-01,116.22225950598823
2012-02,119.9004205998888
2012-03,121.07944719542961
2012-04,118.8065035920823
2012-05,115.59759740793814
2012-06,118.41935776682732
2012-07,120.79525111276888
2012-08,117.39770456996665
2012-09,118.52151997844655
2012-10,115.9913960606256
2012-11,118.3725731732919
2012-12,122.08670247344973
2013-01,123.05985058319398
2013-02,130.4056769760181
2013-03,137.8378358229494
2013-04,144.52889894490636
2013-05,139.4242380129379
2013-06,139.6884158955639
2013-07,138.3635479786985
2013-08,136.18876179961387
2013-09,143.24266695956214
2013-10,143.26068824669977
2013-11,144.84874766197817
2013-12,143.98045949070053
2014-01,140.92323764370778
2014-02,137.9645997646987
2014-03,136.6354645792651
2014-04,133.66264791499424
2014-05,141.2407776026292
2014-06,146.89309711942454
2014-07,152.46104083522079
2014-08,151.8314545934081
2014-09,155.59579501294246
2014-10,156.31044145630506
2014-11,157.73814136778157
2014-12,159.72447501436605
2015-01,175.47424331770534
2015-02,185.2015033451663
2015-03,196.09991852881367
2015-04,196.19219750071827
2015-05,201.9628701759181
2015-06,195.1100664437017
2015-07,196.65975885832805
2015-08,180.51248810568578
2015-09,169.98829975990554
2015-10,188.76020149836904
2015-11,194.57992877127595
2015-12,189.9213646915035
2016-01,174.68783249267562
2016-02,170.17114176806626
2016-03,171.42539961290987
2016-04,177.36623658108402
2016-05,180.3268549092569
2016-06,177.51265425463663
2016-07,187.3199380985209
2016-08,188.7483292813406
2016-09,190.51988989015322
2016-10,196.84176901828647
2016-11,199.0901212868064
2016-12,200.15108544026648
2017-01,203.89139081921786
2017-02,210.02633733809148
2017-03,209.03462430728268
2017-04,207.91052709653565
2017-05,207.54650432728656
2017-06,206.6957581224442
2017-07,204.71554497507444
2017-08,203.29010548346616
2017-09,207.5355042576395
2017-10,219.25230413094354
2017-11,220.806150703053
2017-12,221.33792526376408
2018-01,223.32565578497028
2018-02,224.1391499979426
2018-03,217.51451850191563
2018-04,224.16663716734428
2018-05,229.63852412087277
2018-06,222.58581826813395
2018-07,223.46469784152896
2018-08,224.32477272858728
2018-09,230.54254765764378
2018-10,215.58347855470555
2018-11,218.58305678184422
2018-12,204.39476777469443
2019-01,216.45668330738002
2019-02,219.7198288891451
2019-03,224.3326636524444
2019-04,228.304221630395
2019-05,219.13185273839193
2019-06,224.009847015898
2019-07,228.2311928339601
2019-08,225.64625119742453
2019-09,235.52960653881323
2019-10,241.3454507010288
2019-11,244.78607386799797
2019-12,246.1165612029082
2020-01,244.74821585761026
2020-02,226.77404623812225
2020-03,208.10491803188953
2020-04,220.42056756991892
2020-05,225.35581919857265
2020-06,226.10478898854575
2020-07,211.69473518022673
2020-08,224.86197379865206
2020-09,229.62584224613394
2020-10,227.49359289370878
2020-11,249.36453985574502
2020-12,253.97520768343273
2021-01,254.2401607060495
2021-02,259.3412278717767
2021-03,270.8750567490929
2021-04,262.29441113183685
2021-05,262.0084453966371
2021-06,268.59670514921817
2021-07,264.9782352798181
2021-08,272.74005491601275
2021-09,282.33669773825113
2021-10,275.50243349390877
2021-11,274.7656339182893
2021-12,276.5192287589503
2022-01,268.57144042922226
2022-02,264.54680656425626
2022-03,266.00465941900586
2022-04,257.2146894732063
2022-05,257.1571037051426
2022-06,245.49814756018168
2022-07,263.19454158052986
2022-08,259.8930728493595
2022-09,239.76591960586572
2022-10,240.2831394244866
2022-11,256.50174980610814
2022-12,250.0347212842613
2023-01,260.4751123243377
2023-02,255.3365354344737
2023-03,258.5229660411036
2023-04,255.24627694356346
2023-05,265.01632840588417
2023-06,269.0683341667614
2023-07,275.13524525394456
