Date,EFM ASEAN
2006-11,1000.0
2006-12,1013.7520980983444
2007-01,1069.2892287606933
2007-02,1046.0847859780076
2007-03,1078.7050438137787
2007-04,1113.9097753159922
2007-05,1194.2422185782298
2007-06,1204.4505053420894
2007-07,1258.4779638049026
2007-08,1179.7917444822733
2007-09,1230.9339729618619
2007-10,1344.1366136019483
2007-11,1291.730579169238
2007-12,1343.649185361256
2008-01,1285.6361625913357
2008-02,1311.7656960584525
2008-03,1157.2204552400594
2008-04,1168.8621496914986
2008-05,1158.390869932963
2008-06,1050.3054798930757
2008-07,1027.8605694497153
2008-08,1035.665173346093
2008-09,945.2098362307976
2008-10,759.2095005400231
2008-11,726.8885556596293
2008-12,736.5994156158954
2009-01,767.3981153935686
2009-02,744.7992031928611
2009-03,754.9437977768806
2009-04,901.9064848284609
2009-05,935.8519565959236
2009-06,993.7786182877865
2009-07,1109.782983943052
2009-08,1100.6385331754236
2009-09,1162.865880992007
2009-10,1148.1101710824885
2009-11,1147.2976795790862
2009-12,1242.8855138060212
2010-01,1266.349984108328
2010-02,1295.989144393914
2010-03,1446.198008416766
2010-04,1522.2945910860208
2010-05,1549.5640396980896
2010-06,1618.0297770393342
2010-07,1606.0292286226143
2010-08,1709.569506070546
2010-09,1764.4297631896802
2010-10,1776.4343533273948
2010-11,1819.5589780095186
2010-12,1851.0183135317134
2011-01,1713.4691315406833
2011-02,1735.1999507727242
2011-03,1815.7620071484696
2011-04,1810.586358248747
2011-05,1845.1102159187656
2011-06,1840.010460506126
2011-07,1950.5386738257228
2011-08,1802.7253727086359
2011-09,1713.5917193933517
2011-10,1826.4224758787536
2011-11,1801.9718654267176
2011-12,1931.3981250409204
2012-01,2022.1904563134265
2012-02,2064.3892587931946
2012-03,2086.505315735271
2012-04,2112.1630850186834
2012-05,2079.1424053902347
2012-06,2091.3600214839053
2012-07,2233.134153428127
2012-08,2160.314974113425
2012-09,2207.854742227748
2012-10,2226.6098718429685
2012-11,2192.0452303464713
2012-12,2245.236053963329
2013-01,2208.1317776820943
2013-02,2403.3253478456554
2013-03,2485.7047553675825
2013-04,2498.8363389938554
2013-05,2486.933381539558
2013-06,2378.719888596187
2013-07,2249.694968132417
2013-08,2045.1175222961847
2013-09,2060.3142871334517
2013-10,2195.44133515841
2013-11,2047.9385116026058
2013-12,1979.3969896222018
2014-01,1988.7336937003217
2014-02,2063.7205755485766
2014-03,2131.8043927756717
2014-04,2163.0750001350602
2014-05,2201.0756711340846
2014-06,2232.168940007145
2014-07,2344.0230121147188
2014-08,2421.301509325144
2014-09,2463.119498481395
2014-10,2482.4389615861155
2014-11,2464.101328416863
2014-12,2434.2365490130546
2015-01,2622.761784701488
2015-02,2695.2821922648754
2015-03,2792.76676417403
2015-04,2631.9129278697837
2015-05,2615.850014986737
2015-06,2478.469050205387
2015-07,2415.8193828869776
2015-08,2141.377782832546
2015-09,2019.8157948518185
2015-10,2193.530987004003
2015-11,2265.7670938284277
2015-12,2201.8535210269943
2016-01,2241.1699602326926
2016-02,2273.6176171413777
2016-03,2357.1149592821184
2016-04,2310.8823564484933
2016-05,2308.5113572507576
2016-06,2432.0549414121056
2016-07,2499.926416484032
2016-08,2553.075463904554
2016-09,2478.157210367117
2016-10,2513.4982999412064
2016-11,2380.5433685278313
2016-12,2448.1320691721367
2017-01,2454.5717867737217
2017-02,2527.20136085159
2017-03,2600.6497910833114
2017-04,2626.5866754015433
2017-05,2588.7377155499453
2017-06,2574.7401649640765
2017-07,2518.232520652538
2017-08,2524.426273574033
2017-09,2571.8834444152
2017-10,2635.583545915103
2017-11,2613.859691672108
2017-12,2761.2164519951184
2018-01,2809.4041944514547
2018-02,2836.198174793718
2018-03,2750.7857716257736
2018-04,2743.6989046203266
2018-05,2693.682169005209
2018-06,2521.798449689757
2018-07,2646.369985390308
2018-08,2698.1629796024795
2018-09,2678.010193425283
2018-10,2596.861951605124
2018-11,2685.183463222832
2018-12,2655.358909165697
2019-01,2822.1322266354055
2019-02,2818.135345613246
2019-03,2835.03948963908
2019-04,2859.5532251449904
2019-05,2825.7814916212765
2019-06,2916.2292268189326
2019-07,2957.9465149045222
2019-08,2895.804022113868
2019-09,2884.5230250359773
2019-10,2847.892116988071
2019-11,2829.808700285797
2019-12,2865.9565512896716
2020-01,2737.717356514955
2020-02,2492.5018885193667
2020-03,2010.6033173750134
2020-04,2241.5823760962653
2020-05,2303.527103400275
2020-06,2366.3960662478357
2020-07,2286.928602045327
2020-08,2244.261885329728
2020-09,2141.1390840164795
2020-10,2199.622553632727
2020-11,2445.0971510487293
2020-12,2495.2396841436907
2021-01,2439.977927532574
2021-02,2481.601961139449
2021-03,2517.6565775643385
2021-04,2479.8948137426196
2021-05,2453.1879905190567
2021-06,2453.7246767369893
2021-07,2316.495445663436
2021-08,2540.795643195006
2021-09,2521.8614355352424
2021-10,2638.695433668903
2021-11,2618.395591453647
2021-12,2666.698803088369
2022-01,2692.632556764313
2022-02,2799.1261526297744
2022-03,2832.1468853498486
2022-04,2913.800518494966
2022-05,2837.4102294191293
2022-06,2640.065727138503
2022-07,2735.0923550295065
2022-08,2881.876380915687
2022-09,2747.700935011131
2022-10,2754.999910905135
2022-11,2831.387345680681
2022-12,2726.898895494356
2023-01,2784.6790506701577
2023-02,2677.5686543320503
2023-03,2699.139068916518
2023-04,2669.6700153004563
2023-05,2665.177026361702
2023-06,2586.8018345463047
2023-07,2709.213426998614
