Date,FM ex GCC
2014-10,850.6052728234566
2014-11,814.3813596884576
2014-12,816.1149892949619
2015-01,821.8277909060282
2015-02,848.2283335209661
2015-03,891.0858157317568
2015-04,885.4798390707557
2015-05,877.004766332121
2015-06,858.0779420839551
2015-07,831.5127811916425
2015-08,783.2805816017194
2015-09,758.4964253652918
2015-10,807.9026168910655
2015-11,800.1662351263695
2015-12,782.1825239387932
2016-01,740.3826835531838
2016-02,758.6004289390175
2016-03,742.4416028202781
2016-04,762.2333805906399
2016-05,805.1313604677829
2016-06,776.3487951208876
2016-07,779.5401317722403
2016-08,774.880291111334
2016-09,790.0613208228705
2016-10,804.4741722552279
2016-11,803.1569386142422
2016-12,825.8433275658523
2017-01,847.8951068495801
2017-02,862.6187553967428
2017-03,886.6133326063404
2017-04,887.6682421642626
2017-05,908.1474422566376
2017-06,909.1415759837017
2017-07,887.0857536921801
2017-08,906.2022009211136
2017-09,933.5793884682847
2017-10,972.5845430479873
2017-11,975.4867251189164
2017-12,1006.7563137534408
2018-01,1032.3691318510562
2018-02,1031.1332360558586
2018-03,1030.7552837566327
2018-04,1016.4138769545384
2018-05,933.2682491740136
2018-06,879.1624304859411
2018-07,898.4250498790774
2018-08,839.8933957634575
2018-09,834.6576548452487
2018-10,821.5423139363493
2018-11,843.2457186406865
2018-12,804.4747847487794
2019-01,844.8469841620724
2019-02,856.8107916428472
2019-03,852.1251193911105
2019-04,841.3698688450696
2019-05,858.0019870925025
2019-06,859.1497997154906
2019-07,881.552770680011
2019-08,882.455395482685
2019-09,894.2912616476424
2019-10,879.9195794397351
2019-11,887.1568890205826
2019-12,888.8084101628665
2020-01,896.7247866524299
2020-02,841.4476800830611
2020-03,661.1080750874788
2020-04,714.5546186444642
2020-05,760.0053164170906
2020-06,756.8890655695776
2020-07,722.5792173573234
2020-08,766.3320353774855
2020-09,782.0565628948001
2020-10,807.153655478613
2020-11,841.0613787819401
2020-12,875.849884341181
2021-01,885.6449863500698
2021-02,887.4677591319847
2021-03,919.5351936543758
2021-04,961.9926034290875
2021-05,986.0594723461497
2021-06,1039.0391113748872
2021-07,1033.2599747329111
2021-08,1061.731003567638
2021-09,1090.1204210020333
2021-10,1136.0958342840233
2021-11,1117.0221513679815
2021-12,1119.1523696703139
2022-01,1088.1198703208006
2022-02,1026.8935984454374
2022-03,1021.9244538716387
2022-04,1039.4656665089697
2022-05,962.0006047896393
2022-06,929.5870884444639
2022-07,954.0685568573336
2022-08,986.81225338603
2022-09,908.7051076972898
2022-10,860.0237705087487
2022-11,870.552766970228
2022-12,825.571252623846
2023-01,850.086052604299
2023-02,846.4969176074062
2023-03,834.7394080197502
2023-04,826.3366240857123
2023-05,849.0619230821591
2023-06,848.5186113704747
2023-07,901.1621192196327
