Date,FM ex GCC
2002-05,311.16430965006396
2002-06,308.5728474834093
2002-07,292.39305415414685
2002-08,303.48244909791987
2002-09,293.0046013813826
2002-10,291.2797548194018
2002-11,310.8711490126177
2002-12,304.30097025836267
2003-01,311.99014887428564
2003-02,306.6000604791878
2003-03,299.28613275067585
2003-04,311.64280727431117
2003-05,313.13318418063375
2003-06,319.0621341894133
2003-07,325.9503620786388
2003-08,338.1023500766701
2003-09,344.34213221493883
2003-10,360.9469265927613
2003-11,365.12310821105126
2003-12,365.91244653829546
2004-01,402.3401680297178
2004-02,416.510760177208
2004-03,409.73579499500926
2004-04,459.4692250364688
2004-05,462.9174453609316
2004-06,476.4669952168063
2004-07,469.66469667758895
2004-08,442.0706100932437
2004-09,435.9480863171526
2004-10,438.3240731192595
2004-11,435.34659713464544
2004-12,430.4227752722474
2005-01,442.3242401218291
2005-02,439.0865809589724
2005-03,423.83339199775793
2005-04,440.9259813005854
2005-05,460.21345045466785
2005-06,473.61122365937416
2005-07,495.38034839549067
2005-08,502.6691025490527
2005-09,544.37036249655
2005-10,565.202721893352
2005-11,565.035579981157
2005-12,596.3276530253668
2006-01,648.3425875188909
2006-02,650.5354402952415
2006-03,662.4799589069357
2006-04,672.866278441087
2006-05,660.5724337322694
2006-06,656.5242424347778
2006-07,683.8391681741659
2006-08,747.0409714947614
2006-09,763.735909508971
2006-10,800.2646887720254
2006-11,788.8984191900984
2006-12,865.2972392171206
2007-01,918.6177603995118
2007-02,922.4797251712164
2007-03,943.2691154367895
2007-04,953.8476910433407
2007-05,980.7864481681422
2007-06,1031.7815459441267
2007-07,1034.2718160301565
2007-08,995.9436950958185
2007-09,1009.2553660227076
2007-10,998.3201535467539
2007-11,1000.0
2007-12,1053.5509345832982
2008-01,976.806513282779
2008-02,978.2794190723841
2008-03,906.2873277348975
2008-04,912.3745728649093
2008-05,934.3030060528491
2008-06,889.2620734259316
2008-07,859.959654640408
2008-08,826.6570343559388
2008-09,745.0766171386139
2008-10,602.9344832009174
2008-11,554.8850045657346
2008-12,481.3595242788212
2009-01,421.086291263254
2009-02,417.5148880593367
2009-03,406.4295201690846
2009-04,449.0981054350536
2009-05,535.0656809608952
2009-06,537.3490106395824
2009-07,537.7934958577654
2009-08,543.3517677475867
2009-09,560.6255775064853
2009-10,563.2431453363959
2009-11,545.788368358496
2009-12,570.5952018926095
2010-01,604.1853298017763
2010-02,607.2234191519757
2010-03,658.4762590397692
2010-04,672.7832341659924
2010-05,667.326148482943
2010-06,670.7667944260367
2010-07,662.0592724385886
2010-08,655.5367278110066
2010-09,638.5906463067548
2010-10,657.2717162839127
2010-11,704.5639308901773
2010-12,713.3829288667977
2011-01,709.7164526122023
2011-02,657.4058688936342
2011-03,646.8809244202905
2011-04,626.2674724708481
2011-05,633.8550926136699
2011-06,627.7324673759932
2011-07,619.5554385169274
2011-08,568.4950853701821
2011-09,553.6108016980509
2011-10,541.7262129783844
2011-11,534.5178993551185
2011-12,544.9571146260938
2012-01,551.4016818758491
2012-02,547.4974867599228
2012-03,567.756642024892
2012-04,564.6588028556752
2012-05,560.7125443110529
2012-06,541.1152357622931
2012-07,579.3813620526573
2012-08,586.6307646539819
2012-09,601.4251110508621
2012-10,592.8255296989418
2012-11,593.9048374191167
2012-12,625.8014403030209
2013-01,658.8054129442567
2013-02,682.6367183332816
2013-03,702.7728159994824
2013-04,691.300188749799
2013-05,745.9965059827954
2013-06,688.6177903318218
2013-07,704.0814176797869
2013-08,688.8721395316053
2013-09,696.9595721253853
2013-10,720.1790262515229
2013-11,747.2303084257344
2013-12,740.2375872134177
2014-01,727.36131775243
2014-02,715.6540290312344
2014-03,728.4018867250388
2014-04,753.2673450019435
2014-05,799.1276437180159
2014-06,811.113515564025
2014-07,842.5072380343324
2014-08,839.0856027159897
2014-09,883.294015049572
