Date,WORLD ex EMU
1998-12,100.0
1999-01,106.3264113325821
1999-02,107.58568765718026
1999-03,114.8767210106519
1999-04,122.13091466933643
1999-05,119.57167120810196
1999-06,127.02574481140753
1999-07,122.01484113083607
1999-08,122.79559842133038
1999-09,120.47376310809224
1999-10,128.6526934591769
1999-11,137.82918580778147
1999-12,148.00704066599278
2000-01,143.05922265996034
2000-02,142.86832630394912
2000-03,156.11496087788083
2000-04,157.21996374315128
2000-05,149.76021384856762
2000-06,149.90921500285316
2000-07,150.74556567086435
2000-08,164.15235319794377
2000-09,156.45402673788647
2000-10,159.9967057395832
2000-11,145.53289848937916
2000-12,135.6038709583199
2001-01,139.959540563133
2001-02,129.9942145664749
2001-03,126.61474852439551
2001-04,135.36379971398466
2001-05,141.32245157917518
2001-06,137.25757437159376
2001-07,130.55907606041308
2001-08,119.4332725987173
2001-09,109.53855599307823
2001-10,112.32639047418792
2001-11,119.87695191743221
2001-12,120.82243199078556
2002-01,121.7408824888342
2002-02,120.02292040726651
2002-03,123.93973864192101
2002-04,115.5290196262829
2002-05,111.71402038288696
2002-06,98.70990613730231
2002-07,91.99756538191271
2002-08,92.02876015577898
2002-09,82.10999430283074
2002-10,87.32233083476225
2002-11,91.44803327012275
2002-12,82.45945263690489
2003-01,78.1804945349688
2003-02,76.79456134636966
2003-03,75.9171834064116
2003-04,80.00623222860482
2003-05,80.08863342205092
2003-06,83.48283919566566
2003-07,86.82974360753148
2003-08,91.22695880782898
2003-09,86.56751355427662
2003-10,91.6566112922356
2003-11,89.71905056561016
2003-12,90.23912184789069
2004-01,93.07361246407606
2004-02,94.57981697226064
2004-03,95.52708019380216
2004-04,95.81449558482346
2004-05,94.84669970011004
2004-06,97.10116233173596
2004-07,95.01546603366708
2004-08,94.64737895801933
2004-09,93.98291883771978
2004-10,93.59729785885831
2004-11,93.94865814081919
2004-12,95.15112006086223
2005-01,96.96997687802825
2005-02,97.98625274419682
2005-03,98.21984625773086
2005-04,97.05159769329619
2005-05,103.39317519847418
2005-06,106.22064700227921
2005-07,109.33869530978009
2005-08,108.87998304137642
2005-09,113.93578491705321
2005-10,112.19516087746825
2005-11,117.97534276997146
2005-12,120.18571885503455
2006-01,121.43459425635363
2006-02,123.26004462534995
2006-03,123.63806140212714
2006-04,122.12820410410333
2006-05,115.57062725421584
2006-06,116.03889104755031
2006-07,116.9438627891844
2006-08,119.35485973877421
2006-09,121.95041181683142
2006-10,125.43026101409257
2006-11,123.34115589311735
2006-12,126.16256887497052
2007-01,129.66923507323372
2007-02,126.75132104698729
2007-03,127.60045973495494
2007-04,129.21988080675123
2007-05,134.78597411464523
2007-06,133.15557753984723
2007-07,128.49830615453493
2007-08,129.18415240405326
2007-09,129.4468858279095
2007-10,130.6753911893309
2007-11,122.95819355168783
2007-12,121.7343718070154
2008-01,112.11035191081851
2008-02,108.27290392002323
2008-03,102.17452478226038
2008-04,109.69420933761602
2008-05,111.76036326787369
2008-06,102.02411703757262
2008-07,100.51501978470638
2008-08,105.69577221075852
2008-09,98.37452232995233
