Date,EFM AFRICA ex ZA
2002-05,190.4039191717423
2002-06,184.47501275776764
2002-07,180.97034729004758
2002-08,187.44286198440915
2002-09,178.66837332532546
2002-10,174.93320001827118
2002-11,182.26265143060243
2002-12,180.3850636676377
2003-01,196.2201254964558
2003-02,196.27428910331682
2003-03,187.95225947270868
2003-04,201.57172893374755
2003-05,202.00745337500612
2003-06,214.95363660787413
2003-07,212.28473193184493
2003-08,227.1544102532209
2003-09,235.25349078224474
2003-10,257.09079199793734
2003-11,258.15093467983223
2003-12,256.91654096760357
2004-01,291.6392458598969
2004-02,309.35926258168826
2004-03,296.0160633990012
2004-04,334.49378284078045
2004-05,342.38589370140977
2004-06,353.72984470555735
2004-07,352.10621319442924
2004-08,334.9748314278801
2004-09,344.2075101159712
2004-10,347.711740375008
2004-11,334.16579098375115
2004-12,344.10720560104784
2005-01,402.2937652334616
2005-02,407.9962889518802
2005-03,406.9406359573045
2005-04,444.1316967379384
2005-05,483.04854725619583
2005-06,525.082705813967
2005-07,533.6666603781024
2005-08,537.4942832915588
2005-09,592.7353737947955
2005-10,604.1377818891297
2005-11,603.7723470312009
2005-12,641.1380487295305
2006-01,726.997686570051
2006-02,705.7975688567227
2006-03,677.6253447696165
2006-04,657.485479283655
2006-05,587.0461111290307
2006-06,565.0127098768944
2006-07,632.0633590669091
2006-08,719.1474496525387
2006-09,735.0119774841467
2006-10,739.0025755646396
2006-11,699.9488978099915
2006-12,747.8582719105343
2007-01,787.3677792644828
2007-02,817.3149243487593
2007-03,825.6015781276845
2007-04,849.8636321863962
2007-05,895.669297022996
2007-06,913.6674205524158
2007-07,936.2420475835186
2007-08,898.8953598217142
2007-09,938.3103155859501
2007-10,965.6008136337197
2007-11,1000.0000000000003
2007-12,1072.069889495936
2008-01,1060.2682664939348
2008-02,1126.42105816926
2008-03,1086.0684648441147
2008-04,1109.9344410644867
2008-05,1076.9794715716514
2008-06,1010.2093019832184
2008-07,975.733469566473
2008-08,950.9809474515868
2008-09,874.3805008482349
2008-10,714.5312936622303
2008-11,652.4838712902108
2008-12,599.9578778067876
2009-01,501.17846104269387
2009-02,526.3999290494326
2009-03,511.2475069818187
2009-04,585.191112160126
2009-05,647.8410361493925
2009-06,650.8411173943812
2009-07,638.7304070836487
2009-08,644.217496962186
2009-09,642.706672216036
2009-10,645.7314427464568
2009-11,577.212501196612
2009-12,622.6299611237876
2010-01,687.2172328622951
2010-02,706.072969128155
2010-03,753.4420360866889
2010-04,807.6407939386039
2010-05,797.49919533374
2010-06,766.3512601704134
2010-07,755.5860647086297
2010-08,755.2658177191396
2010-09,723.3592635525112
2010-10,731.2558327475004
2010-11,769.8836924178893
2010-12,783.8808708405943
2011-01,704.9948329665458
2011-02,693.5662562180289
2011-03,654.5372938434132
2011-04,620.8376864725705
2011-05,670.8000555509318
2011-06,643.305778812945
2011-07,617.5823445818752
2011-08,575.5149878032478
2011-09,566.1249404482313
2011-10,578.5224785675026
2011-11,556.2408107610819
2011-12,562.8902911910851
2012-01,618.1893328320953
2012-02,649.3134944748574
2012-03,646.4315607029172
2012-04,663.2172130322988
2012-05,686.1037695826838
2012-06,662.7238980754433
2012-07,722.8493902501675
2012-08,753.9971174724212
2012-09,788.6198238584851
2012-10,783.6373468796716
2012-11,741.4636871872717
2012-12,782.1744960034825
2013-01,798.6496140128971
2013-02,834.9362599985246
2013-03,849.1932302835136
2013-04,832.4707798758044
2013-05,907.1580529521
2013-06,808.0832388185163
2013-07,839.688758845478
2013-08,802.3087695315377
2013-09,826.2418003415706
2013-10,873.4187293368543
2013-11,879.4899479787249
2013-12,885.405765969344
2014-01,878.0873375040085
2014-02,849.9688147823074
2014-03,851.8747204947226
2014-04,893.0410252091297
2014-05,939.8860607419616
2014-06,932.5283406730937
2014-07,983.8639462506735
2014-08,1011.9491591282732
2014-09,1072.3382931888098
2014-10,996.391507616771
2014-11,954.7319071480358
2014-12,950.169782554302
2015-01,961.3113623617854
2015-02,956.5963698314044
2015-03,1029.1098518147185
2015-04,1011.3400325560254
2015-05,1008.374303088961
2015-06,972.570646222048
2015-07,908.7647832136382
2015-08,851.8462638226684
2015-09,892.4266361074544
2015-10,866.0977897758298
2015-11,847.1164364238571
2015-12,851.7906358989015
2016-01,764.2660824754397
2016-02,782.5124389753414
2016-03,781.3420667296031
2016-04,824.5336410019659
2016-05,870.2547689098589
2016-06,773.1896730663725
2016-07,786.6965118488997
2016-08,784.2392987891072
2016-09,798.5634403095564
2016-10,834.588318003632
2016-11,771.7909925205894
2016-12,807.8861479049381
2017-01,790.9112209663548
2017-02,798.7218491896484
2017-03,792.7940778011633
2017-04,794.6759829476351
2017-05,841.7612048493105
2017-06,869.5890226948605
2017-07,882.6478218118059
2017-08,870.2620550417114
2017-09,859.1531798982408
2017-10,869.9211161689404
2017-11,869.6822709678804
2017-12,867.972301307249
2018-01,887.5261669779213
2018-02,896.5567389531552
2018-03,908.3991089250626
2018-04,927.2948115134456
2018-05,890.7757517162618
2018-06,894.2167415432746
2018-07,879.3626357933931
2018-08,863.4787218845952
2018-09,824.3247776127514
2018-10,810.5927099884999
2018-11,812.8271485658411
2018-12,793.6796999976651
2019-01,815.5901368276875
2019-02,845.1756062415983
2019-03,851.7808542690123
2019-04,874.5466113517602
2019-05,854.6352098666695
2019-06,855.5302259596322
2019-07,857.429759316122
2019-08,884.7800330227133
2019-09,893.9064675160928
2019-10,892.2692401964892
2019-11,914.6751850035785
2019-12,942.8301280970475
2020-01,973.3559967215148
2020-02,923.843297682902
2020-03,697.5309805478526
2020-04,737.6400021200064
2020-05,754.1953758835131
2020-06,753.1388297021241
2020-07,715.1170243929355
2020-08,749.2176049606637
2020-09,763.1742592670757
2020-10,787.9324751936996
2020-11,815.3038575762469
2020-12,823.4418517818934
2021-01,851.1399268794582
2021-02,841.932956719793
2021-03,843.5646194951814
2021-04,860.8059274061334
2021-05,858.8891778903463
2021-06,891.2263131949417
2021-07,913.3169963663432
2021-08,936.8770751241344
2021-09,954.0360020991609
2021-10,993.2583429925471
2021-11,970.5998456077375
2021-12,982.0528086230868
2022-01,985.3813571867778
2022-02,945.3000861243313
2022-03,907.5067973326982
2022-04,956.6468286967945
2022-05,880.2973775128271
2022-06,854.9316536418761
2022-07,875.3274432580031
2022-08,883.0265500411922
2022-09,853.5051371710724
2022-10,823.0744769637842
2022-11,833.9795802740327
2022-12,814.8424335472488
2023-01,793.1444977651963
2023-02,838.1537085002249
2023-03,775.2469767593342
2023-04,765.6397670291228
2023-05,822.4682817766006
2023-06,780.1701301903303
2023-07,804.9248482922648
