Date,ACWI WITH USA GROSS
2001-09,1000.0
2001-10,1032.3953417618868
2001-11,1102.3100682329434
2001-12,1118.7638300880387
2002-01,1125.3234041939031
2002-02,1111.8365420430182
2002-03,1151.9253870776188
2002-04,1079.7400010982785
2002-05,1042.4689067585414
2002-06,925.8045851426107
2002-07,854.2494391820572
2002-08,856.1602803381397
2002-09,756.3040957920396
2002-10,810.3677095993615
2002-11,850.802883208166
2002-12,768.0122572073107
2003-01,728.7072983931633
2003-02,713.0094710504268
2003-03,701.4001408499482
2003-04,746.8155567006048
2003-05,749.5018145930902
2003-06,782.135545651293
2003-07,815.5839637018996
2003-08,855.8188063790415
2003-09,811.9301165184509
2003-10,862.5659642595292
2003-11,849.2618925328817
2003-12,858.1332330700528
2004-01,886.1859681125582
2004-02,902.2147807527724
2004-03,907.2427505308615
2004-04,908.5377808322818
2004-05,898.9515207184719
2004-06,920.3641615894815
2004-07,900.4981287496023
2004-08,897.7977988585594
2004-09,896.8448370071163
2004-10,897.2575308167586
2004-11,905.8005777527443
2004-12,920.2234358184293
2005-01,939.3140066243448
2005-02,954.6870109461469
2005-03,953.8088589407115
2005-04,939.2038260058697
2005-05,1000.5755909863549
2005-06,1030.9980403532154
2005-07,1065.6856336118801
2005-08,1060.918881126997
2005-09,1114.914753711163
2005-10,1092.3779709804655
2005-11,1150.6126080427073
2005-12,1178.5494975169943
2006-01,1201.1462187903583
2006-02,1221.904947339233
2006-03,1229.3521205201434
2006-04,1220.5029392339493
2006-05,1150.1606733273509
2006-06,1155.0864477117932
2006-07,1165.3740182149063
2006-08,1192.3078551096899
2006-09,1219.08168795927
2006-10,1255.4336274920777
2006-11,1243.2151179150558
2006-12,1277.5940863745388
2007-01,1309.7519586475696
2007-02,1282.0686906646267
2007-03,1297.9205978541556
2007-04,1322.3394500411548
2007-05,1381.0780252153859
2007-06,1371.8863415954165
2007-07,1332.6715858340212
2007-08,1334.6824679490535
2007-09,1347.741868778766
2007-10,1376.2322270543225
2007-11,1297.510891881452
2007-12,1288.6661991042022
2008-01,1169.0524753401749
2008-02,1143.3813265976642
2008-03,1080.0252538650639
2008-04,1160.3978713200045
2008-05,1181.192855859485
2008-06,1069.646215039727
2008-07,1052.2698778265049
2008-08,1091.4312256246324
2008-09,1001.2384901029527
2008-10,889.537313331239
2008-11,830.9073190983595
2008-12,786.2827767922961
2009-01,780.1618636341125
2009-02,710.471321918988
2009-03,735.8027734518939
2009-04,824.444908175382
2009-05,849.0057132895909
2009-06,852.147036336728
2009-07,917.4444041556613
2009-08,939.0750284834342
2009-09,964.430939304861
2009-10,940.8233578043817
2009-11,962.9082521933447
2009-12,1028.6700602005694
2010-01,1016.0741157371659
2010-02,1048.3553293397226
2010-03,1125.5742945212592
2010-04,1147.5083833631284
2010-05,1125.8932609092617
2010-06,1093.3583426269267
2010-07,1111.7896686337385
2010-08,1100.1335283583608
2010-09,1122.3835607703038
2010-10,1142.4410995850033
2010-11,1193.0087592204347
2010-12,1242.6331257069057
2011-01,1235.179205931097
2011-02,1262.1088875033465
2011-03,1227.4043339339582
2011-04,1222.240497738782
2011-05,1234.5887010761346
2011-06,1205.115837534433
2011-07,1196.270279438228
2011-08,1107.0818984917764
2011-09,1076.0846823950365
2011-10,1146.2394925088502
2011-11,1152.553036494626
2011-12,1193.0502359753523
2012-01,1252.1014096025542
2012-02,1287.3625410225654
2012-03,1302.0258928229364
2012-04,1295.2781057019943
