Date,ACWI WITH USA GROSS
2012-05,1262.671915999923
2012-06,1291.322033913694
2012-07,1349.0886404666735
2012-08,1347.2690687032139
2012-09,1361.9245910840727
2012-10,1343.3975064421466
2012-11,1356.1125626838113
2012-12,1368.613939621592
2013-01,1390.766220323316
2013-02,1444.2498754075766
2013-03,1497.5971101801463
2013-04,1500.5389024083129
2013-05,1522.8228799168508
2013-06,1474.288663306848
2013-07,1512.5900255951876
2013-08,1491.9511111023173
2013-09,1528.7287127727163
2013-10,1583.6015569861136
2013-11,1604.1356863160515
2013-12,1612.7901472326525
2014-01,1582.2666880496313
2014-02,1620.1156698737225
2014-03,1631.091772196988
2014-04,1637.022236012373
2014-05,1699.3603265210988
2014-06,1725.9453427192088
2014-07,1745.0223033514897
2014-08,1812.2999385530436
2014-09,1828.8329004962595
2014-10,1857.2504506820983
2014-11,1898.4663167845324
2014-12,1918.6390862887533
2015-01,2025.543128682973
2015-02,2152.074775015533
2015-03,2213.2666049682957
2015-04,2183.2190954655357
2015-05,2229.2535702941823
2015-06,2142.4293098657913
2015-07,2179.880495551315
2015-08,2002.7795079302882
2015-09,1938.094172764747
2015-10,2112.5703643107286
2015-11,2192.184413753668
2015-12,2093.5023460606094
2016-01,1975.3409622787992
2016-02,1954.445884469154
2016-03,2002.193624663916
2016-04,2021.8241921380613
2016-05,2083.555699321536
2016-06,2075.774048660855
2016-07,2151.5007864338922
2016-08,2168.315348072193
2016-09,2162.5837930391162
2016-10,2179.8226606868852
2016-11,2270.6485667588286
2016-12,2333.556589836965
2017-01,2340.188935698507
2017-02,2447.7092949017397
2017-03,2462.146883783619
2017-04,2456.4140336903665
2017-05,2432.2338416280068
2017-06,2409.4386671628304
2017-07,2396.561284538895
2017-08,2386.620155501628
2017-09,2446.9810187382327
2017-10,2535.2113992390173
2017-11,2525.8672258887373
2017-12,2549.002641350242
2018-01,2596.0472791460047
2018-02,2541.0583314222868
2018-03,2466.6231549627632
2018-04,2535.226735347044
2018-05,2628.3512532070454
2018-06,2614.078094372815
2018-07,2687.640479676282
2018-08,2724.978219599616
2018-09,2742.1513953049107
2018-10,2600.8283722500296
2018-11,2641.7807064252656
2018-12,2432.940096885596
2019-01,2615.769626541803
2019-02,2707.4063985969888
2019-03,2780.805198049128
2019-04,2880.742755193769
2019-05,2726.3367412863595
2019-06,2843.1424007993733
2019-07,2917.0956652388704
2019-08,2880.4010715161894
2019-09,2971.5330873383004
2019-10,2983.7960522182507
2019-11,3093.8970588550305
2019-12,3146.877937427415
2020-01,3152.913669472223
2020-02,2925.017657010248
2020-03,2533.6703996308083
2020-04,2810.644152353845
2020-05,2889.0123449898965
2020-06,2953.3665088108964
2020-07,2954.0817352158983
2020-08,3100.4943897256658
2020-09,3060.7863582017458
2020-10,3006.926842380571
2020-11,3289.9718684889863
2020-12,3366.552732762985
2021-01,3375.6689802899327
2021-02,3457.803573087011
2021-03,3667.240659693339
2021-04,3737.5226845591014
2021-05,3738.085006416969
2021-06,3905.4597477554703
2021-07,3933.3605042663985
2021-08,4051.0205977770706
2021-09,3956.4732563348866
2021-10,4165.1597288543035
2021-11,4180.2131940379795
2021-12,4303.976227483699
2022-01,4152.372214742653
2022-02,4038.237321928948
2022-03,4165.799474079131
2022-04,4042.5748709613913
2022-05,3986.9764127366416
2022-06,3741.966222958142
2022-07,4105.354691166962
2022-08,4010.918506350811
2022-09,3723.797007375742
2022-10,3914.486717512092
2022-11,4050.3631260891475
2022-12,3754.8535406118995
2023-01,3955.0176675993753
2023-02,3935.4323927087717
2023-03,3960.987809323318
2023-04,3954.706926513051
2023-05,4052.7455895597604
2023-06,4191.126319607591
2023-07,4299.779786695065
