Date,EMERGING MARKETS HORIZON
2003-05,1000.0
2003-06,1065.4633081975637
2003-07,1105.8723092640453
2003-08,1191.2899725049504
2003-09,1167.8475322159375
2003-10,1264.0518249475126
2003-11,1212.3237275058052
2003-12,1265.8252481522657
2004-01,1308.31689203424
2004-02,1372.0524604919292
2004-03,1393.4692760140133
2004-04,1377.8078076057354
2004-05,1317.860069480081
2004-06,1360.7141775061962
2004-07,1367.777973097151
2004-08,1359.8143176227202
2004-09,1404.7473503003234
2004-10,1416.1054578044636
2004-11,1470.4561544347396
2004-12,1518.2911418885076
2005-01,1619.1869358495578
2005-02,1709.1977372047036
2005-03,1645.2032563914472
2005-04,1613.6566167038566
2005-05,1726.6016076682356
2005-06,1810.352606361444
2005-07,1929.3160889135825
2005-08,1929.7800018649452
2005-09,2087.21555565172
2005-10,2009.145172210174
2005-11,2136.406298960624
2005-12,2210.8968364035536
2006-01,2333.2955646926566
2006-02,2391.1860382380155
2006-03,2335.7648662705146
2006-04,2396.8947757140554
2006-05,2095.289973895323
2006-06,2058.9327263048285
2006-07,2184.5462130388664
2006-08,2227.930462692277
2006-09,2291.8412602079293
2006-10,2424.2968851156825
2006-11,2456.452830975092
2006-12,2558.095933189085
2007-01,2677.384065584579
2007-02,2607.757632779295
2007-03,2729.2216670390626
2007-04,2819.9527979048967
2007-05,3032.94424632931
2007-06,3072.0797398503887
2007-07,3097.1059849211847
2007-08,2977.116122184314
2007-09,3048.737384971173
2007-10,3240.36081197263
2007-11,3040.4101799495393
2007-12,3096.4786372431035
2008-01,2890.2908639885973
2008-02,2943.506951954612
2008-03,2764.9534844420396
2008-04,2859.036377478291
2008-05,2922.5873381782476
2008-06,2685.67495751226
2008-07,2694.154563443148
2008-08,2675.4863517088024
2008-09,2445.6649486464567
2008-10,1925.84956537096
2008-11,1821.5011697309085
2008-12,1770.2078912898467
2009-01,1755.8094053440998
2009-02,1672.809600245731
2009-03,1726.7265279711899
2009-04,1995.0110790458878
2009-05,2111.038020545369
2009-06,2198.051283361679
2009-07,2450.761299252304
2009-08,2475.425174108772
2009-09,2542.1694393672683
2009-10,2520.7341255332663
2009-11,2577.0538436915117
2009-12,2807.5239142614378
2010-01,2859.7027557648257
2010-02,2916.6880339491663
2010-03,3204.750232341864
2010-04,3297.9702690231343
2010-05,3322.073980117026
2010-06,3331.411895625416
2010-07,3407.8188292381024
2010-08,3524.780848503025
2010-09,3655.3821234662278
2010-10,3755.9068651119796
2010-11,3845.3407556224424
2010-12,3908.841660255654
2011-01,3639.379273895421
2011-02,3638.745971225493
2011-03,3717.007314942151
2011-04,3730.6616068812887
2011-05,3754.4718902096056
2011-06,3709.765086672512
2011-07,3766.8824589923274
2011-08,3503.5676372007883
2011-09,3264.7185120286804
2011-10,3490.1978542607403
2011-11,3437.201004590394
2011-12,3551.8298522768455
2012-01,3813.317999310214
2012-02,3911.079350734968
2012-03,3967.961354248041
2012-04,3991.56404796502
2012-05,3831.764784156627
2012-06,4002.0650010732884
2012-07,4214.610171484489
2012-08,4110.556029213782
2012-09,4215.683792383562
2012-10,4248.935593388135
2012-11,4214.958151818604
2012-12,4355.813181019659
2013-01,4330.853038569366
2013-02,4502.2741726248405
2013-03,4644.847923560185
2013-04,4540.5892516124995
2013-05,4446.285378395799
2013-06,4199.259956145697
2013-07,4052.6474284374203
2013-08,3797.4456445500177
2013-09,3865.8786365143515
2013-10,4056.1474777771637
2013-11,3900.4289160367584
2013-12,3763.904031051897
2014-01,3635.8373390349275
2014-02,3687.1354656080525
2014-03,3863.9563181708477
2014-04,3917.3092598307694
2014-05,4047.806663968101
2014-06,4037.1135175329214
2014-07,4178.3746608289
2014-08,4327.563678260186
2014-09,4354.581648945518
2014-10,4354.754428144438
2014-11,4311.91770273078
2014-12,4166.030779435145
2015-01,4332.515274305266
2015-02,4488.250974083187
2015-03,4574.003031938214
2015-04,4471.664280671373
2015-05,4446.410673018529
2015-06,4266.678656526187
2015-07,4155.409743571058
2015-08,3748.880557614561
2015-09,3590.7629632340318
2015-10,3843.462767041837
2015-11,3832.386070961096
2015-12,3680.598172127159
2016-01,3624.1540101364394
2016-02,3693.329602496557
2016-03,3912.148383633497
2016-04,3890.4850097701287
2016-05,3775.3736080899275
2016-06,3892.380041003301
2016-07,3963.562172703389
2016-08,4029.526579998038
2016-09,3911.557412258853
2016-10,4049.936754132095
2016-11,3824.499448177704
2016-12,3954.7909666373416
2017-01,3978.262352581235
2017-02,4134.66864785938
2017-03,4274.835653567967
2017-04,4321.748687835087
2017-05,4261.87206349207
2017-06,4268.370135475966
2017-07,4273.762312271266
2017-08,4316.060964240718
2017-09,4271.298342963838
2017-10,4307.581011152052
2017-11,4146.030571629521
2017-12,4359.194641311219
2018-01,4476.45150123416
2018-02,4395.003630935026
2018-03,4271.064787518789
2018-04,4347.149339453955
2018-05,4139.20024392556
2018-06,4019.5578028555587
2018-07,4224.755278890545
2018-08,4069.5387194481696
2018-09,4061.614550666675
2018-10,3822.5710383111837
2018-11,3961.015002332704
2018-12,3913.5867675757704
2019-01,4246.063630967081
2019-02,4163.0170618673
2019-03,4164.192287122843
2019-04,4306.255389476242
2019-05,4111.15596347309
2019-06,4238.637163212298
2019-07,4269.781762879445
2019-08,4051.258548492232
2019-09,4098.356781189199
2019-10,4044.134624711549
2019-11,4042.946794606822
2019-12,4184.165612462809
2020-01,4025.7740445770874
2020-02,3635.270634952189
2020-03,2868.0508239533183
2020-04,3157.0430252482956
2020-05,3199.082533328695
2020-06,3305.3411753922387
2020-07,3237.4254164389204
2020-08,3211.688868581736
2020-09,3182.8933243523315
2020-10,3183.6314732808896
2020-11,3537.583084807975
2020-12,3652.338185285071
2021-01,3656.0257716297488
2021-02,3739.4479087410255
2021-03,3980.2879108662423
2021-04,3940.9627597493063
2021-05,4010.6078343960344
2021-06,4024.464074112827
2021-07,3970.612420387428
2021-08,4210.150736792161
2021-09,4182.9987356021675
2021-10,4289.613461468998
2021-11,4194.010982215737
2021-12,4333.387922325813
2022-01,4550.056257292817
2022-02,4687.582430006689
2022-03,4983.0261927993015
2022-04,5038.187557441018
2022-05,4884.854764880728
2022-06,4474.640209306256
2022-07,4710.816504397456
2022-08,4782.192307333549
2022-09,4572.07589970628
2022-10,4745.936007308976
2022-11,4810.437348712239
2022-12,4521.918541526471
2023-01,4645.249086067037
2023-02,4550.419301090867
2023-03,4530.576409588195
2023-04,4583.626161158601
2023-05,4510.55005963628
2023-06,4567.338393454039
2023-07,4806.811344127103
