Date,EM EUROPE
2000-12,100.0
2001-01,105.98603647814694
2001-02,90.14929405663527
2001-03,86.84327131605939
2001-04,97.80642716279444
2001-05,99.31786584878866
2001-06,94.51083626842247
2001-07,82.00674012058786
2001-08,78.76082097720045
2001-09,65.77865990066006
2001-10,77.43171752719276
2001-11,87.01958264985706
2001-12,95.97114812090484
2002-01,108.16146533278923
2002-02,97.30783105728723
2002-03,106.69980090353324
2002-04,109.92808589021594
2002-05,104.23999612452083
2002-06,87.16471101370544
2002-07,81.67082423508026
2002-08,84.34438977100125
2002-09,80.92569800775638
2002-10,88.27855993653438
2002-11,94.7573745537758
2002-12,84.8895236349503
2003-01,80.72795905820377
2003-02,85.11724122598928
2003-03,77.98768221857459
2003-04,91.11143322705372
2003-05,96.3631412226956
2003-06,100.4121410164143
2003-07,99.8885079508998
2003-08,115.69719439020196
2003-09,115.01970625992872
2003-10,114.85940810477416
2003-11,112.45763895617814
2003-12,119.62327566808035
2004-01,125.55748111134375
2004-02,135.95465276092958
2004-03,150.31407793984613
2004-04,135.2709250502998
2004-05,128.46475230501562
2004-06,131.61431029612882
2004-07,130.00132462198485
2004-08,136.33830377935138
2004-09,144.0131241448018
2004-10,149.04573603488237
2004-11,145.71871740929345
2004-12,150.85756396091276
2005-01,160.5618959041029
2005-02,180.25222515807118
2005-03,165.48167689735075
2005-04,157.95777193677444
2005-05,169.1175881493198
2005-06,183.07347661660341
2005-07,201.07799264421487
2005-08,217.5904802581875
2005-09,248.3968847217562
2005-10,229.31253969987097
2005-11,252.190832063797
2005-12,261.608296213284
2006-01,291.33431848441757
2006-02,311.24539538952723
2006-03,298.9728879852283
2006-04,317.0727806642317
2006-05,269.39320017775634
2006-06,271.7901668683017
2006-07,288.04017820260555
2006-08,293.3462824647946
2006-09,280.218979377271
2006-10,292.52279981138895
2006-11,306.2070069986327
2006-12,318.6063416552832
2007-01,313.85441266727406
2007-02,302.5608115301516
2007-03,316.86308078358417
2007-04,313.26770348452834
2007-05,307.57502457253753
2007-06,329.6406684837603
2007-07,340.3338317490307
2007-08,326.4622687826827
2007-09,341.3094025112783
2007-10,369.06199319807234
2007-11,360.2517321227564
2007-12,373.56088441738683
2008-01,308.95056029536505
2008-02,319.82556315985033
2008-03,298.9588408249073
2008-04,314.07425716847763
2008-05,351.9947725603092
2008-06,321.8296391484215
2008-07,301.3644883356729
2008-08,276.86383673757956
2008-09,230.8940968769459
2008-10,166.18309104758825
2008-11,140.99212116941175
2008-12,125.44934734151012
2009-01,116.19968600519442
2009-02,109.01885801430988
2009-03,122.60523107741227
2009-04,151.53982330297927
2009-05,176.30968327070588
2009-06,163.21671914789638
2009-07,182.60585054488692
2009-08,187.66120500336302
2009-09,202.3506020899789
2009-10,206.67394092922163
2009-11,206.99432051745035
2009-12,225.34545983922192
2010-01,236.8491126535417
2010-02,226.18393946256597
2010-03,253.43418262887147
2010-04,259.49755267123504
2010-05,246.22221134648436
2010-06,236.4695721983823
2010-07,252.1273937806794
2010-08,249.57088186292438
2010-09,254.69746657851513
2010-10,262.21676007170026
2010-11,267.25243405066544
2010-12,281.2210653843583
2011-01,280.6541776719776
2011-02,289.5031991635247
2011-03,297.11645960461567
2011-04,295.375956843643
2011-05,284.17036524357405
2011-06,280.93451768523715
2011-07,283.22098180728403
2011-08,244.9106201530366
2011-09,213.7213923888179
2011-10,235.19613448882782
2011-11,237.049971108983
2011-12,221.87713267115777
2012-01,253.40935098603143
2012-02,268.63327886145237
2012-03,258.10951613725
2012-04,252.4458106107452
2012-05,221.89751063307025
2012-06,241.94921687643577
2012-07,254.44260227912048
2012-08,254.86951828627693
2012-09,261.5442265081619
2012-10,258.38885190183845
2012-11,258.6588070642256
2012-12,271.5031766824341
2013-01,273.441491062731
2013-02,271.0385810724481
2013-03,271.38772496187903
2013-04,262.8204138149546
2013-05,262.7138416754419
2013-06,243.74583623777062
2013-07,244.37315027031678
2013-08,240.39294905567522
2013-09,256.6261023912827
2013-10,268.1583793803935
2013-11,257.91935147638105
2013-12,248.13779134661382
2014-01,230.46298310642712
2014-02,229.62816149799502
2014-03,231.90041530387177
2014-04,223.86834352983126
2014-05,246.33101300134132
2014-06,250.59107352521386
2014-07,240.97358398969487
2014-08,242.22823735289046
2014-09,237.8099723747627
2014-10,236.48581968429096
2014-11,227.77875807753557
2014-12,197.81574787966255
2015-01,204.6216079752473
2015-02,225.5693880064229
2015-03,227.08385077265635
2015-04,244.24894721588745
2015-05,237.99604129485587
2015-06,228.26909255256535
2015-07,220.0521991219946
2015-08,200.91518614851626
2015-09,192.85881975052908
2015-10,205.79559401611502
2015-11,206.95762061854848
2015-12,187.86409354116105
2016-01,183.17647063899898
2016-02,184.90629122452688
2016-03,204.6881971584284
2016-04,211.11262474765303
2016-05,202.68652207997334
2016-06,201.7703684475938
2016-07,202.84734744010328
2016-08,207.25603296464908
2016-09,208.33489613363366
2016-10,216.35388810817773
2016-11,220.91934243952338
2016-12,242.84432050425525
2017-01,241.20653239109868
2017-02,240.36987198140866
2017-03,242.79705106663536
2017-04,249.04215656939434
2017-05,237.51483300043316
2017-06,233.1070668748052
2017-07,236.7868696525454
2017-08,250.24971519589002
2017-09,248.26022740836933
2017-10,251.60477703454023
2017-11,245.95479220968818
2017-12,257.1201993311131
2018-01,273.0243706033531
2018-02,271.229312294502
2018-03,256.21070256404977
2018-04,248.42107557703272
2018-05,243.77823518508896
2018-06,242.2981055366995
2018-07,250.61903730700132
2018-08,232.9404075243126
2018-09,249.00634295739295
2018-10,241.05007547376687
2018-11,246.81604296397327
2018-12,237.95035747902506
2019-01,264.26749515193654
2019-02,260.58344523832915
2019-03,260.62754110801086
2019-04,267.5744053729663
2019-05,272.69157547102674
2019-06,287.1360185704396
2019-07,294.46165005859876
2019-08,279.83775278437645
2019-09,292.0484303555652
2019-10,303.9768612877428
2019-11,306.2122814309616
2019-12,320.6468110175584
2020-01,313.16155218196855
2020-02,269.78963560330357
2020-03,208.38556289191413
2020-04,230.02692811418882
2020-05,244.5674589363248
2020-06,241.50563294019693
2020-07,234.69078969712828
2020-08,232.3535120759962
2020-09,219.30507738885257
2020-10,199.3031571971141
2020-11,238.11899303645774
2020-12,257.38264723855644
2021-01,253.26572676978884
2021-02,256.70936682745497
2021-03,269.7267647874528
2021-04,267.9004448039563
2021-05,289.81863755741705
2021-06,303.958822658385
2021-07,304.6254868387773
2021-08,320.2367549092993
2021-09,334.98342078658465
2021-10,347.8136209583715
2021-11,319.6395829025311
2021-12,315.2269640460515
2022-01,301.9394444132695
2022-02,184.37172621483106
2022-03,93.33183542502651
2022-04,88.87344531307816
2022-05,86.14197870346202
2022-06,78.80583349605199
2022-07,81.2227613886656
2022-08,80.16654672730304
2022-09,73.65867556080369
2022-10,84.50905457685111
2022-11,94.62057540839876
2022-12,96.78135374178669
2023-01,98.41621587493162
2023-02,103.17126992485808
2023-03,96.50223847781534
2023-04,99.9912939868184
2023-05,102.31625232309379
2023-06,106.90414513605862
2023-07,116.32048748410921
