Date,BRIC WITH BRAZIL ADR
2003-05,1000.0
2003-06,1114.6610151563061
2003-07,1173.2609358372838
2003-08,1329.722569980185
2003-09,1307.720741335444
2003-10,1402.004837000315
2003-11,1398.8086716137398
2003-12,1506.6921797964847
2004-01,1537.952841154429
2004-02,1610.357493169109
2004-03,1629.2280520763352
2004-04,1492.8392990156317
2004-05,1413.0126128718825
2004-06,1413.554711715027
2004-07,1430.0537562087939
2004-08,1449.6476857480543
2004-09,1528.5204801244222
2004-10,1507.5801614868208
2004-11,1538.5406149623957
2004-12,1514.9126405574818
2005-01,1564.5713407796436
2005-02,1639.147705397043
2005-03,1587.4080746910647
2005-04,1576.3595442196668
2005-05,1707.0452657817268
2005-06,1835.8783954028875
2005-07,1968.9034291106148
2005-08,2047.6318087057675
2005-09,2346.0934990651053
2005-10,2177.38226749478
2005-11,2392.94074291437
2005-12,2482.7949734563617
2006-01,2827.6215256335045
2006-02,2948.0410282002517
2006-03,2962.511784276241
2006-04,3056.9521357425338
2006-05,2663.125639305997
2006-06,2753.3241470905555
2006-07,2813.456975464874
2006-08,2892.453372752957
2006-09,2916.456592456739
2006-10,3070.366681117113
2006-11,3215.3347075727706
2006-12,3474.246640841696
2007-01,3455.9594524887366
2007-02,3277.333312900369
2007-03,3403.6027373252914
2007-04,3463.2154549721117
2007-05,3678.4011070167358
2007-06,3917.9038591720496
2007-07,4133.841662160844
2007-08,4168.031787254546
2007-09,4680.189037118532
2007-10,5304.944441793712
2007-11,4894.40592967246
2007-12,4985.543585118772
2008-01,4170.794170140323
2008-02,4361.500867656385
2008-03,3811.9993045176193
2008-04,4343.06692854448
2008-05,4474.095729959973
2008-06,3938.6293100207968
2008-07,3743.2279881618797
2008-08,3623.904213139814
2008-09,3019.508953182029
2008-10,2355.018927960935
2008-11,2209.331810683101
2008-12,2139.380221590092
2009-01,2206.580016649093
2009-02,2138.2547501976787
2009-03,2316.748125973804
2009-04,2692.0336252815205
2009-05,3124.3682316898667
2009-06,3085.4474492326635
2009-07,3337.554832609939
2009-08,3199.45106946201
2009-09,3470.415156011848
2009-10,3555.987634267463
2009-11,3693.3025370659775
2009-12,3916.3190165113215
2010-01,3729.6199885029414
2010-02,3865.012176563153
2010-03,4186.316488408655
2010-04,4240.397462124372
2010-05,4188.51467981555
2010-06,4190.415968943012
2010-07,4207.272710219499
2010-08,4183.154490728328
2010-09,4312.695149308207
2010-10,4354.143173122127
2010-11,4500.873383451333
2010-12,4588.0977652398815
2011-01,4360.881964387242
2011-02,4355.446041055234
2011-03,4479.560875042202
2011-04,4299.34288645995
2011-05,4322.902946475838
2011-06,4229.2601499785205
2011-07,4209.448447208545
2011-08,3774.257800831152
2011-09,3382.5094233011687
2011-10,3752.4405627607525
2011-11,3592.8462511225575
2011-12,3645.6609079675472
2012-01,4106.392837041304
2012-02,4259.441762351033
2012-03,4015.607962903904
2012-04,3983.235481733465
2012-05,3715.778585982553
2012-06,3757.0762229266456
2012-07,3914.9457269506615
2012-08,3781.754023279156
2012-09,3961.973426716635
2012-10,3973.0082852620512
2012-11,3988.813096861547
2012-12,4137.59601949814
2013-01,4179.1917589992045
2013-02,4129.067118407521
2013-03,4091.623150596728
2013-04,4044.0078021577488
2013-05,3992.0288050287068
2013-06,3670.393426271361
2013-07,3660.4343361743418
2013-08,3653.8919258546366
2013-09,3845.1660108048445
2013-10,3997.8322610006976
2013-11,3989.760304122345
2013-12,3874.41620011392
2014-01,3650.8612369020007
2014-02,3640.527927520808
2014-03,3708.510629024428
2014-04,3638.588027110013
2014-05,3894.0160272663747
2014-06,4030.083009069104
2014-07,4283.154303098092
2014-08,4445.389053019352
2014-09,4273.6569287593
2014-10,4406.255663886155
2014-11,4389.954567145696
2014-12,4299.9285426106135
2015-01,4690.605015009749
2015-02,4946.843096225612
2015-03,5093.863693767452
2015-04,5492.500138627382
2015-05,5395.78323492388
2015-06,5124.025698359296
2015-07,4746.606225254633
2015-08,4182.995297085882
2015-09,4085.073672292992
2015-10,4401.159927059913
2015-11,4452.432853397216
2015-12,4250.0343037116245
2016-01,3834.7346079236795
2016-02,3718.8232006653284
2016-03,4043.142751665595
2016-04,4106.117100122303
2016-05,4120.501610134442
2016-06,4245.08999567416
2016-07,4407.194016407689
2016-08,4655.883724453584
2016-09,4698.385298820822
2016-10,4833.339773656892
2016-11,4854.9062079036175
2016-12,4802.978634543163
2017-01,4986.942429236702
2017-02,5222.638468267826
2017-03,5303.021067304321
2017-04,5302.341526858063
2017-05,5261.55941730838
2017-06,5231.939508737234
2017-07,5490.401033091668
2017-08,5646.9676256447465
2017-09,5714.038160581801
2017-10,6003.392268269203
2017-11,5909.749199655603
2017-12,6044.547936577553
2018-01,6478.2672932610485
2018-02,6265.253674375708
2018-03,6017.301002878273
2018-04,6112.033698753458
2018-05,6265.339368194959
2018-06,5984.775843836424
2018-07,6020.025552545964
2018-08,5834.16742138036
2018-09,5753.335648998441
2018-10,5441.65251069981
2018-11,5781.475762958345
2018-12,5470.343536232183
2019-01,5950.048730095222
2019-02,6091.313742522047
2019-03,6365.195096076162
2019-04,6493.079473740791
2019-05,5979.785448977927
2019-06,6222.183237477242
2019-07,6274.503062274794
2019-08,6050.690306937068
2019-09,6174.886542667318
2019-10,6314.098514387266
2019-11,6420.299086448713
2019-12,6776.834785074615
2020-01,6552.666806527851
2020-02,6428.123183832572
2020-03,5608.0034390423425
2020-04,6059.183544746221
2020-05,5975.775322442355
2020-06,6384.020006635496
2020-07,6621.655759349953
2020-08,6830.228116527932
2020-09,6783.399023282792
2020-10,7075.028751598276
2020-11,7277.6392087237
2020-12,7469.326257807742
2021-01,7841.10316455104
2021-02,7841.9016095225525
2021-03,7808.369232125693
2021-04,7713.846855734814
2021-05,7840.152841970548
2021-06,8129.420716138037
2021-07,7318.885794078578
2021-08,7526.993006765204
2021-09,7405.445718094064
2021-10,7548.903767705589
2021-11,7341.528797351887
2021-12,7194.828652183275
2022-01,7142.609111782542
2022-02,6664.881072770447
2022-03,6272.898378262759
2022-04,6353.096984712989
2022-05,6238.939474184603
2022-06,6466.622256585173
2022-07,6370.252001245476
2022-08,6568.24420259427
2022-09,5968.890724427572
2022-10,5364.840058703556
2022-11,6131.241922244921
2022-12,5990.996980833847
2023-01,6314.112024305625
2023-02,5900.510167902384
2023-03,5946.533978009737
2023-04,5718.752222379304
2023-05,5644.7266812632
2023-06,5788.704077674466
2023-07,6183.809782236255
