Date,BRIC
2014-06,315.5682367645246
2014-07,333.0904221486177
2014-08,349.2554109115653
2014-09,330.8999144405518
2014-10,342.24205555214263
2014-11,339.594530178026
2014-12,331.3313752203206
2015-01,359.3139147639432
2015-02,377.37506299367305
2015-03,386.57349906002236
2015-04,417.10997836566673
2015-05,407.667438552828
2015-06,389.64904778171024
2015-07,360.03636695106826
2015-08,315.9358160818796
2015-09,306.8463059324805
2015-10,330.79344027631174
2015-11,334.66124819211353
2015-12,319.40310660452747
2016-01,288.653715797056
2016-02,281.59198421764296
2016-03,308.5699039730977
2016-04,314.0468138717268
2016-05,313.7778230647085
2016-06,326.29080511171037
2016-07,339.74344822841744
2016-08,357.2071238968519
2016-09,359.80667941754166
2016-10,372.721605696945
2016-11,371.1737865450854
2016-12,368.82856684237595
2017-01,382.7416036439978
2017-02,401.7174302597302
2017-03,405.83280189531575
2017-04,406.01313670022836
2017-05,401.3428121506458
2017-06,398.4457430434648
2017-07,418.7242305973333
2017-08,431.1801487786653
2017-09,437.5079513207677
2017-10,457.4031264799251
2017-11,449.55830739602806
2017-12,459.22138167386595
2018-01,493.41750811313534
2018-02,477.25336741121976
2018-03,458.34748488311897
2018-04,464.2920653073359
2018-05,471.8353498958616
2018-06,450.39540542929115
2018-07,454.5459349332884
2018-08,438.2565974982878
2018-09,434.11063822667023
2018-10,416.04575912593816
2018-11,440.1646831135477
2018-12,417.69177450557015
2019-01,457.0544599280853
2019-02,466.2493515519589
2019-03,484.71768681461765
2019-04,493.6509348968491
2019-05,458.484085928348
2019-06,476.87810421748543
2019-07,483.71509343101536
2019-08,465.56491348916427
2019-09,475.4205906432789
2019-10,486.7103773297017
2019-11,493.7549308971241
2019-12,522.3785908250776
2020-01,505.8230578521213
2020-02,492.9591370580641
2020-03,422.5630733626025
2020-04,456.7386683482576
2020-05,451.8615668997131
2020-06,482.6426987517574
2020-07,502.5287692828318
2020-08,515.3287954961432
2020-09,510.4006461347985
2020-10,531.0425249557356
2020-11,548.0737797103557
2020-12,563.8038720559318
2021-01,589.5538753154051
2021-02,588.275921193805
2021-03,586.3909430027553
2021-04,580.0011613492745
2021-05,590.2501342370293
2021-06,612.5418756019047
2021-07,552.964002053829
2021-08,567.6012112714822
2021-09,556.1127117264567
2021-10,564.5688261110131
2021-11,549.3023377677786
2021-12,538.340738389634
2022-01,536.556842127539
2022-02,502.02253815524455
2022-03,477.1679552777975
2022-04,480.2643826014366
2022-05,473.0313144038581
2022-06,485.9028312632505
2022-07,480.3513661381563
2022-08,496.4742254046308
2022-09,452.6805623911251
2022-10,411.2177391601814
2022-11,463.60573932013483
2022-12,452.50249434635725
2023-01,476.63862966260496
2023-02,445.1641757166156
2023-03,448.2586688635873
2023-04,432.5900352472207
2023-05,428.16633474581033
2023-06,440.9854788156823
2023-07,470.4291674964886
