Date,BRIC
2000-12,100.0
2001-01,113.86219141775814
2001-02,105.90024310279993
2001-03,95.289067602202
2001-04,99.47364194727037
2001-05,105.52412205044618
2001-06,104.38080077075028
2001-07,92.69600048974677
2001-08,81.71056088068032
2001-09,71.08849045318759
2001-10,76.1981146654908
2001-11,84.57371283212548
2001-12,90.53277160273893
2002-01,90.75879483793435
2002-02,95.49275937627677
2002-03,98.01235841738487
2002-04,95.88440134460961
2002-05,89.22388743298886
2002-06,76.6827394051636
2002-07,66.48381990529747
2002-08,71.32294701086352
2002-09,61.74448040459143
2002-10,67.15464745036752
2002-11,69.2033114451927
2002-12,67.0357608298086
2003-01,64.52047762086534
2003-02,64.55219703591632
2003-03,63.583828102230726
2003-04,68.40990423875333
2003-05,70.51624352301926
2003-06,76.53728864162606
2003-07,81.13243611891235
2003-08,91.83858168310255
2003-09,89.62103757066062
2003-10,97.1638419879843
2003-11,97.83875663241052
2003-12,106.69905052771483
2004-01,107.30189654427443
2004-02,112.02111564098786
2004-03,113.289976869182
2004-04,102.34937173975173
2004-05,97.44576187881704
2004-06,99.02152009731608
2004-07,102.71276730042851
2004-08,105.42222937527248
2004-09,111.7935134944979
2004-10,110.48755860496959
2004-11,114.09308958251452
2004-12,115.73470320063485
2005-01,118.88829314585544
2005-02,129.05764286598964
2005-03,123.29484337233764
2005-04,121.13541797383886
2005-05,133.071366292733
2005-06,142.37100935145511
2005-07,150.86327752621034
2005-08,158.39629258585018
2005-09,182.94720246138905
2005-10,169.2011175342566
2005-11,186.51391948001847
2005-12,192.29831414589424
2006-01,219.28961916596688
2006-02,230.76298611195332
2006-03,229.90847999301644
2006-04,237.8576711799233
2006-05,205.82073202342977
2006-06,213.76649387131897
2006-07,218.03256700445422
2006-08,224.2257012535853
2006-09,225.80210680444395
2006-10,237.63975280557332
2006-11,248.6086591749057
2006-12,268.9670091608043
2007-01,267.46411366991043
2007-02,254.61823815896588
2007-03,265.1869260533115
2007-04,269.70287574743645
2007-05,286.8666201270275
2007-06,306.20217597169597
2007-07,322.05629539626204
2007-08,323.3394319161903
2007-09,362.33936743561304
2007-10,409.99966016396826
2007-11,378.5348780463998
2007-12,385.4050826052136
2008-01,321.87018410563354
2008-02,339.48443958542435
2008-03,296.96513321321277
2008-04,338.436002188664
2008-05,352.24171167289956
2008-06,310.89580023386924
2008-07,295.20261353254665
2008-08,284.22956088278147
2008-09,233.38895203665396
2008-10,183.248362512768
2008-11,171.87881665698094
2008-12,164.5909775184848
2009-01,171.59081399038786
2009-02,166.37142660446744
2009-03,180.68659265385412
2009-04,211.01913538494412
2009-05,244.15833109733487
2009-06,241.27457204415515
2009-07,261.3823222525335
2009-08,252.43368253729176
2009-09,273.5143928728952
2009-10,279.78826221768486
2009-11,289.4499109346154
2009-12,307.9521269554608
2010-01,294.0760064497427
2010-02,304.82599132202824
2010-03,329.7843780265413
2010-04,334.83924267165344
2010-05,332.4908356376604
2010-06,330.3149150226255
2010-07,334.08810213617295
2010-08,332.70499167932803
2010-09,341.70286192038304
2010-10,345.03770706225316
2010-11,355.1931197218803
2010-12,360.85807688560203
2011-01,341.65878429507893
2011-02,342.36761232346834
2011-03,352.17830129897317
2011-04,337.71625267741257
2011-05,339.7097699356386
2011-06,332.81539523708454
2011-07,329.8217866011516
2011-08,297.88244135676666
2011-09,266.7125264824464
2011-10,297.5230478752689
2011-11,283.6928258098501
2011-12,287.7124868467841
2012-01,325.8392377114329
2012-02,339.11915816051675
2012-03,319.11140259793063
2012-04,315.39255370164904
2012-05,293.11796918419014
2012-06,295.47415020389593
2012-07,308.5585682819819
2012-08,298.8513853677008
2012-09,311.7446821373598
2012-10,312.4000594267854
2012-11,313.1690212056919
2012-12,324.49742277174084
2013-01,328.4176675842393
2013-02,326.4112384529318
2013-03,323.234369602758
2013-04,319.0190832529031
2013-05,314.0393003836349
2013-06,287.6082910642134
2013-07,285.4115677067219
2013-08,284.1003282940812
2013-09,299.8833372993312
2013-10,312.8928044732475
2013-11,309.61262099539437
2013-12,299.4987522360804
2014-01,282.37831242843174
2014-02,281.99635487418834
2014-03,290.729071048089
2014-04,286.0037034894984
2014-05,303.954405604685
