Date,EAFE + EM
2008-03,106.03270732849904
2008-04,114.37318352002671
2008-05,115.91240787027326
2008-06,104.53479624033294
2008-07,102.04515935208164
2008-08,102.85809202099978
2008-09,91.54622843163571
2008-10,79.48427596965672
2008-11,74.82713823225357
2008-12,72.63347098957766
2009-01,71.53961388966904
2009-02,65.40920785604659
2009-03,67.5307441740844
2009-04,76.87187157445788
2009-05,81.29549449105707
2009-06,81.42519096227912
2009-07,88.2974230173619
2009-08,90.8183618882943
2009-09,93.60301238849767
2009-10,91.86282940417391
2009-11,92.56386360279583
2009-12,98.83152176096587
2010-01,97.23371437662404
2010-02,98.59939136832259
2010-03,106.0921523323254
2010-04,106.80818399196664
2010-05,103.20050282822075
2010-06,102.41832998616243
2010-07,105.1453116757206
2010-08,104.74701268533208
2010-09,107.39603281483444
2010-10,109.10674075387571
2010-11,111.5327861320502
2010-12,116.71384524254
2011-01,115.38843069998116
2011-02,117.09510889201535
2011-03,113.68604552228948
2011-04,114.42699724888703
2011-05,114.70038646203626
2011-06,112.22347530939014
2011-07,111.76027577092596
2011-08,101.49819849868553
2011-09,97.10594024249849
2011-10,103.25859854862118
2011-11,101.30123741814637
2011-12,103.98185942312992
2012-01,110.19300601747248
2012-02,114.09266107569856
2012-03,113.19725844782404
2012-04,111.8915536416387
2012-05,106.10594110379462
2012-06,109.76445822253129
2012-07,114.62894330704732
2012-08,114.12326946646695
2012-09,115.99999585819188
2012-10,115.6944717695021
2012-11,117.7118061873315
2012-12,120.34236355403227
2013-01,121.85965399960085
2013-02,125.22538635597935
2013-03,127.71367098554059
2013-04,129.48543903903354
2013-05,128.4943925806844
2013-06,122.68467111011773
2013-07,125.22929753186797
2013-08,124.32565957513272
2013-09,129.81326582162035
2013-10,134.0402787183044
2013-11,134.1796518584666
2013-12,133.67798443359098
2014-01,130.3420582628514
2014-02,133.71810180878936
2014-03,134.21802038616948
2014-04,135.01203614503564
2014-05,139.98253864660992
2014-06,141.39531028710246
2014-07,143.1427682247652
2014-08,146.00663780315352
2014-09,145.07820667197802
2014-10,145.05574171965702
2014-11,146.92229473983426
2014-12,145.71334365701767
2015-01,157.05442200371323
2015-02,166.38523544374306
2015-03,171.1680173355089
2015-04,172.1207892767577
2015-05,173.56000503902786
2015-06,166.03406001711252
2015-07,167.38098904078103
2015-08,152.29504925056975
2015-09,145.79507286281364
2015-10,158.62296098442462
2015-11,162.47656899532225
2015-12,155.53218478009623
2016-01,145.10510047606437
2016-02,142.3853017815804
2016-03,146.6297330520844
2016-04,149.30893806493026
2016-05,151.22044676124094
2016-06,149.00874603885495
2016-07,155.52686099436247
2016-08,157.1781917154966
2016-09,157.70818682133054
2016-10,159.28996828643562
2016-11,160.23583409202794
2016-12,165.37487173943597
2017-01,167.09915056644292
2017-02,173.0647862209429
2017-03,176.57427741529534
2017-04,177.68587075707936
2017-05,178.0744734371153
2017-06,175.78402552095886
2017-07,176.28774571611464
2017-08,175.7836895603504
2017-09,179.83289475110513
2017-10,186.20318735001945
2017-11,183.4270989249072
2017-12,186.00440527482385
2018-01,189.86339191285344
2018-02,185.12148175878204
2018-03,180.24906620747336
2018-04,186.30705941766678
2018-05,187.83373694919717
2018-06,183.99209900112234
2018-07,187.98764564002929
2018-08,185.00598531799147
2018-09,186.2418214267556
2018-10,175.34582936718633
2018-11,177.2150253621229
2018-12,168.0621789788484
2019-01,179.4497802731981
2019-02,184.2540029699631
2019-03,188.14311772491217
2019-04,193.42974807430178
2019-05,183.8980124811582
2019-06,190.7825629592233
2019-07,192.6833929879727
2019-08,188.51688555623105
2019-09,195.37643917542172
2019-10,198.1121337761729
2019-11,201.99656983838796
2019-12,207.25921566975305
2020-01,203.9544894714882
2020-02,189.40938551995197
2020-03,163.14146922601734
2020-04,175.2923987068844
2020-05,178.2576286113817
2020-06,184.63362194645933
2020-07,182.99992740432924
2020-08,188.55202342734444
2020-09,187.90620185568426
2020-10,185.25072765919833
2020-11,204.61979353545618
2020-12,211.11261802021622
2021-01,213.26321759928743
2021-02,217.17067146672028
2021-03,226.54826797550996
2021-04,227.46131678492657
2021-05,230.5801434415944
2021-06,236.07903158985067
2021-07,231.93408421755294
2021-08,237.7191112013362
2021-09,234.26823632004934
2021-10,239.2820134982377
2021-11,235.0099158598294
2021-12,242.11278801657735
2022-01,235.9986603782793
2022-02,230.45092369593257
2022-03,231.98613194653277
2022-04,229.5383826872528
2022-05,227.5209130625033
2022-06,213.45606410799377
2022-07,226.0678917613497
2022-08,222.04014728560406
2022-09,204.83673365344293
2022-10,208.45425976020772
2022-11,224.78525761675294
2022-12,216.03891011487553
2023-01,229.35886704063066
2023-02,226.8099928137932
2023-03,227.2432147596385
2023-04,227.29091745954912
2023-05,227.16870955765188
2023-06,231.58200921652448
2023-07,238.6279872041985
