Date,WORLD ex AUSTRALIA WITH USA GROSS
2001-09,1000.0
2001-10,1029.5853052563548
2001-11,1096.8512716603034
2001-12,1109.9168304169195
2002-01,1112.6660619440313
2002-02,1097.6791172019107
2002-03,1136.6496584884367
2002-04,1062.8150112113653
2002-05,1026.0547276109726
2002-06,911.5751330006675
2002-07,840.7924235764441
2002-08,841.8543601632147
2002-09,742.7858176777406
2002-10,796.3561186708196
2002-11,836.1040800091162
2002-12,753.8209669610543
2003-01,713.8731101952333
2003-02,698.7908146524885
2003-03,687.5369946386694
2003-04,732.1257877044129
2003-05,734.8112815223293
2003-06,765.3878509249226
2003-07,797.2347444635817
2003-08,835.0642258492132
2003-09,791.6725261897082
2003-10,839.8389420431291
2003-11,827.363907873199
2003-12,835.441317191194
2004-01,862.3455985772098
2004-02,876.3434328249936
2004-03,879.9470315363543
2004-04,884.5657627384953
2004-05,876.5479024217323
2004-06,898.4893319059858
2004-07,877.838291929276
2004-08,873.4587400237356
2004-09,870.1943429373031
2004-10,869.9099772384076
2004-11,876.0052570719411
2004-12,889.3881023840315
2005-01,906.019269918654
2005-02,917.8083471724772
2005-03,919.8772250831839
2005-04,905.9497718645706
2005-05,964.7276091231964
2005-06,991.6035751803762
2005-07,1023.3277503160951
2005-08,1018.627015322264
2005-09,1065.1037348892833
2005-10,1047.3181481825875
2005-11,1099.8545482781253
2005-12,1123.8752436389138
2006-01,1139.933959980378
2006-02,1160.0928729358866
2006-03,1168.8242160288582
2006-04,1155.5305503543589
2006-05,1095.504019462233
2006-06,1100.1820922039483
2006-07,1109.2243851271764
2006-08,1134.8889176554749
2006-09,1161.4655404564844
2006-10,1193.9129476170156
2006-11,1177.7292341815737
2006-12,1207.8280058812634
2007-01,1240.6545144787208
2007-02,1213.2315511149607
2007-03,1224.9779467735277
2007-04,1247.1424427960294
2007-05,1301.2011953277663
2007-06,1285.3899196357934
2007-07,1239.9752911532864
2007-08,1245.233695046697
2007-09,1247.077257076202
2007-10,1261.8349945438745
2007-11,1194.7679317428697
2007-12,1185.239374231028
2008-01,1081.7460241171975
2008-02,1048.0683325420168
2008-03,996.293816965204
2008-04,1066.4127139156442
2008-05,1084.716147243523
2008-06,984.2113091244514
2008-07,971.3209658189652
2008-08,1016.2135098794203
2008-09,940.567106142382
2008-10,846.5872614162438
2008-11,791.8919702950212
2008-12,745.7755620454906
2009-01,739.2542397861562
2009-02,668.6245468123969
2009-03,686.1096250958221
2009-04,764.7517348957905
2009-05,780.9082339203251
2009-06,783.2490672447171
2009-07,840.2215002420694
2009-08,863.4135372766086
2009-09,879.2014853019805
2009-10,855.0125930744898
2009-11,875.2577930984634
2009-12,932.5880855226426
2010-01,924.1340238827173
2010-02,954.088945679775
2010-03,1021.2635265460655
2010-04,1039.8293992219567
2010-05,1022.501766335435
2010-06,988.9500136450031
2010-07,1003.9357640032895
2010-08,990.7599563438046
2010-09,1006.9969483947733
2010-10,1026.4996345282616
2010-11,1073.3001691397985
2010-12,1116.950057066926
2011-01,1119.8890437084237
2011-02,1150.4316642389563
2011-03,1107.4990736577656
2011-04,1103.867997916754
2011-05,1117.330148663477
2011-06,1090.4007207887005
2011-07,1080.561949510573
2011-08,1001.7218023720709
2011-09,985.0147416052181
2011-10,1043.3196924031595
2011-11,1056.9973905900279
2011-12,1096.403611998478
2012-01,1140.4899316242597
2012-02,1171.8703139911404
2012-03,1194.435928004918
2012-04,1187.016126740919
2012-05,1163.5337777627706
2012-06,1191.0026418892032
2012-07,1240.5042792206866
2012-08,1244.4076166486
2012-09,1253.1449537854226
2012-10,1234.4691134999798
2012-11,1246.3327994493193
2012-12,1252.6840857600455
2013-01,1278.7331407189215
2013-02,1328.4210992173673
